JERSEY-ST-AUBINS-BELLE-VUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,WV603493,Long,-2.1736,Lat,49.1942,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,3.96,1.74,0.82,2.52,4.41,1.77,2.83,4.76,1.5,4.43,1.52,2.29,1.57,6.54,4.25,2.19,4.49,2.01,3.11,4.86,3.88,4.67,5.53,2.78,3.72,3.69,2.17,2.95,3.58,0.74,6.37,5.12,5.39,5.48,2.99,3.81,,,,,,,,,
February,,,,,,,3.87,1.75,1.98,0.79,5.24,0.92,2.36,0.93,2.92,5.48,5.81,1.69,1.16,5.52,0.53,0.41,2.35,4.32,1.07,3.85,2.41,1.71,4.18,1.4,2.11,4,0.35,3.98,0.23,4.26,3.01,6.61,1.36,1.77,3.32,4.29,,,,,,,,,
March,,,,,,,1.95,0.79,3.31,4.69,2.58,2.77,6.33,2.4,5.01,0.95,3.46,2.35,2.13,5.33,2.37,1.13,3.86,2.47,2.66,0.64,1.29,3.75,2.79,0.04,2.76,2.39,2.33,1.54,4.2,1.14,2.81,3.93,0.22,2.08,3.42,3.43,,,,,,,,,
April,,,,,,,1.4,2.66,2.88,1.01,1.28,1.24,0.39,2.2,0.96,1.86,0.86,1.28,1.9,1.91,2.79,1.12,3.49,3.14,3.37,3.42,3.71,1.54,2.67,2.06,4.26,2.08,2.87,1.45,1.78,3.56,1.72,2.12,0.1,1.61,1.54,3.4,,,,,,,,,
May,,,,,,,1.87,2.63,1.07,0.73,2.65,0.7,0.83,1.86,1.15,1.05,1.18,2.09,1.68,0.88,1.9,1,1.31,3.2,2.23,4.02,2.54,0.16,5.31,1.19,2.25,2,3.2,2.51,0.72,1.86,1.06,2.27,1.2,0.89,1.49,1.83,,,,,,,,,
June,,,,,,,0.77,1.53,1.01,3.28,4.39,2.73,4.78,0.9,0.58,0.6,0.7,1.42,0.72,0.82,2.45,1.38,1.63,0.83,0.97,0.01,3.83,3.26,2.41,3.02,1,1.87,1.41,1.91,1.22,3.32,2.5,0.83,0.24,2.04,0.12,1.91,,,,,,,,,
July,,,,,,,0.66,3.3,1.04,2.01,2.87,1.28,3.93,0.76,3.53,2.72,0.53,1.83,2.43,1.58,2.67,0.68,3.41,1.08,2.62,2.25,1.6,2.68,0.84,1.61,3.55,2.41,1.87,2.61,0.57,0.75,2.62,1.69,1.9,3.38,4.72,1.4,,,,,,,,,
August,,,,,,,0.76,0.59,1.47,0.88,2.47,0.62,7.71,0.69,2.31,1.22,2.53,5.14,1.74,2.62,0.82,1.06,2.65,1.47,2.32,3.36,1.74,3.76,2.77,1.19,2.72,7.17,0.63,2.08,4.54,2.02,0.99,0.92,2.23,1.49,0.02,8.99,,,,,,,,,
September,,,,,,,0.9,1.37,2.95,1.74,0.66,1.19,2.44,0.78,3.32,3.36,3.41,1.1,4.39,2.12,4.3,1.21,2.67,3.28,3.67,2.49,0.42,7.26,2.45,4.37,3.44,3.05,3.98,2.72,2.46,2.92,2.54,2.8,2.03,0.54,2.17,0.23,,,,,,,,,
October,,,,,,,3.45,6.73,2.88,7.57,6.63,6.12,4.59,3.76,2.76,2.97,4.34,7.45,4.23,2.11,1.67,0.65,2.17,4.59,4.21,2.52,3.39,1.95,6.96,7.29,4.69,0.68,6.29,3.05,3.92,4.5,1.53,3.16,4.92,6.18,3.17,1.87,,,,,,,,,
