"BURNLEY SWINDEN LOWER",,,,,,,,,,,,
Grid ref,SD886334,Long,-2.174549,Lat,53.796780,,,,,,,
Station no,2968,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.96,3.02,4.00,4.73,4.59,2.09,6.82,2.23,3.90,2.60,,
February,4.78,2.26,1.65,4.89,5.40,2.53,3.35,2.75,3.01,3.05,,
March,1.07,3.52,2.97,6.83,2.86,3.58,3.24,3.48,3.91,3.45,,
April,2.43,3.13,2.74,2.48,2.85,3.48,1.39,2.44,2.91,3.65,,
May,2.34,1.60,3.28,3.16,3.18,0.94,3.89,3.93,2.91,2.43,,
June,4.52,1.58,1.53,2.14,1.24,3.01,1.57,6.16,2.08,2.92,,
July,3.97,1.93,3.61,4.12,2.52,2.24,2.20,2.51,4.89,6.21,,
August,5.60,2.64,2.93,5.01,5.02,5.22,3.99,4.37,4.44,3.25,,
September,1.56,1.50,1.62,5.92,1.59,2.91,1.39,0.88,4.42,2.51,,
October,5.50,3.82,4.70,10.88,1.79,3.79,7.10,5.71,1.83,5.09,,
November,4.02,6.74,3.25,2.85,3.51,5.25,5.24,2.30,3.43,1.72,,
December,5.18,6.10,4.60,3.14,3.17,1.10,4.19,4.80,3.17,5.55,,
Total,46.93,37.84,36.88,56.15,37.72,36.14,44.37,41.56,40.90,42.43,,
Calc annual,46.93,37.84,36.88,56.15,37.72,36.14,44.37,41.56,40.90,42.43,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
