CARRIBBER RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS972749,Long,-3.648032,Lat,55.956085,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.06,1.9,5.75,4.96,1.81,2.29,6.8,3.22,1.36,3.62,1.79,4.25,4.71,3.96,1.95,1.81,2.7,3.41,1.83,4.66,1.88,3.41,3,4.6,6.28,3.41,2.68,3.07,4.11,4.61,3.57,7.7,1.36,5.5,2.3,5.65,3.83,4.19,1.6,4.64,3.42,5.75,4.77,1.73,2.03,4.42,3.62,4.04,1.96,3.8,3.11,6.84,3.88,2.56,3.8,2.68,0.95,3.62,2.04,1.74,4.2,2.39,1.08,3.58
February,,,,,,,,2.36,1.94,2.06,3.38,0.88,1.23,5.89,2.66,1.7,1.55,2.37,1.45,1.52,3.48,5.36,2.52,2.52,3.41,2.86,5.34,0.78,4.24,1.6,4.2,1.61,1.54,3.68,0.73,3.11,4.07,1.96,4.15,1.12,0.79,2.46,0.08,2.39,0.31,3.28,2.92,4.04,1.09,4.39,1.15,4.48,1.5,2.62,1.03,3.88,2.74,2.14,3.64,3.65,2.97,2.23,0.7,1.35,2.11,2.07,1.63,3.4,2.28,0.88,2.74
March,,,,,,,,3.76,1.25,3.21,1.42,2.28,1.68,6.53,1.63,3.27,2.84,2.75,4.19,3.84,1.84,1.7,3.78,3.6,4.09,1.23,3.5,2.09,1.45,1.92,3.74,4.71,1.23,1.31,1.14,2.06,2.25,2.79,3.17,0.47,2.75,1.52,2.33,1.5,3.61,1.35,2.35,1.7,2,3.22,2.87,3.45,1.34,2.2,0.73,2.33,2.67,4.5,2.32,1.14,2.57,3.64,1.9,0.5,1.26,1.42,1.59,2.35,2.14,1.08,1.81
April,,,,,,,,1.86,2.65,3.42,1.8,1.86,0.97,1.25,3.25,1.76,0.9,1.58,1.45,3.12,3.58,1.78,0.69,2.92,1.71,1.83,2.05,1.91,0.79,1.89,1.97,1.16,1.23,2.94,1.62,4.84,1.94,1.62,1.2,1.9,0.78,2.46,3.17,1.53,3.88,2.95,0.95,1.42,0.37,1.55,2.79,1.52,2.44,1.55,2.75,1.27,0.8,4.35,2.68,2.29,2.75,2.4,0.86,2.52,2.1,0.68,0.55,1.87,1.56,2.01,1.86
May,,,,,,,,2.45,2.21,3.92,1.7,2.06,1.89,1.72,3.62,0.83,4.98,3.2,2.52,2.6,1.85,1.77,1.2,0.64,2.68,1.41,5.38,2.17,1.04,0.64,3.79,1.12,2.33,1.43,4.37,5.84,3.18,1.98,1.72,2.19,1.35,3.82,3.3,1.75,1.73,0.59,0.95,1.94,4.69,0.84,1.8,5.58,2.38,3.85,2.71,4.56,1.94,3.64,2.29,2.12,2.28,2.43,1.58,2.47,4.15,2.45,1.32,2.35,2.94,1.02,1.98
June,,,,,,,,4.86,1.69,1.56,3.72,2.32,2.55,1.91,1.35,0.44,1.14,3.79,1.56,2.35,0.71,1.54,5.2,2.86,0.8,1.45,1.71,1.53,0.6,2.3,1.33,0.16,1.97,0.76,2.59,0.29,2.73,3.36,5.12,2.28,2.23,5.45,1.24,1.88,3,3.23,1.17,1.83,3.75,1.55,0.5,0.55,1.03,3.08,2.82,3.32,2,3.89,4.88,0.75,1.77,2.11,2.61,1.21,2.21,1.05,3.23,1.74,3.98,2.28,1.41
July,,,,,,,,1.66,1.18,3.97,3.06,1.2,3.83,4.68,2.9,2.6,1.91,2.3,3.31,4.16,4.03,1.5,2.46,1.03,3.77,2.58,2.2,2.12,2.72,0.66,4.28,6.22,3.88,3,2.93,1.2,3.52,3.55,1.3,2.9,4.33,4.63,2.8,4.18,3.65,1.1,2.73,3.85,2.72,3.3,7.33,2.85,1.96,2.74,2.28,3.13,3.45,3.26,3.47,2.45,5.35,6.02,2.65,6.18,2.96,0.89,4.3,3.48,6.42,3.48,2.74
August,,,,,,,,4.97,3.98,0.82,4.7,3.98,1.9,4.63,3.72,3.29,4.83,4.61,2.93,2.37,5.48,1.71,4.25,1.03,2.33,4.06,4.11,4.4,2.09,2.34,5.31,5.77,1.79,5.15,3.5,3.22,1.75,6.73,3.88,4.4,4.71,4.82,0.8,1.62,3.45,2.2,2.15,5,1.71,1,1.21,3.45,2.81,4.63,4.64,2.7,3.74,0.01,7.98,3.94,3.47,4.22,3.5,2.8,5.17,1.14,5.83,3.04,3.9,0.72,3.23
September,,,,,,,,1.15,4.55,4.65,2.95,1.48,1.5,2.26,2.24,2.23,1.28,0.88,4.54,1.9,0.75,1.46,2.14,2.43,0.9,1.76,1.45,1.54,5.16,2.81,1.98,0.45,2.06,3.64,3.74,4.42,3.07,6.72,2.89,0.96,3.83,1.68,3.6,1.13,2.89,5,3.2,2.75,3.55,1.65,2.74,0.7,4.7,2.79,4.47,5.06,5.55,2.59,4.24,1.73,7.38,2,2.41,3.18,3.47,2.33,3.9,2.14,4.1,0.78,1.88
October,,,,,,,,1.4,6.3,2.51,4.64,2.36,1.55,7.3,1.15,2.15,5.53,7.97,1.51,4.5,2.08,3.43,3.12,0.29,1.77,2.77,6.43,4.08,4.86,1.18,1.08,3.58,0.96,3.57,3.16,2.68,5.08,4.97,4.75,4.14,4.22,2.68,4.8,2.58,4.82,7.31,2.75,4.15,7.3,3.12,4.15,3.15,3.1,5.83,4.34,4.95,0.73,1.15,2.58,5.25,1.98,0.56,2.46,1.54,7.5,1.72,1.96,2.85,2.08,3.12,3.91
