PENKRIDGE-RODBASTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ921116,Long,-2.118347,Lat,52.702014,Elevation,324,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,4.29,2.36,2.34,2.83,1.67,3.19,2.27,1.91,0.38,0.47,2.63,3.37,2.74,2.04,3.91,3.7,0.73,0.48,2.6,2.04,2.23,1.69,1.49,3.17,1.14,1.83,1.3,3.81,2.8,1.94,1.21,1.78,2.65,0.96,3.68,1.45,0.98,1.54,2.07,0.59,4.23,3.78,1.38,3.16,1.16,2.48,2.25,,3.46,,,,,,,,,,
February,,,3.58,0.92,2.42,1.27,2.61,2.65,1.12,3.2,2.68,3.41,2.88,2.55,1.75,2.16,0.67,0.58,0.99,1.85,0.74,0.11,1.63,2.4,2.54,0.21,1.14,3.07,1.53,2.21,3.85,1.66,1.21,1.34,3.58,0.74,2.21,1.53,1.47,0.48,2.61,1.6,1.1,0.83,1.93,3.25,4.13,1.19,1.75,,1.88,,,,,,,,,,
March,,,2.05,2.58,1.12,1,2.4,2.43,0.79,0.82,1.16,2.55,2.19,1.3,2.8,0.88,3.04,1.7,2.39,2.8,1.33,1.21,0.81,0.42,1.34,2.2,3.29,2.25,1.47,1.01,0.87,2,1.43,4.34,1.54,3.2,1.49,1.29,4.06,2.6,0.57,1.47,3.91,5,2.42,1.11,3.5,1.99,1.56,,2.44,,,,,,,,,,
April,,,3.18,0.97,0.95,0.65,3,2.5,2.53,2.69,1.71,0.84,3.51,0.93,0.99,3.33,1.81,1.36,1.73,3.12,0.8,2.04,0.88,0.47,1.3,2.15,1.2,2.63,1.95,2.79,1.1,1.86,1.67,1.91,1.85,2.08,1.37,2.01,2.73,1.69,2.03,1.05,0.27,3.37,0.88,1.19,1.66,1.55,2.51,,4.42,,,,,,,,,,
May,,,2.96,2.19,1.3,1.82,1.19,2.13,5.82,2.86,2.38,1.97,3.27,1.47,1.17,2.1,5.96,1.96,0.76,3.74,1.88,3.44,2.47,1.85,2.25,0.7,0.36,1.23,3.41,1.67,1.87,1.01,2.72,2.39,1.97,0.54,2.81,4.3,3.42,1.3,2.38,0.6,1.93,2.15,1.46,1.96,2.7,2.43,2.77,,3.06,,,,,,,,,,
June,,,5.07,2.82,0.73,3.18,2.79,1.39,2.94,4.33,3.33,2.51,5.02,3.38,2.2,3.01,1.63,2.09,2.05,1.3,2.04,3.51,5.76,2.39,2.28,0.87,1.53,3.31,1.45,2.73,2.81,2.8,1.77,1.19,0.43,2.24,1.94,2.63,2.3,3.74,1.47,1.98,5.04,1.16,3.16,0.82,2,1.85,0.9,,3.66,,,,,,,,,,
July,,,7.66,3.03,1.87,6.75,2.1,3.98,1.91,4.61,4.89,2.11,3.06,3.07,3.31,0.69,2.71,1.42,6.29,1.68,2.76,3.06,2.19,2.83,2.59,3.32,1.76,0.91,1.34,1.66,3.62,2.8,1.41,1.59,2.14,1.85,0.76,3.82,2.44,3.49,3.18,0.5,3.16,1.35,3.73,6.71,1.91,1.58,5.31,,3.86,,,,,,,,,,
August,,,4.24,2.66,3.24,2.83,2.67,4.2,5.68,5.3,0.81,5.16,2.22,1.51,2.45,1.89,1.53,3.06,3.78,3.36,3.58,3.97,2.57,1.64,2.11,2.37,3.03,3.19,2.5,2.26,3.71,3.33,3.51,3.96,2.76,4.79,1.75,2.48,3.41,1.6,4.63,2.02,5.9,2.49,2.29,1.93,2.22,5.51,1.74,,1.49,,,,,,,,,,
September,,,3.04,1.76,2.98,3.73,5.43,2.27,2.24,2.62,3.61,2.56,1.58,5,2.13,3.28,2.2,2.51,0.85,2.55,0.73,1.9,3.16,1.8,1.16,0.48,3.54,3.12,0.54,4.45,1,1.15,1.34,4,1.99,1.17,1.6,0.97,1.64,2.68,0.48,1.38,1.05,2.06,1.37,0.45,1.09,1.79,6.36,,2.26,,,,,,,,,,
October,,,4.97,2.75,1.84,5.89,2.39,2.39,3.55,1.16,5,2.77,5.59,2.78,1.38,4.84,3.62,1.73,0.71,3.82,1.76,4.49,2.6,1.78,2.91,2.84,2.33,0.97,1.96,2.94,3.69,2.24,2.56,5.73,0.71,1.52,4.63,5.26,2.11,3.3,3.07,2.28,2.74,3.8,1.55,2.24,4.22,4.13,1.61,,2.36,,,,,,,,,,
November,,,3.53,1.42,3.75,3.67,3.84,2.86,2.81,1.17,2.07,2.52,4.28,4.07,1.64,2.71,2.3,1.47,4.54,0.85,4.89,2.11,1.64,1.51,2.24,2.95,1.27,2.05,1.75,1.75,2.83,1.32,1.99,2.37,1.62,2.57,2.94,2.02,1.68,0.94,4.88,2.57,2.28,2.42,3.18,2.63,2.62,1.67,1.53,,0.85,,,,,,,,,,
December,,,3.59,0.5,2.32,1.38,4.48,1.73,2.39,0.9,3.69,2.91,3.97,1.1,2.87,1.28,3.5,2.14,2.78,1.85,0.53,3.22,2.97,3,2.03,2.12,3.51,2.77,2.36,2.4,4.01,4.26,1.63,1.85,1.45,0.63,3.26,2.58,2.24,4.41,6,4.84,3.15,1.55,6.95,4.47,2.78,1.54,2.87,,2.28,,,,,,,,,,
Total,,,48.16,23.96,24.86,35,34.57,31.72,34.05,31.57,31.71,29.78,40.2,30.53,25.43,28.21,32.88,23.72,27.6,27.4,23.64,31.1,28.91,21.78,24.24,23.38,24.1,27.33,21.56,29.68,32.16,26.37,22.45,32.45,22.69,22.29,28.44,30.34,28.48,27.77,33.37,20.88,34.76,29.96,30.3,29.92,29.99,27.71,31.16,,32.02,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Rodbaston Hall. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882 to 1884 readings have been corrected for wrong day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
