"PENKRIDGE RODBASTON",,,,,,,,,,,,
Grid ref,SJ921116,Long,-2.118347,Lat,52.702014,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.80,1.94,1.21,1.78,2.65,0.96,3.68,1.45,0.98,1.54,,
February,3.85,1.66,1.21,1.34,3.58,0.74,2.21,1.53,1.47,0.48,,
March,0.87,2.00,1.43,4.34,1.54,3.20,1.49,1.29,4.06,2.60,,
April,1.10,1.86,1.67,1.91,1.85,2.08,1.37,2.01,2.73,1.69,,
May,1.87,1.01,2.72,2.39,1.97,0.54,2.81,4.30,3.42,1.30,,
June,2.81,2.80,1.77,1.19,0.43,2.24,1.94,2.63,2.30,3.74,,
July,3.62,2.80,1.41,1.59,2.14,1.85,0.76,3.82,2.44,3.49,,
August,3.71,3.33,3.51,3.96,2.76,4.79,1.75,2.48,3.41,1.60,,
September,1.00,1.15,1.34,4.00,1.99,1.17,1.60,0.97,1.64,2.68,,
October,3.69,2.24,2.56,5.73,0.71,1.52,4.63,5.26,2.11,3.30,,
November,2.83,1.32,1.99,2.37,1.62,2.57,2.94,2.02,1.68,0.94,,
December,4.01,4.26,1.63,1.85,1.45,0.63,3.26,2.58,2.24,4.41,,
Total,32.16,26.37,22.45,32.45,22.69,22.29,28.44,30.34,28.48,27.77,,
Calc annual,32.16,26.37,22.45,32.45,22.69,22.29,28.44,30.34,28.48,27.77,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
