"BUILTH (CEFNDYRYS)",,,,,,,,,,,,
Grid ref,SO039530,Long,-3.406484,Lat,52.166870,,,,,,,
Station no,4221,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.76,4.52,1.07,3.22,2.89,5.18,4.04,4.07,4.75,5.83,,
February,4.23,1.05,1.83,3.92,1.74,0.58,4.38,7.19,0.37,5.17,,
March,4.61,1.57,3.41,3.06,3.93,1.86,3.51,0.77,3.44,2.54,,
April,3.74,3.16,3.19,0.73,1.97,1.81,0.23,1.09,3.37,2.25,,
May,2.59,2.91,2.01,2.21,5.22,0.67,2.10,2.99,1.80,1.34,,
June,0.62,2.88,1.80,5.16,5.55,2.24,1.32,3.34,3.10,2.51,,
July,1.24,1.30,3.40,2.67,1.46,3.15,3.32,4.16,3.84,4.06,,
August,5.21,5.50,3.46,6.07,1.59,5.50,4.09,2.69,0.54,3.56,,
September,3.14,3.55,4.39,4.04,1.59,4.07,6.94,5.76,0.25,4.58,,
October,0.95,5.81,3.01,5.59,2.67,2.41,3.12,4.29,4.90,6.82,,
November,8.60,2.48,3.30,9.14,3.42,1.91,3.02,3.11,6.07,8.60,,
December,5.10,4.43,1.42,3.19,4.54,4.57,2.86,3.72,7.90,6.31,,
Total,44.79,39.16,32.29,49.00,36.57,33.95,38.93,43.18,40.33,53.57,,
Calc annual,44.79,39.16,32.29,49.00,36.57,33.95,38.93,43.18,40.33,53.57,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
