"TEWKESBURY WATERWORKS",,,,,,,,,,,,
Grid ref,SO887321,Long,-2.165960,Lat,51.987238,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.69,1.04,0.59,2.34,2.00,0.99,3.39,0.68,,,,
February,4.41,0.99,0.99,1.28,2.85,0.80,1.04,0.73,,,,
March,0.70,1.55,0.94,2.53,1.01,2.71,1.18,0.58,,,,
April,1.46,2.43,1.99,1.29,0.83,2.04,1.15,2.61,,,,
May,1.64,0.98,2.01,5.21,1.64,0.48,1.73,2.50,,,,
June,2.02,1.90,2.47,3.24,0.13,2.73,3.00,1.89,,,,
July,1.74,2.45,0.72,2.55,1.46,0.76,0.50,2.99,,,,
August,1.53,1.65,2.73,2.40,1.31,4.08,0.81,2.05,,,,
September,0.18,1.66,1.41,1.96,1.06,1.08,0.56,0.55,,,,
October,2.58,1.27,2.51,4.61,0.21,1.34,2.98,4.98,,,,
November,1.62,0.76,1.51,1.07,0.72,2.16,2.88,0.61,,,,
December,4.56,2.95,1.13,0.94,1.28,0.53,1.16,2.58,,,,
Total,25.13,19.63,19.00,29.42,14.50,19.70,20.38,22.75,,,,
Calc annual,25.13,19.63,19.00,29.42,14.50,19.70,20.38,22.75,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,NaN,NaN,,
