HENSTRIDGE,,,,,,,,,,,,
Grid ref,ST724196,Long,-2.394485,Lat,50.975145,,,,,,,
Station no,2118/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.35,2.73,0.85,1.75,3.10,,,,,,,
February,5.55,0.86,2.04,3.52,1.90,,,,,,,
March,3.40,2.98,0.67,3.96,1.45,,,,,,,
April,3.51,1.97,2.58,0.22,0.99,,,,,,,
May,2.61,3.17,2.01,2.08,,,,,,,,
June,0.50,2.24,2.83,3.24,,,,,,,,
July,2.48,1.04,4.59,3.37,,,,,,,,
August,5.41,3.45,2.93,2.54,,,,,,,,
September,3.32,3.71,3.27,3.00,,,,,,,,
October,0.98,3.85,3.81,2.80,,,,,,,,
November,9.25,3.93,1.82,7.49,,,,,,,,
December,3.22,3.10,0.96,3.02,,,,,,,,
Total,43.58,33.03,28.36,36.99,,,,,,,,
Calc annual,43.58,33.03,28.36,36.99,7.44,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
