PETERBOROUGH (PARK CRESCENT),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1138/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,1.11,2.84,2.84,2.30,4.19,1.85,,
February,,,,,1.37,2.24,2.79,0.89,0.33,2.26,,
March,,,,,0.43,1.09,3.18,0.19,1.57,2.02,,
April,,,,,2.53,1.98,2.45,0.09,2.26,1.21,,
May,,,,,0.76,0.47,3.72,1.91,0.77,1.61,,
June,,,,,3.03,4.84,1.64,1.05,1.91,0.64,,
July,,,,,0.41,4.67,2.37,1.63,2.23,2.20,,
August,,,,,1.36,0.51,0.83,2.71,2.23,0.21,,
September,,,,,3.13,2.43,0.93,1.62,1.15,0.31,,
October,,,,,2.99,1.19,2.36,1.86,3.79,1.86,,
November,,,,,3.21,1.80,1.48,1.74,2.95,5.96,,
December,,,,2.97,2.52,1.65,2.45,3.46,1.63,1.32,,
Total,,,,,22.85,25.71,27.04,19.45,25.01,21.45,,
Calc annual,0.00,0.00,0.00,2.97,22.85,25.71,27.04,19.45,25.01,21.45,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,,
