BURWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL591659,Long,0.3302,Lat,52.2684,Elevation,58,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.08,1.94,2.46,0.64,0.58,1.65,1.29,1.19,2.84,1.22,0.83,0.94,1.71,1.63,2.61,2.18,1.68,2.53,1.02,1.35,2.1,2.76,1.75,1.78,2.26,1.42,2.35,1.12,1.78,2.14,2.93,1.45,1.15,1.42,0.43,1.11,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.6,1.18,3.27,0.71,1.11,0.35,2.18,1.14,1.98,1.35,1.34,0.28,1.94,0.98,1.11,0.71,1.36,1.91,4.27,0.63,1.06,2.71,0.74,0.32,1.43,2.1,1.15,2.2,2.42,2.24,1.25,0.59,0.48,2.36,0.39,1.06,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.38,0.68,0.76,1.53,0.86,1.69,1.45,1.81,1.53,0.91,1.93,2.77,0.82,2.04,2.34,1.66,3.54,1.49,2.87,2.2,0.65,1.88,1.54,0.79,1.68,1.85,0.73,1,0.33,1.53,1.31,0.08,1.23,0.14,0.97,1.65,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.47,1.97,0.96,2.19,0.92,1.84,0.85,1.92,1.07,2.52,2.74,1.36,2.12,1.09,0.29,1.3,0.82,0.78,1.33,1.72,3.47,2.63,2.86,1.09,2.48,0.99,3.05,1.48,2.29,1.62,0.9,1.07,2.08,2.29,2.08,1.13,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.67,1.98,1.05,1.48,2.89,4.03,1.51,1.1,1.53,2.61,1.14,1.49,2.62,0.92,1.21,2.39,1.1,1.83,2.06,0.77,1.89,0.46,1.98,1.56,1.55,1.19,3.4,1.84,1.6,0.61,1.89,1.33,2.63,2.6,4.11,1.51,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.22,0.91,2.16,1.53,2.37,2.91,0.6,3.22,4.01,2.37,1.47,5.13,1.65,2.32,3.33,1.09,2.31,1.72,1.91,2.29,1.25,1.2,1.49,0.25,1.05,0.48,1.93,0.73,1.77,2.75,2.75,0.78,0.48,1.87,0.59,2.39,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.2,1.47,2.36,1.81,1.88,1.33,3.46,2.17,0.88,1.49,2.07,3.11,3.43,3.5,0.47,3.11,1.01,1.5,3.46,1.12,3.69,3.09,3.71,3.26,0.31,4.13,1.67,2.26,1.69,2.39,2.28,2.02,1.41,3.26,3.77,1.98,1.86,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.5,1.83,1.21,3.42,1.6,3.27,2.89,1.81,2.43,1.12,1.83,2.02,2.26,2.24,1.79,7.77,1.31,1.05,2.36,3.78,3.73,1.14,2.38,1.14,1.79,1.88,2.47,2.69,2.08,1.72,2.17,1.75,0.7,2,2.43,1.79,0.98,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.62,0.17,2.29,0.52,1.18,0.51,2.56,1.21,2.28,0.79,0.7,1.13,2.3,1.35,1.64,1.89,1.33,0.76,1.06,1.73,1.76,5.76,1.26,2.29,1.18,2.31,1.88,2.24,2.73,1.87,3.41,1.12,0.26,3.45,1.88,1.98,2.2,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.78,2.16,1.95,2.25,2.6,1.46,4.78,1.22,1.53,3.05,2.39,1.22,3.61,1.88,2.48,2.1,2.84,2.22,0.82,2.1,3.6,1.52,0.73,0.6,0.93,0.37,4.39,3.26,2.51,2.4,1.59,2.38,2.55,0.35,0.68,2.99,1.92,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.08,1.5,2.67,1.63,1.23,1.15,2.03,1.26,1.7,3.56,2.43,0.93,0.74,2.21,2.77,2.02,1.83,1.96,2.34,3.01,1.57,2.1,1.52,0.44,1.39,1.13,1.49,2.37,1.7,2.82,2.28,1.73,3.26,3.24,1.66,1.48,1.2,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,1.27,2.16,1.34,1.92,2.09,1.17,1,1.52,0.8,1.87,2.85,1.72,3.25,3.76,3.32,2.35,0.54,5.63,3.21,2.24,0.97,2.07,3.56,1.63,1.14,1.29,2.12,1.81,1.42,0.5,1.82,1.96,3.05,1.84,0.91,0.33,0.46,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
