"WREXHAM TY MAWR RESERVOIR",,,,,,,,,,,,
Grid ref,SJ275479,Long,-3.082332,Lat,53.023460,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.24,,
February,,,,,,,,,,2.21,,
March,,,,,,,,,,3.22,,
April,,,,,,,,,,3.34,,
May,,,,,,,,,,1.34,,
June,,,,,,,,,,4.67,,
July,,,,,,,,,,3.46,,
August,,,,,,,,,,2.55,,
September,,,,,,,,,,4.19,,
October,,,,,,,,,,4.83,,
November,,,,,,,,,,1.06,,
December,,,,,,,,,,6.20,,
Total,,,,,,,,,,39.31,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.31,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
