ACHNASHELLACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH040491,Long,-5.2718139,Lat,57.48961,Elevation,225,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,17.72,7.33,8.37,12.42,14.86,13.94,2.85,12.49,11.86,16.97,9.94,10.73,10.44,5,11.75,13.33,5.8,0.94,2.5,7.57,6.06,15.52,7.74,9.18,5.89,9.41,16.47,8.53,9.25,8.67,8.64,7.38,,,,,,
February,,,,3.96,6.87,8.02,5.7,3.2,9.2,1.4,1.48,7.79,0.9,7.71,6.32,14.76,3,8.07,7.83,12.36,4.17,6.05,3.7,12.91,5.6,9.74,8.9,0.54,7.66,12.19,7.43,5.55,7.44,7.68,5.21,,,,,,
March,,,,1.57,1.78,7,13,6.96,4.16,3.2,5.04,0.49,4.05,3.22,5.05,5.59,3.88,2.01,16.58,8.29,5.97,2.63,2.07,6.22,5.84,8.61,4.19,1.61,8.53,6.52,6.18,4.88,5.06,3.63,5.11,,,,,,
April,,,,4.16,5.18,6.9,4.66,12.81,3.46,5.1,3.13,4.49,7.65,10.42,6.82,3.83,3.31,1.87,3.23,6.79,5.39,5,1.89,10.42,4.29,4.25,7.5,12.05,8.05,11.73,11.15,7.96,4.13,5.79,4.1,,,,,,
May,,,,7.33,4.18,6.64,3.1,3.98,1.89,3.52,5.08,5.94,2.57,1.46,7.07,2.23,1.8,2.96,3.8,2.4,2.72,1.73,2.57,4.46,6.57,5.19,1.67,1.94,2.92,3.63,2.06,0.83,3.68,4.84,4.61,,,,,,
June,,,,6.54,6.93,3.25,4.58,6.49,6.01,5.29,5.54,6.09,1.92,4.3,3.65,2.72,1.63,4.1,8.44,2.53,2.85,2.71,3.89,5.42,8.72,6.14,7.44,3.72,5.64,2.38,8.02,3.12,5.28,1.43,5.7,,,,,,
July,,,,5.86,5.53,3.15,3.46,5.09,8.19,4.67,3.64,6.48,6.87,5.29,5.92,7.22,5.19,3.81,6.42,7.24,8.15,5.85,6.45,4.82,2.22,3.82,9.51,4.74,5.61,5.08,5.13,7.31,5.71,7.97,5.21,,,,,,
August,,,,8.4,6.78,3.37,6.05,5.71,4.67,8.83,9.79,1.53,6.02,6.57,8.35,5.36,5.05,3.38,5.09,3.96,7.49,10,7.94,7.28,6.42,4.08,5.71,0.07,6.08,8.24,6.91,7.02,8.16,6.67,4.31,,,,,,
September,,,3.94,8.47,8.41,6.08,8.93,8.03,6.12,9.23,3.94,1.57,12.9,1.07,7.05,11.64,5.04,6.62,5.57,1.93,7.52,3.74,9.71,6.93,6.06,8.36,9.17,10.08,11.93,6.69,15.87,6.43,9.34,8.05,11.65,,,,,,
October,,,3.39,13.65,5.93,7.34,9.04,9.69,10.07,16.02,10.65,7.54,7.64,7.93,13.72,15.1,12.41,4.32,15.47,2.45,6.98,7.97,13.5,12.14,10.42,5.28,1.24,5.47,11.22,8.18,10.03,4.7,9.88,6.57,13.39,,,,,,
November,,,7.86,9.85,6.32,3.21,6.91,8.42,10.69,8.9,9.91,5.87,10.96,4.89,4.67,3.42,4.51,2.67,14.63,11.47,13.23,8.5,4.43,9.07,7.38,1.75,5.53,15.28,10.02,8.07,6.18,7.44,7.93,15.01,9.3,,,,,,
December,,,10.4,9.29,14.68,9.98,12.3,0.49,8.56,13.06,6.61,13.98,8.74,1.65,7.8,3.97,16.21,2.17,7.78,3.7,11.29,10.12,11.53,6.81,10.22,6.65,7.87,4.24,7.05,17.07,6.48,14.64,9.39,8.18,15.47,,,,,,
Total,,,,96.8,79.92,73.31,90.15,85.73,86.96,82.07,77.3,73.63,87.19,64.45,87.15,86.28,67.03,53.73,108.17,68.92,76.7,66.8,75.25,92.54,89.26,71.61,77.91,65.63,94.12,106.25,93.97,79.13,84.67,84.46,91.44,,,,,,
