"CHOBHAM (WEST END)",,,,,,,,,,,,
Grid ref,SU949613,Long,-0.638894,Lat,51.342873,,,,,,,
Station no,235,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.15,2.10,0.78,,,,,,,,,
February,7.22,0.93,1.16,,,,,,,,,
March,4.05,3.81,0.47,,,,,,,,,
April,3.15,3.20,,,,,,,,,,
May,2.51,2.04,,,,,,,,,,
June,1.17,1.60,,,,,,,,,,
July,1.49,0.45,,,,,,,,,,
August,4.08,2.75,,,,,,,,,,
September,2.60,3.54,,,,,,,,,,
October,0.71,2.78,,,,,,,,,,
November,7.21,2.87,,,,,,,,,,
December,1.90,2.53,,,,,,,,,,
Total,40.24,28.60,,,,,,,,,,
Calc annual,40.24,28.60,2.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
