BLANDFORD (LETTON),,,,,,,,,,,,
Grid ref,ST900079,Long,-2.143482,Lat,50.870513,,,,,,,
Station no,1620/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.48,2.35,0.82,,,,,,,,,
February,6.08,0.46,1.55,,,,,,,,,
March,3.90,3.69,0.70,,,,,,,,,
April,2.81,1.67,2.14,,,,,,,,,
May,2.95,2.85,2.40,,,,,,,,,
June,0.50,0.88,2.62,,,,,,,,,
July,1.57,0.78,3.39,,,,,,,,,
August,4.52,3.40,1.80,,,,,,,,,
September,4.41,4.49,3.99,,,,,,,,,
October,1.21,5.09,3.61,,,,,,,,,
November,10.52,3.39,2.57,,,,,,,,,
December,2.33,2.83,0.86,,,,,,,,,
Total,44.28,31.88,26.45,,,,,,,,,
Calc annual,44.28,31.88,26.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
