"OBAN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5413,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.14,9.18,4.77,7.72,5.82,5.40,7.72,8.91,10.78,2.66,8.79,
February,8.23,2.45,6.62,5.19,1.29,4.39,4.91,3.62,5.20,2.20,0.48,
March,5.21,7.16,2.45,2.24,0.55,2.39,4.98,3.86,3.52,1.62,3.84,
April,2.33,2.33,3.13,3.47,3.10,4.78,3.18,4.95,2.95,2.74,1.96,
May,5.44,4.86,7.05,2.91,3.69,7.05,2.79,2.74,0.94,4.44,2.73,
June,3.00,0.99,4.16,3.37,5.35,1.77,3.08,4.73,5.17,3.99,3.26,
July,3.38,4.18,4.33,4.60,6.20,2.98,3.73,3.83,4.77,4.98,2.86,
August,3.66,3.81,3.57,5.20,5.43,3.47,5.05,5.29,5.37,5.89,8.06,
September,3.50,3.73,2.53,8.27,7.44,4.25,6.05,5.46,5.11,3.48,3.40,
October,3.57,6.68,3.76,10.20,4.44,4.27,7.01,7.26,8.69,8.95,8.12,
November,7.96,2.80,4.99,6.08,5.49,2.03,6.95,5.42,9.56,7.04,6.30,
December,4.70,8.06,5.52,6.41,9.22,3.98,4.12,0.26,6.78,12.05,6.49,
Total,59.12,56.23,52.88,65.66,58.02,46.76,59.57,56.33,68.84,60.04,56.29,
Calc annual,59.12,56.23,52.88,65.66,58.02,46.76,59.57,56.33,68.84,60.04,56.29,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
