BUXTED-STRAWBERRY-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ4763824091,Long,0.102556,Lat,50.99728,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.6,2.38,0.95,1.74,4.4,2.5,1.18,1.73,0.7,3.6,3.81,1.02,1.42,2.41,4.41,1.43,4.86,1.42,1.96,1.09,3.34,1.49,2.56,5.19,1.43,3.77,1.8,1.36,2.96,5.83,4.16,2.96,4.11,1.61,2.4,4.18,4.33,2.43,4.82,1.15,3.79,2.67,3.04,2.28,2.83,0.96,4.58,6.42,3.7,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.16,0,1.47,3.83,2.06,0.33,0.31,2.87,1.29,2.72,5.39,1.6,1.67,1.59,3.04,0.88,2.74,1.56,1.37,0.69,5.08,1.98,2.6,1.14,4.87,5.05,4.97,1.22,1.09,2.09,0.82,0.88,2.98,4.61,0.94,4.17,2.7,4.71,1.57,0.92,1.16,2.19,0.37,2.7,0.17,4.84,2.13,4.81,0.84,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.38,1.39,1.01,0.61,1.54,2.05,2.94,4.25,1.34,0.87,1.01,2.35,1.49,2.88,0.93,4.25,1.9,1.06,3.03,4.57,1.95,2.38,5.12,3.08,5.98,0.86,4.28,1.77,1.37,4.45,2.1,1.97,2.35,2.38,1.89,0.77,0.45,4.52,1.79,0.07,1.41,0.65,1.67,2.69,3.08,0.54,1.49,4.19,0.57,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.46,0.46,1.35,0,2.1,2.06,0.83,2.48,0.96,2.4,1.05,2.47,1.01,2.25,1.01,2.24,1.41,3.29,2.41,1.72,2.08,2.1,0.11,4,1.89,1.83,1.52,2.21,3.4,3.46,3.12,1.17,3.98,3.05,3.26,3.09,4.59,2.42,2.47,0.85,1.96,3.49,2.05,1.02,3.1,3.37,2.16,2.8,0.54,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.27,2.58,1,0.57,1.23,0.14,0.45,1.68,3.23,1.45,0.87,1.42,2.39,2.31,2.67,0.98,2.73,1.94,1.54,1.32,2.79,0.86,1.48,1.53,0.99,4.26,2.14,1.6,2.23,0.35,1.68,1.65,1.07,3.94,5.35,3.07,2.57,1.06,1.3,2.05,2.21,2.49,3.04,1.46,0.55,1.86,0.34,2.54,2.3,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.73,1.56,2.1,1.33,1.7,0.36,2.8,2.12,1.43,0.92,3.2,0.86,3.86,3.12,1.8,4.46,2.41,1.98,1.48,2.87,2.53,2.7,3.02,0.68,0.9,0.85,2.46,1.81,1.35,0.69,1.16,0.07,1.16,0.38,2.53,0.2,3.28,5.02,2.98,1.72,1.13,1.98,1.19,2.18,1.51,2.56,3.19,1.89,0.65,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.64,3.46,2.36,3.08,4.45,3.15,1.29,0.71,0.4,1.39,0.86,2.05,1.34,3.29,1.24,1.04,0.76,1.58,3.88,3.73,2.31,0.44,1.36,3.11,1.51,4.61,1.24,2.44,5.02,1.69,4.5,0.52,2.78,3.24,4.62,4.43,2.19,3.38,1.66,1.47,2.81,3.11,3.07,2.39,1.76,0.74,3.5,0.99,2.27,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.33,4.37,3.35,0.57,1.7,2.96,1.65,3.46,1.27,0.54,1.5,1.47,5.28,4.19,1.09,3.28,1.68,1.73,5.45,2.49,2.96,1.06,7.69,1.68,1.96,1.94,2.23,6.23,1.64,3.96,1.28,1.37,3.18,2.31,3.44,2.18,1.5,5.36,2.15,3.01,4.52,2.66,0.62,1.43,2.38,4.5,0.55,2.47,2.04,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.31,1.05,1.72,3.8,2.94,0.73,8.04,3.03,0.68,2.66,1.03,1.17,0.5,2.39,2.01,2.54,1.62,0.83,1.69,3.54,0.36,1.46,3.02,3.19,1.33,3.58,1.98,1.81,5.96,1.47,2.61,0.76,2.41,2.44,4.51,2.77,1.04,4.84,0.54,1.29,3.31,2.63,3.67,3.93,1.72,6.18,2.87,1.6,2.55,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.45,6.91,5.47,5.21,4.06,3.39,5.13,0.31,3.29,2.02,2.42,2.36,2.14,7.45,2.48,1.94,5,5.52,1.65,7.29,3.02,7.08,4.65,5.2,2.75,2.63,5.48,5.01,2.45,0.82,1.54,1.78,1.4,6.98,4.75,4.32,1.68,2.27,7.51,4.84,2.11,0.57,6.93,2.68,2.48,4.2,1.46,3.32,4.1,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,3.09,3.21,2.82,2.07,5.66,5.3,1.5,1.15,3.39,4,4.13,0.65,2.67,2.05,1.33,5.91,7.38,2.67,1.21,1.98,5.46,6.83,2.57,4.99,4,4.23,5.74,2.19,2.61,2.88,2.51,1.87,2.18,2.5,3.67,4.02,8.08,3.64,4.42,8.86,6.05,4.91,1.32,1.14,3.93,8.06,5.01,1.67,3.64,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,0.63,4.29,2.03,2.88,1.98,3.82,4.26,3.7,2.32,1.91,3.96,4.94,2.3,3.11,3.31,0.69,2.06,3.43,3.57,5.2,4.05,7.51,4.23,1.65,10,8.79,3.99,3.23,2.89,5.59,3.23,2.48,3.67,3.92,5.8,4.83,0.66,4.85,3.6,6.59,3.05,0.79,0.78,0.8,8.47,4.45,3.06,4.11,3.98,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
