AINSTABLE HEATHER GLEN,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3614,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.77,3.37,3.77,3.84,5.40,1.15,5.20,
February,,,,,0.87,6.10,4.10,1.30,3.32,0.71,0.23,
March,,,,,1.12,1.82,1.27,2.74,3.92,0.43,2.30,
April,,,,,1.81,3.33,1.98,3.10,0.82,1.90,2.11,
May,,,,,4.03,3.33,2.83,3.48,1.89,1.38,1.48,
June,,,,,2.12,0.41,4.12,3.37,3.90,1.82,2.40,
July,,,,,3.90,2.32,3.55,5.28,3.82,3.70,5.65,
August,,,,,3.91,2.76,3.36,6.01,7.23,3.83,7.75,
September,,,,,4.26,3.86,5.13,8.49,1.46,1.33,2.95,
October,,,,,3.24,3.66,3.01,2.84,4.61,4.80,3.57,
November,,,,,2.08,2.90,4.51,2.88,4.51,5.56,3.72,
December,,,,,4.81,3.52,0.85,1.03,2.24,6.22,3.12,
Total,,,,,34.92,37.38,38.48,44.36,43.12,32.83,40.48,
Calc annual,0.00,0.00,0.00,0.00,34.92,37.38,38.48,44.36,43.12,32.83,40.48,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
