BASINGSTOKE (CHEQUERS ROAD),,,,,,,,,,,,
Grid ref,SU640520,Long,-1.084119,Lat,51.263574,,,,,,,
Station no,754/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.49,2.37,0.86,1.45,,,,,,,,
February,6.06,0.79,1.66,3.07,,,,,,,,
March,4.81,2.03,0.50,2.71,,,,,,,,
April,3.59,1.71,3.03,0.31,,,,,,,,
May,3.42,3.31,2.14,2.00,,,,,,,,
June,0.75,1.46,1.62,3.07,,,,,,,,
July,1.95,1.08,3.39,2.25,,,,,,,,
August,4.90,3.14,1.68,2.98,,,,,,,,
September,3.48,3.78,1.87,2.78,,,,,,,,
October,0.66,4.36,4.09,2.69,,,,,,,,
November,7.87,3.85,1.20,6.09,,,,,,,,
December,2.62,2.56,0.66,3.26,,,,,,,,
Total,43.60,30.44,22.70,32.66,,,,,,,,
Calc annual,43.60,30.44,22.70,32.66,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
