HEREFORD (BROOMY HILL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO497395,Long,-2.7342817,Lat,52.05174,Elevation,216,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,0.86,1.18,2.94,3.85,2.6,5.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,2.83,2.23,1.05,4,,,,,,,,,,,,,,2.66,2.35,3.11,1.02,3.31,2.41,,,,,
February,,,,,1.19,2.67,2.8,2.33,1.4,3.4,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.76,4.1,0.76,1.43,,,,,,,,,,,,,,0.85,0.19,2.59,5.53,0.28,4.12,,,,,
March,,,,,2.28,0.51,3.69,4.31,1.44,1.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,3.84,1.12,3.51,1.06,,,,,,,,,,,,,,3.04,1.53,2.35,1.17,1.21,,,,,,
April,,,,,1.13,0.88,2.41,2.64,1.71,1.1,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2,0.79,3.02,1.07,,,,,,,,,,,,,,3.95,0.63,1.82,2.27,1.86,,,,,,
May,,,,,1.03,3.17,0.74,2.77,1.86,4.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,4.38,2.02,0.5,2.37,,,,,,,,,,,,,,2.55,1.08,0.58,1.38,5.48,,,,,,
June,,,,,0.84,2.06,4.09,2.7,0.46,0.9,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.48,0.8,3.37,2.71,,,,,,,,,,,,,,2.69,0.16,0.57,0.35,2.23,,,,,,
July,,,,,0.33,2.48,0.9,1.41,1.2,0.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.95,2.44,2.91,0.91,0.48,,,,,,,,,,,,,,4.17,0.91,3.67,2.97,4.5,,,,,,
August,,,,,0.59,4.03,4.48,1.26,5.2,1.86,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.85,4.18,1.7,4.36,1.17,,,,,,,,,,,,,,1.03,2.67,2.35,1.26,2.53,,,,,,
September,,,,,3.33,0.04,7.54,2.14,3.53,5.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.31,2.59,2.07,1.17,0.93,,,,,,,,,,,,,,2.06,1.13,1.46,1.66,5.94,,,,,,
October,,,,,2.01,4.16,2.61,2.92,1.75,1.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,3.32,5.51,0.57,1.53,,,,,,,,,,,,,,,3.19,1.28,0.32,4.78,3.84,,,,,,
November,,,,,3.1,3.21,0.96,1.06,1.15,2.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,2.45,1.37,1.49,3.02,,,,,,,,,,,,,,,0.87,1.84,0.97,1.31,2.94,,,,,,
December,,,,,1.49,1.69,2.17,1.09,6.35,3.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,1.1,1.67,2.35,0.72,,,,,,,,,,,,,,,2.54,1.34,3.65,1.7,3.49,,,,,,
Total,,,,,18.18,26.08,35.33,28.48,28.65,32.76,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66,35.05,22.15,23.92,,,,,,,,,,,,,,,29.6,15.11,23.44,25.4,37.61,,,,,,
