ULVERSTON PENGWERNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD283777,Long,-3.1003262,Lat,54.190033,Elevation,124,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,5.8,5.67,3.93,5.18,5.92,12.72,3.26,6.72,5.88,5.99,3.51,6.07,2.84,5.43,4.05,5.83,5.2,3.97,1.89,5.78,8.08,5.11,4.58,7.14,4.39,9.89,3.99,2.59,6.49,4.58,3.47,4.88,3.37,5.32,,,,
February,,,,6.96,1.23,5.32,7.9,4.21,5.43,1.83,0.48,4.97,0.03,5.02,0.48,6.08,2.66,7.58,1.76,4.29,1.81,4.15,2.53,3,2.56,5.29,4.45,0.84,3.58,2.92,5.59,5.35,1.85,2,4.73,3.23,0.88,,,,
March,,,,1.87,3.54,2.14,2.03,3.87,4.57,1.15,3.08,0.58,4.4,3.91,3.47,1.6,3.04,2.13,2.05,2.7,5.47,3.85,3.58,1.58,0.69,3.34,1.96,7.59,2.79,3.36,3.82,5.71,3.85,0.79,3.61,2.45,1.95,,,,
April,,,,4.74,3.34,3.3,1.98,3.08,2.58,2.48,2.82,2.68,4.35,2.63,3.67,4.48,0.82,3.56,0.69,2.63,3.39,1.84,2.31,3.06,3.82,2.4,1.66,4.57,2.46,4.4,3.57,1.87,3.65,3.76,1.45,3.56,1.6,,,,
May,,,,3.43,5.32,7.97,2.62,2.65,1.22,2.57,1.93,2.84,6.58,3.92,4.21,1.11,1.32,1.89,4.47,0.8,1.49,4,4.07,5.16,3.66,3.74,1.6,5.1,2.18,4.14,1.71,2.37,3.2,3.27,3.22,4.07,,,,,
June,,,,1.42,3.22,1,3.29,3.79,6.17,2.72,1.63,7.59,1.66,2.15,2.8,5.55,4.25,2.86,5.04,3.61,0.82,0.6,1.45,3.51,3.95,4.19,4.17,3.57,7.87,0.67,2.92,0.99,3.99,2.01,5.18,3.77,,,,,
July,,,,5.05,5.98,3,4.59,4.36,5.7,5.17,4.17,6.02,5.81,4.47,2.02,1.61,4.54,3.34,6.76,7.67,4.7,1.64,4.81,4.7,3.17,4.36,5.22,3.91,2.48,4.84,5.24,3.55,2.32,6.54,6.61,2.8,,,,,
August,,,,8.46,5.38,5.51,4.93,6.39,6.73,5.95,9.05,3.95,2.11,3.85,6.39,4.17,4.23,2.4,2.87,2.63,2.3,5.07,5.67,10,4.94,1.02,5.68,0.21,5.45,3.41,8.05,5.79,5.88,6.46,7.4,3.03,,,,,
September,,,,7.44,5.91,4.37,5.93,9.71,4.18,2.39,2.68,1.81,5.99,0.85,5.73,9.92,5.75,5.01,2.91,3.12,5.22,2.01,4.87,7.09,7.89,4.97,8.11,4.35,6.49,1.79,11.14,5.58,4.46,6.21,8.81,4.71,,,,,
October,,,,9.93,5.02,6.95,4.86,4.81,8.57,6.91,8.07,4.05,8.49,4.66,6.52,7.28,4.06,3.05,10.84,2.25,5.71,7.37,6.52,5.75,6,6.15,1.28,1.09,4.88,7.08,4.61,1.2,4.48,3.43,11.87,3.63,,,,,
November,,,,7.19,3.51,2.84,8.23,6.11,9.51,11.08,6.48,10.19,3.67,3.33,2.3,5.57,5.97,2.16,7.23,6.72,6.08,3,1.2,4.59,9.01,0.45,10.06,6.74,4.85,6.41,5.22,8.86,2.97,8.31,11.68,2.87,,,,,
December,,,,6.63,7.67,4.01,2.05,1.62,4.44,6.96,5.39,5.13,5.71,1.81,7.39,4.53,6.26,4.72,5.58,2.98,6.69,2.95,6.27,2.56,4.95,3.3,7.5,3.34,4.15,8.28,3.47,10.46,7.05,4.15,8.07,8.05,,,,,
Total,,,,68.92,55.79,50.34,53.59,56.52,71.82,52.47,52.5,55.69,54.79,40.11,51.05,54.74,48.33,42.75,56.03,44.6,47.65,38.37,49.06,59.08,55.75,43.79,58.83,45.7,57.07,51.29,57.93,58.22,48.28,50.4,77.51,45.54,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR and elevation verified to CEDA Archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
