GREAT-LEIGHS-LYONS-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL737155,Long,0.518329,Lat,51.811144,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,2.21,0.68,1.83,2.13,0.61,0.53,1.67,2.14,0.94,3.07,0.88,0.65,0.75,1.25,1.05,2.28,2.83,1.13,2.85,1.24,1.28,2.51,2.57,2.58,1.91,2.91,,,,,,,,
February,,,,,,,,2.34,0.87,1.52,2.48,1.05,0.96,0.69,2.39,0.74,2.13,0.72,1.34,0.79,2.3,0.85,1.38,0.66,1.89,2.6,3.44,0.56,0.71,2.6,0.32,0.17,1.81,,,,,,,,
March,,,,,,,,3.45,1.64,0.86,0.92,2.38,1.46,1.9,1.52,2.63,1.61,0.71,2.13,2.15,0.78,2.05,2.74,1.55,4.11,1.23,3.86,1.41,1.09,2.37,1.29,1.01,1.43,,,,,,,,
April,,,,,,,,1.46,1.37,2.14,0.43,1.73,0.56,1.67,0.75,1.98,0.83,3.17,2.98,1.66,1.51,0.99,0.13,1.97,0.82,0.68,1.09,1.79,2.88,4.19,3.68,1.42,2.56,,,,,,,,
May,,,,,,,,1.27,2.67,1.49,0.86,0.81,2.36,2.53,1.72,0.91,1.58,2.29,1.47,1.11,2.78,0.83,1.39,1.55,1.41,2.11,1.72,2.56,1.67,0.56,1.79,0.84,0.8,,,,,,,,
June,,,,,,,,2.36,2.24,1.25,2.09,1.31,3.44,5.22,0.63,2.92,1.81,2.08,0.71,3.86,1.93,2.29,2.52,1.62,1.75,1.37,1.78,1.18,0.73,1.27,0.95,0.15,1.58,,,,,,,,
July,,,,,,,,1.58,1.11,2.7,0.87,4.13,1.02,4.59,2.39,1.35,1.36,1.9,2.84,3.01,1.63,0.28,2.25,1.66,2.3,3.75,1.11,3.06,4.35,1.87,3.59,0.2,3.62,,,,,,,,
August,,,,,,,,3.13,1.11,0.61,2.18,1.4,3.18,3.69,3.11,2.77,0.71,1.7,2.51,2.38,2.05,0.69,5.81,0.58,0.72,2.95,4.06,4.14,1.12,2.37,2.14,1.06,1.93,,,,,,,,
September,,,,,,,,2.73,0.26,2.27,0.37,1.2,0.62,2.28,1.2,1.85,1.4,0.48,0.98,2.53,0.85,1.22,2.43,0.75,0.85,1.95,1.2,0.94,3.6,1.26,3.81,2.09,2.56,,,,,,,,
October,,,,,,,,0.66,2.09,1.57,0.95,2.76,1.34,4.8,1.1,0.99,4.13,3.06,1.45,4.07,1.27,2.58,1.87,3.88,1.34,1.7,3.08,3.41,1.8,0.97,0.7,1.72,0.94,,,,,,,,
November,,,,,,,,1.14,2.02,2.8,1.55,0.84,1.45,1.93,0.99,2.19,4.15,2.04,0.92,0.97,3.14,3.37,1.72,2.64,2.68,2.67,4.28,1.74,1.94,1.77,0.44,1.78,1.28,,,,,,,,
December,,,,,,,,2.16,2,1.04,2.4,3.35,1.2,1.3,1.54,0.58,2.04,2.43,1.93,3.2,3.31,3.95,2.49,0.66,5.8,4.49,2.88,1.08,2.21,3.12,2.25,1.3,2.22,,,,,,,,
Total,,,,,,,,24.49,18.06,20.08,17.23,21.57,18.12,32.27,19.48,19.85,24.82,21.46,19.91,26.48,22.8,20.15,27.01,20.35,24.8,28.35,29.74,23.15,24.61,24.92,23.54,13.65,23.64,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905 Mar IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
