"WENDOVER, MAYORTORNE MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1017/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.10,1.61,3.05,2.15,3.78,,4.24,1.08,,
February,,,2.37,3.80,0.59,3.83,1.94,,1.85,1.06,,
March,,,2.43,2.26,1.44,0.73,0.30,,2.80,0.13,,
April,,,3.67,2.44,3.37,2.06,3.13,,0.88,0.83,,
May,,,1.01,2.23,6.59,2.82,3.09,,1.68,1.52,,
June,,,1.35,0.34,2.64,0.02,3.17,,2.36,0.92,,
July,,,4.67,2.54,3.65,6.30,2.65,,3.06,1.84,,
August,,,4.25,3.08,2.84,3.10,1.32,,2.08,0.85,,
September,,,2.09,2.06,3.97,3.32,2.15,,1.08,0.13,,
October,,,0.89,5.12,4.57,3.62,2.03,,4.96,4.57,,
November,,,1.20,1.75,3.01,1.83,4.35,,3.07,6.61,,
December,,,2.86,3.77,4.29,1.93,0.58,,2.48,6.50,,
Total,,,29.89,31.00,40.01,31.71,28.49,,30.54,26.04,,
Calc annual,0.00,0.00,29.89,31.00,40.01,31.71,28.49,0.00,30.54,26.04,0.00,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,NaN,-0.00,-0.00,NaN,
