SANDERSTEAD,,,,,,,,,,,,
Grid ref,TQ335617,Long,-0.084843,Lat,51.338722,,,,,,,
Station no,96/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.64,2.57,1.26,1.48,3.39,4.47,1.85,2.77,3.30,2.73,,
February,7.47,0.99,1.66,2.57,1.94,0.40,3.79,2.37,0.08,2.43,,
March,3.64,3.02,0.41,2.56,1.31,0.98,1.14,1.55,2.34,1.91,,
April,2.74,1.37,2.61,0.34,0.29,1.30,0.21,1.43,2.66,0.69,,
May,2.40,1.36,1.95,2.99,4.31,0.34,1.56,2.36,1.06,1.72,,
June,1.03,1.89,1.86,3.39,2.40,3.04,0.95,4.74,0.96,1.18,,
July,2.32,0.83,3.92,2.79,0.22,6.49,4.10,2.72,1.01,3.07,,
August,3.63,3.30,1.57,3.53,1.21,3.12,2.95,3.07,1.52,3.12,,
September,2.89,3.06,3.09,2.16,2.15,2.86,2.79,5.81,0.23,3.41,,
October,1.11,3.21,4.56,2.22,3.80,1.38,1.94,3.08,2.71,6.64,,
November,6.73,3.66,1.66,5.82,1.02,0.72,3.28,1.75,3.37,5.26,,
December,3.01,2.50,0.81,2.18,2.50,3.97,2.57,3.29,6.06,3.29,,
Total,40.61,27.76,25.36,32.03,24.54,29.07,27.13,34.94,25.30,35.45,,
Calc annual,40.61,27.76,25.36,32.03,24.54,29.07,27.13,34.94,25.30,35.45,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
