"MERSEY ISLAND, WALDEGRAVES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6677,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.94,,,1.26,,,,,,,,
February,0.43,,,3.37,,,,,,,,
March,0.77,,,1.62,,,,,,,,
April,3.45,,,0.83,,,,,,,,
May,0.81,,,1.13,,,,,,,,
June,0.98,,,0.64,,,,,,,,
July,3.15,,,1.15,,,,,,,,
August,1.50,,,1.58,,,,,,,,
September,4.47,,,1.07,,,,,,,,
October,0.83,,,4.08,,,,,,,,
November,0.75,,,3.17,,,,,,,,
December,2.42,,,1.60,,,,,,,,
Total,21.50,,,21.50,,,,,,,,
Calc annual,21.50,0.00,0.00,21.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
