EDINBURGH STREATHAM HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT248713,Long,-3.205113,Lat,55.928866,Elevation,255,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,2.9,1.2,0.8,0.75,,2.95,4.4,1.5,2.3,0.24,1.5,0.7,1.6,0.5,1,0.7,0.5,2,0.8,1.1,0.9,2.8,,,,,,0.9,4.3,0.8,3.2,3.1,2,1,,,,,,,,
February,,,,,,,,,1.3,1.3,1.7,4,,1.5,1.7,2.2,1.5,1.29,1.9,1.3,1,0.2,1.5,2.6,5.1,0.7,0.7,1,1.2,1.5,,,,,,1.4,1.2,1.3,1.1,1.3,3.5,2.6,,,,,,,,
March,,,,,,,,,0.9,2.3,1.7,1.9,,1.2,1.8,1.7,2.2,1.45,3,0.9,1.7,3.2,1.4,0.9,1.9,3.1,1.8,3.2,1.4,2.2,,,,,,3,2.4,2.2,3.7,5.8,2,1.4,,,,,,,,
April,,,,,,,,,1.25,2.5,2.7,1.2,,1.7,1,2.2,1.5,0.98,1.8,3,0.9,0.3,1.3,1.6,1.8,1.4,0.9,1.3,2,2.6,,,,,,1.5,1.1,1.4,1.7,2.5,4,1.3,,,,,,,,
May,,,,,,,,,2.68,1.65,0.8,1.9,,0.9,2.6,2.5,4.5,2.03,0.8,1.6,1.8,2.1,3,1.5,3,1.1,0.5,1.5,2.1,4.4,,,,,,1.1,5.4,3.1,2.2,1.7,1.8,1.1,,,,,,,,
June,,,,,,,,,2,5,1.8,1.6,,1.8,0.6,0.5,1.9,0.37,2.9,1.4,3,0.7,3.2,2.4,2.6,2.4,4.1,4.4,1.6,0.9,,,,,,1.1,1.8,2.9,1.2,2,0.9,2.8,,,,,,,,
July,,,,,,,,,0.65,6.1,3.6,2.9,,4.5,4.8,0.8,2.7,1.81,5.3,4.1,2.4,3.7,1.1,2.8,2.9,4.1,4.8,1.6,1.2,4.5,,,,,,1.8,2,3,4.2,3.8,4.3,1.1,,,,,,,,
August,,,,,,,,,4.8,2.6,0.6,6.1,,3.1,0.5,2.5,0.8,1.95,1.9,5.4,3.8,5.4,5.1,3.4,4.3,5.5,2,3.2,2.7,0.4,,,,,,2.9,5.9,4.5,1.1,2.3,5.1,1.2,,,,,,,,
September,,,,,,,,,1.85,1.5,3.2,3.8,,2.5,2.6,2.7,2.5,4.4,0.4,0.9,2.1,4,1.2,1.5,0.3,0.8,4.7,1.7,2.6,3.2,,,,,,1.5,0.7,1.3,3.1,2.8,0.8,1.5,,,,,,,,
October,,,,,,,,,2.6,1.25,3.6,1.9,,2.1,1.3,1.7,4.6,1.76,1.2,3.5,2.7,2.2,4,2.6,3,3.4,4.8,1.3,4.1,2.1,,,,,,2.2,5.9,9.1,1.4,5.2,2.5,4.1,,,,,,,,
November,,,,,,,,,3.8,2,3.8,3.1,,2.7,1.5,1.3,1.9,3.54,4.5,0.5,5,1.5,1.2,1.5,1.2,2.6,0.9,2.3,4.7,3.4,,,,,,4,3.8,1.3,1.7,0.5,2.8,5.4,,,,,,,,
December,,,,,,,,,2.2,2,1.8,1.9,,1.35,3.6,1.4,2.2,1.31,1.1,1.8,0.9,5.3,1.1,2.5,2.4,2.2,3.3,3,2.2,2.5,,,,,,1.6,1.8,4.4,0.5,1.7,1.5,2.5,,,,,,,,
Total,,,,,,,,41.88,26.93,29.4,26.1,31.05,32.85,26.3,26.4,21,28.6,21.13,26.3,25.1,26.9,29.1,25.1,24,29,29.3,29.3,25.6,26.7,30.5,,,,,,23,36.3,35.3,25.1,32.7,31.2,26,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only 1878 has an elevation - 55'; Streatham House clearly marked on map and at ~255',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
