WEYBRIDGE-SHEPPERTON-LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ074659,Long,-0.45810787,Lat,51.381998,Elevation,41,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.47,0.78,4.01,0.8,1.02,3.07,3.79,2.11,2.32,2.46,1.38,2.38,1.5,2.74,1.63,3.13,1.17,3.4,1.09,1.73,1.56,1.36,0.78,3.8,3.93,2.28,4.07,2.11,2.29,2.85,4.62,1.61,1.71,1.59,1.6,3.63,1.22,0.8,3.3,1.96,0.99,1.1,2.87,3.82,1.71,2.27,2.12,2.12
February,,,,1.06,2.96,3.75,3.56,0.88,0.92,2.05,0.36,0.41,2.1,2.88,0.51,3.27,2.14,3.67,1.52,0.38,0.58,1.39,0.15,3.45,0.12,2.64,1.58,3.89,0.42,1,1.55,2.06,0.79,1.22,0.78,1.36,2.38,1.68,1.55,1.05,3.84,5.92,0.82,1.15,2.21,1.41,0.22,2.93,2.33,0.12,1.95
March,,,,2.62,4.41,0.79,4.4,1.78,0.91,3.5,1.34,1.27,1.77,2.08,0.81,0.31,1.15,2.43,1.42,0.03,1.04,0.29,1.29,2.89,2.16,0.3,1.21,2.67,0.29,0.89,3.05,3.36,1.81,0.41,0.14,0.86,1.14,5.23,0.65,1.12,0.89,3.5,3,0.4,2.17,0.99,0.45,1.06,1.24,1.77,1.29
April,,,0.02,2.47,1,1.11,1.05,1.97,3.43,2.51,2.94,0.69,2.69,1.94,3.27,1.91,2.31,1.43,1.48,0.84,1.32,4.23,2.22,0.67,1.81,3.38,1.63,2.62,0.06,2.56,2.29,1.64,1.05,0.72,1.24,1.23,1.99,1.57,1.28,2.04,3.11,2.42,1.58,2.27,0.38,0.23,1.36,0.25,0.99,2.05,0.63
May,,,1.15,1.97,1.04,3.27,1.47,2.48,2.59,0.21,0.7,1.23,0.83,2.21,3.36,1.76,1.38,1.09,2.09,1.34,3.32,2.27,4.02,2.75,0.5,1.36,0.62,2.31,1.72,1.57,1.54,1.55,3.01,2.06,0.97,1.73,3.03,1.57,2.47,2.09,1.48,2.33,2.3,1.47,3.31,3.6,0.18,1.11,2.4,0.7,1.93
June,,,3.6,0.19,1.47,0.65,1.5,2.99,1.09,1.15,1.39,0.18,0.85,0.13,2.6,0,2.88,2.65,2.13,0.8,0.59,1.25,0.89,1.84,1.2,3.06,3.26,1.98,0.62,1.47,0.64,2.17,1.54,1.38,2.64,2.05,2.68,2.83,3.39,0.51,1.56,1.07,1.81,1.51,4.33,2.65,1.99,0.88,4.25,1.12,2.15
July,,,1.39,1.26,2.82,3.56,0.82,5.47,4.64,2.55,4.99,0.16,3.01,1.79,3.14,4.11,1.33,2.79,2.19,1.15,1.88,3.24,2.59,1.62,3.26,1.99,3.07,0.64,1.07,2.51,2.5,3.83,1.97,2.03,2.23,4.41,2.07,3.39,0.95,1.56,3.54,1.78,0.55,3.58,2.35,0.22,4.82,3.18,1.78,2.69,2.94
August,,,5.41,1.09,1.54,2.36,3.14,4.03,0.99,2.25,1.65,0.79,2.72,1.48,2.66,3.11,0.51,2.74,2.34,1.94,2.73,4.01,0.86,0.52,1.9,2.58,0.76,1.62,2.04,2.01,0.08,5.25,2.32,1.39,2.19,1.76,4.04,0.3,3.47,1.68,2.45,3.4,3.41,1.77,3.17,1.13,3.84,3.12,3.25,1.7,2.76
September,,,3.13,2.18,0.66,2,1.42,1.86,4.85,1.41,2.15,1.77,1.39,1.14,2.85,2.6,2.38,4.64,0.97,0.12,2.5,1.87,2.07,2.33,1.38,3.55,2.16,1.63,1.28,0.72,1.31,0.32,0.79,1.71,2.07,2.01,2.87,1,1.41,0.54,2.66,2.6,3.57,2,2.14,1.51,2.82,2.75,3.64,0.4,2.24
October,,,2.49,3.3,1.35,2.8,3.99,3.33,1.21,0.64,1.5,0.85,0.77,4.77,3.29,2.87,2.3,1.12,3.09,2.81,0.92,0.63,5.19,1.73,1.58,2.79,1.88,2.47,2.39,4.73,2.46,1.2,3.69,2.2,3.16,2.62,0.97,0.18,2.15,5.41,0.3,0.75,3.57,2.98,1.98,3.06,1.86,1.69,2.3,2.46,6.6
November,,,1.36,2.16,2.82,1.95,4.08,1.03,2.05,1.45,1.15,1.41,1.34,1.44,2.72,1.54,4.68,2.92,1.91,5.41,4.31,2.44,1.19,0.96,1.88,4.97,2.93,1.56,3.09,4.66,6.76,2.46,1.94,1.36,3.51,0.5,4.05,1.23,1.77,2.28,5.03,6.19,2.98,1.15,3.96,1.4,0.58,2.7,1.93,2.41,3.92
December,,,2.85,0.78,6.92,5.72,2.31,1.28,2.1,3.99,2.05,1.11,3.04,2.01,2.97,2.56,0.27,3.83,2.15,5.33,1.98,0.55,0.45,0.48,5.2,2.32,1.95,3.9,2.9,0.78,1.23,1.56,2.72,1.43,1.4,3.26,1.99,2.63,2.78,1.54,1.95,1.75,2.29,0.65,2.3,2.18,3.1,1.85,2.57,3.54,2.34
Total,,,,21.55,27.77,31.97,28.54,28.12,27.85,25.5,22.33,12.19,22.97,23.25,30.56,25.54,24.07,30.94,24.42,21.32,24.57,23.26,22.65,20.8,22.35,29.72,24.85,29.22,18.16,26.97,25.52,27.69,24.48,20.53,21.94,23.5,28.8,23.21,25.5,21.04,27.61,35.01,27.84,19.92,29.4,21.25,25.04,23.23,28.95,21.08,30.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is from 1950s record sheet, probably 100 yards too far east as gauge is described as being on the island, in the River Thames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
