"WEYBRIDGE (SHEPPERTON LOCK)",,,,,,,,,,,,
Grid ref,TQ074659,Long,-0.458108,Lat,51.381998,,,,,,,
Station no,831,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.30,1.96,0.99,1.10,2.87,3.82,1.71,2.27,2.12,2.12,,
February,5.92,0.82,1.15,2.21,1.41,0.22,2.93,2.33,0.12,1.95,,
March,3.50,3.00,0.40,2.17,0.99,0.45,1.06,1.24,1.77,1.29,,
April,2.42,1.58,2.27,0.38,0.23,1.36,0.25,0.99,2.05,0.63,,
May,2.33,2.30,1.47,3.31,3.60,0.18,1.11,2.40,0.70,1.93,,
June,1.07,1.81,1.51,4.33,2.65,1.99,0.88,4.25,1.12,2.15,,
July,1.78,0.55,3.58,2.35,0.22,4.82,3.18,1.78,2.69,2.94,,
August,3.40,3.41,1.77,3.17,1.13,3.84,3.12,3.25,1.70,2.76,,
September,2.60,3.57,2.00,2.14,1.51,2.82,2.75,3.64,0.40,2.24,,
October,0.75,3.57,2.98,1.98,3.06,1.86,1.69,2.30,2.46,6.60,,
November,6.19,2.98,1.15,3.96,1.40,0.58,2.70,1.93,2.41,3.92,,
December,1.75,2.29,0.65,2.30,2.18,3.10,1.85,2.57,3.54,2.34,,
Total,35.01,27.84,19.92,29.40,21.25,25.04,23.23,28.95,21.08,30.87,,
Calc annual,35.01,27.84,19.92,29.40,21.25,25.04,23.23,28.95,21.08,30.87,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
