WHITELEY-VILLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ091624,Long,-0.43397,Lat,51.35039,Elevation,195,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.39,2.06,2.53,1.23,2.32,1.85,2.53,1.63,2.51,1.29,3.43,1.24,2.13,1.38,1.69,0.8,3.77,4.33,2.37,4.1,2.55,2.5,2.74,4.68,1.53,1.51,1.52,1.62,3.58,0.92,0.83,3.09,1.78,0.97,1.16,2.8,3.78,1.43,2.12,2.07,2.11
February,0.36,0.43,1.98,2.94,0.56,3.45,2.21,3.79,1.59,0.43,0.7,1.39,0.19,3.13,0.2,2.38,1.73,4.03,0.46,1.02,1.71,1.92,0.63,1.43,0.74,1.12,2.36,1.29,1.24,0.92,3.79,5.69,0.83,1.18,2.38,1.32,0.28,3.19,1.92,0.09,1.85
March,1.26,1.03,1.63,2.32,0.63,0.35,0.39,2.61,1.78,0.04,1.36,0.26,1.35,2.78,2.05,0.42,1.32,3.01,0.32,0.99,2.83,3.43,1.76,0.41,0.15,1.04,1.12,4.79,0.67,0.95,0.77,3.45,2.44,0.4,2.05,0.92,0.49,1.02,1.19,1.99,1.31
April,3.1,0.66,2.45,2.07,3.09,2.33,2.75,1.21,1.39,0.94,1.31,3.85,2.12,0.69,2.23,3.04,1.6,2.56,0.1,2.74,1.85,1,1.07,1.03,1.09,1.19,1.96,1.72,1.19,2.01,2.57,2.45,1.49,2.08,0.35,0.22,1.22,0.27,1.04,1.96,0.59
May,0.58,1.46,0.92,2.42,3.06,1.81,1.36,1.09,2.6,1.66,2.68,2.34,4.37,2.86,0.49,1.33,0.71,4.79,1.87,1.64,1.53,1.84,3.32,2.15,1.23,1.52,3.24,1.53,1.7,1.93,1.2,2.08,1.96,1.49,4.57,3.61,0.2,1.7,2.42,0.81,1.86
June,1.84,0.14,0.9,0.36,3.28,0.05,3.65,3.62,2.19,1.1,0.71,1.68,1.24,1.93,0.97,2.7,3.43,3.26,0.63,1.35,0.63,2.78,0.84,1.63,2,1.8,2.66,2.87,3.23,0.73,1.24,0.89,1.86,1.27,3.88,2.25,1.72,1.03,3.95,0.64,1.86
July,5.47,0.26,2.57,1.71,3.26,3.56,1.33,1.91,2.11,1.17,1.74,3.49,2.94,1.19,2.62,1.18,3.19,0.78,1.13,2.22,2.58,4.09,2.25,1.99,1.75,4.83,2.09,3.26,0.9,1.53,3.58,1.48,0.53,3.98,2.83,0.3,5.03,3.23,1.61,2.36,2.78
August,1.56,0.56,2.08,1.62,2.58,3.11,1.04,3.15,2.43,2.91,2.29,4.39,0.8,0.74,1.76,3.02,0.57,1.68,1.58,2.41,0.1,5.35,2.08,1.17,2,1.77,4.24,0.34,3.25,1.59,2.02,3.04,2.96,1.49,2.63,1.16,3.69,2.76,2.74,1.35,2.8
September,2.26,1.28,1.4,1.22,3.01,2.31,1.46,4.43,1.01,0.23,2.8,2.43,2.23,2.7,1.47,3.26,2.03,3.03,1.51,0.99,1.25,0.47,1.1,1.64,1.96,2.3,3.26,1.13,1.11,0.52,2.68,2.29,3.17,2.48,2.53,1.66,2.62,2.56,3.81,0.05,2.29
October,1.74,0.57,1.05,5.68,3.57,2.57,2.31,1.35,3.89,2.81,0.96,0.64,5.2,1.73,1.46,2.9,2.34,3.01,2.45,5.26,2.5,1.26,3.45,2.72,3.32,2.73,1.13,0.29,1.75,5.44,0.48,0.69,2.48,3.32,1.95,2.73,1.87,1.38,2.32,2.56,5.95
