"HUTTON (LANCS C.C. HORTIC. STAT.)",,,,,,,,,,,,
Grid ref,SD513268,Long,-2.739737,Lat,53.735302,,,,,,,
Station no,2952,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,3.44,1.59,2.81,2.75,4.22,2.64,,3.02,7.05,,
February,2.49,1.03,1.00,2.84,2.95,0.61,1.61,,0.22,2.26,,
March,4.31,1.71,0.93,2.61,1.43,1.14,2.64,,2.07,3.05,,
April,1.95,3.10,2.88,1.22,1.96,1.57,0.44,,2.06,2.93,,
May,2.19,1.93,1.93,2.37,2.44,2.05,1.95,,1.09,3.52,,
June,1.55,3.00,2.13,4.00,3.32,1.72,1.73,,2.91,2.51,,
July,1.85,1.96,3.94,4.50,1.01,5.28,5.00,,2.78,3.52,,
August,5.66,4.65,4.28,5.62,0.89,12.85,4.67,,0.81,3.38,,
September,3.02,4.72,4.60,5.66,3.62,3.48,6.22,,0.45,4.11,,
October,1.29,2.84,1.86,8.45,2.21,3.17,5.63,,4.65,5.13,,
November,7.45,2.46,4.61,5.95,1.57,1.51,1.62,,6.04,4.96,,
December,8.60,3.62,1.74,4.58,4.49,3.68,3.78,,7.59,5.04,,
Total,44.16,34.46,31.49,50.61,28.64,41.28,37.93,,33.69,47.46,,
Calc annual,44.16,34.46,31.49,50.61,28.64,41.28,37.93,0.00,33.69,47.46,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,,
