CHARTERHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST488549,Long,-2.7355,Lat,51.29093,Elevation,619,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.38,5.56,3.88,6.21,5.88,8.07,2,5.83,3.28,4.16,3.41,2.98,0.92,4.02,5.84,5.09,6.15,2.7,3.84,4.88,6.15,3.75,2.72,3.29,3.43,8.78,1.56,0.96,4.2,3.59,0.94,3.25,4.56,4.84,3.96,2.94,4.73,4.53
February,,,,8.9,0.6,5.71,3.05,3.98,3.5,1.76,1.1,3.71,0.08,4.68,0.51,3.7,3.06,6.27,1.84,2.25,3.49,4.36,0.32,1.77,1.53,4,3.68,1.91,2.96,2.72,6.88,5.15,1.04,2.2,4.24,2.83,0.38,3.74,5.51,0.34,2.96
March,,,,1.69,1.99,0.62,1.25,5.12,3.57,0.24,2.63,0.97,2.23,3.28,2.68,1.1,4,4.28,0.45,1.82,3.63,4.38,2.46,1.17,0.39,0.94,1.23,7.08,1.72,2.02,1.55,4.92,5.37,1.03,3.93,1.48,1.64,3.14,1.53,4.78,3.04
April,,,,3.08,4.3,3.8,3.16,2.32,2.3,1.04,3.92,2.91,3.9,1.6,2.88,5.46,4.41,3.29,0.3,4.85,2.93,1.5,0.85,1.36,3.68,1.26,3.29,3.15,1.79,2.09,3.49,5.22,2.16,4.17,0.96,2.21,1.8,0.19,1.45,3.43,2.21
May,,,,1.84,6.44,5.07,3.18,1.94,1.05,2.59,2.6,4.21,6.69,2.47,1.82,2.26,1.47,3.17,2.43,1.2,2.98,1.12,5.78,2.76,2.53,4.67,6.3,3.06,4.45,5.4,2.5,2.94,3.68,2.17,3.37,4.43,0.69,2.23,3.5,1.89,1.69
June,,,,0.85,3.02,0,3.21,4.68,2.42,2.57,0.88,4.61,2,2.27,2.02,4.21,2.99,1.17,1.43,3.19,0.72,2.5,0.4,1.95,3.87,4.65,4.98,2.89,2.63,0.75,2.44,0.74,4.9,3.41,4.38,3.88,2.75,2.5,3.86,2.38,4.25
July,,,,2.71,5.71,5.52,3.35,6.58,4.32,2.32,3.4,7.15,5.23,2.57,1.08,0.64,6.87,6.11,4.91,4.89,5.75,2.53,3.08,3.37,2.33,2.05,2.02,3,1.77,1.63,6.28,1.52,0.86,6.05,5.12,0.34,3.76,5.68,4.36,2.82,6.32
August,,,,4.17,7.78,6.21,5.28,6.2,4.96,5.86,9.6,5.33,1.7,2.3,5.26,2.01,1.08,1.57,4.6,4.65,0.69,7.57,5.23,5.38,3.21,4.34,5.61,1.12,7.01,3.84,8.21,7.5,4.92,4.73,3.79,1.07,5.32,6.22,5.47,1.59,7.13
September,,,,5.12,5.16,4.53,2.85,8.72,1.79,0.55,5.22,2.43,7.08,3.06,3.78,7.16,4.48,2.88,4.66,1.27,2.37,0.99,2.24,3.59,3.47,4.37,6.36,2.82,3.13,1.77,7.09,3.66,4.64,4.05,6.08,3.86,5.04,5.08,5.54,0.4,5.13
October,,,,5.9,6.98,4.23,6.33,3.48,8.17,8.66,4.58,1.62,8.27,2.91,4.04,6.29,2.81,4.82,7.66,3.42,4.56,2.25,4.85,4.08,5.63,5.03,1.37,0.93,6.04,6.56,2.2,1.15,4.68,2.84,5.31,2.06,1.7,4.32,4.57,4.26,10.19
