SION MILLS (SION HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IH3408093207,Long,-7.4709767,Lat,54.785756,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,3.78,4.39,5.05,1.51,3.01,5.57,2.26,4.37,3.62,2.55,2.89,3.82,6.24,4.64,4.4,4.49,3.48,4.4,6.28,6.79,8.31,1.48,5.06,4.48,4.52,4.28,4.93,2.87,4.25,7.23,6.97,3.07,2.01,1.64,6.24,4.22,5.34,4.18,4.89,4.24,4.7,4.08,3.36,4.82,5.87,1.22,3.62,3.5,3.18,6.02,3.56,2.41,4.08
February,,,,,,,,,3.44,3.21,5.93,3.61,2.92,1.69,6.77,4.85,4.56,2.15,5.21,0.5,2.92,1.18,4.72,4.91,2.26,5.61,3.87,1.88,4.25,2.7,0.52,5.16,0.31,3.06,0.7,4.26,2.32,4.59,2.26,4.04,3.04,3.6,2.04,4.1,1.68,4.04,3.08,1.25,3.54,3.52,3.5,3.5,2.44,1.51,4.47,2.77,2.48,2.73,3.87,0.95,3.23
March,,,,,,,,,5.32,3.69,1.94,1.77,4.65,4.62,4.28,1.51,1.76,2.78,1.43,4.18,3.68,4.92,2.03,2.33,0.75,2.8,2.46,3.65,4.27,0.55,3.15,1.27,3.11,3.01,3.01,1.56,2.21,1.48,2.1,4.26,4.39,3.14,3.7,1.88,1.19,2.03,1.88,3.79,3.4,2.13,2.64,3.12,2.37,1.23,3.87,1.08,1.54,3.71,1.27,2.56,2.02
April,,,,,,,,,2.57,3.37,2.69,2.27,2.05,4.69,1.52,3.7,4.63,2.87,1.39,2.81,2.94,1.54,3.49,3.1,3.8,4.15,1.9,2.17,1.8,1.65,1.92,2.84,3.48,1.76,3.05,3.45,1.38,2.38,0.27,2,3.1,1.41,1.94,2.78,2.04,1.97,1.12,4.06,2.64,3.41,4.77,2.16,1.29,2.7,1.39,1.83,1.88,1.31,1.37,3.5,3.07
May,,,,,,,,4.19,2.54,2.19,2.37,1.54,1.04,3.02,1.85,1.16,5.67,2.74,2.01,1.95,3.88,2.02,1.72,2.32,4.11,4.21,4.1,1.57,1.26,2.65,1.89,3.9,3.12,1.89,3.38,1,2.07,1.84,2.7,1.14,1.1,2.14,3.45,3.78,2.81,4.59,0.99,4.61,1.56,2.94,1.64,1.34,1.88,2.51,3.94,4.11,1.71,1.93,2.77,1.25,2.05
June,,,,,,,,5.74,2.02,1.27,4.19,1.52,4.73,2.79,1.04,2.54,2.22,2.17,1.79,3.66,1.94,0.3,2.21,1.4,3.2,0.87,3.13,3.64,5.72,2.75,2.97,5.72,1.12,1.99,2.41,4.47,3.13,1.68,4.48,1.87,1.39,0.61,0.7,3.87,3.06,5.32,4.85,3.39,3.5,1.22,2.35,3.04,2.55,1.8,4.02,4.54,3.21,1.34,4.55,2,2.8
July,,,,,,,,3.03,2.08,3.7,3.45,3.61,4.89,1.27,2.36,4.24,2.38,1.49,3.7,0.79,3.53,3.78,4.45,2.91,4.97,3.66,3.85,2.95,1.44,3.69,4.51,4.34,4,2.38,2.43,1.09,6.45,4.81,5.54,4.72,4.53,3.43,4.45,3.2,2.62,3.74,4.29,7.07,2.92,1.69,6.59,2.97,1.08,5.55,5.21,0.96,4.77,4.34,4.27,3.15,5.59
August,,,,,,,,3.69,2.32,2.54,8.21,2.12,4.57,1.11,3.66,2.91,3.48,6.33,5.02,3.62,2.73,3.69,3.77,5.55,6.02,3.36,4.46,2.79,5.76,6.29,6.55,1.78,2.29,2.04,4.7,3.49,2.43,2.83,2.43,1.94,1.34,4.37,6.5,6.94,2.81,2.23,5.6,0.29,4.1,2.41,4.97,4.53,5.29,4.52,3.62,0.88,5.44,4.2,4.91,1.51,4.74
September,,,,,,,,1.31,6.72,2.17,0.93,1.5,0.71,3.55,2.09,1.76,1.18,2.24,6.24,3.15,2.85,1.42,2.55,5.9,6.03,3.48,2.78,4.92,4.5,1.06,2.72,2.5,3.85,0.88,5.85,5.74,3.96,4.12,2.6,2.08,3.38,1.16,6.44,3.56,5.35,3.69,8.87,3.55,4.91,2.05,7.81,2.38,1.88,4.95,5.46,3.53,3.77,5.98,3.25,1.42,3.28
October,,,,,,,,4.08,1.24,6.18,2.36,2.6,3.56,2.99,1.81,2.67,6.9,7.73,5.11,1.83,3.71,3.98,1.64,5.67,3.3,2.85,3.87,3.31,6.18,6.67,6.16,3.24,4.64,3.76,6.77,7.64,4.25,1.31,7.03,2.1,4.35,5.49,3.78,4.09,5.18,4.96,1.34,2.4,3.96,5.68,5.58,2.69,4.52,3.07,6.17,3.09,3.06,4.37,3.03,5.17,3.16
