"CAMBERWELL NUNHEAD RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,13,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.92,1.55,1.94,1.07,2.66,1.55,2.01,1.48,2.65,0.86,2.30,
February,0.85,0.11,1.58,2.63,0.51,2.83,2.64,3.19,1.15,0.41,0.65,
March,1.44,1.30,1.33,2.05,0.57,0.54,0.13,1.70,1.45,0.06,1.45,
April,2.34,1.16,2.45,1.38,3.12,1.81,3.78,1.70,1.24,1.11,1.31,
May,0.54,1.58,0.69,2.07,2.54,1.31,1.59,1.51,2.93,1.18,3.11,
June,1.22,0.45,1.30,0.48,2.03,0.11,2.91,2.77,2.08,0.83,2.95,
July,3.26,0.07,3.48,2.85,2.84,3.81,1.76,2.30,2.04,1.62,1.97,
August,1.67,0.57,2.21,1.81,2.31,2.70,2.11,4.34,2.55,1.82,2.63,
September,3.32,1.67,1.78,1.03,2.91,1.92,1.22,4.59,0.69,0.22,5.42,
October,1.02,0.70,0.92,4.57,3.27,2.52,2.24,1.33,3.44,2.70,1.12,
November,0.89,2.01,1.20,1.58,2.78,1.53,4.39,2.15,1.64,4.59,4.02,
December,1.67,1.03,2.69,1.81,2.35,2.32,0.31,2.81,2.39,4.04,1.50,
Total,20.14,12.20,21.57,23.33,27.89,22.95,25.09,29.87,24.25,19.44,28.43,
Calc annual,20.14,12.20,21.57,23.33,27.89,22.95,25.09,29.87,24.25,19.44,28.43,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
