STANDEDGE REDBROOK RESERVOIR - new gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE025096,Long,-1.963711,Lat,53.582984,Elevation,1150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,3.79,1.15,3.28,2.64,5.06,1.41,2.76,6.4,5.37,3.28,4.42,4.6,4.23,2.5,6.09,2.37,4.42,2.71,3.85,2.44,4.63,4.42,3.79,6.44,5.28,2.65,2.94,3.75,4.09,8.02,3.45,4.18,4.78,5.54,4.53,4.03,12.24,1.7,9.11,7.2,7.08,2.97,4.65,3.51,5.95,5.38,5.79,7.25,3.98,4.4,5.6,6.92,8.2,5.25,6.36,4.75,15.03,2.85,2.94,5.35,4.99,1.57,4.98,3.71,7.18,3.78,5.73,5.52,5.97
February,,,2.24,5.5,5.57,0.75,1.18,3.09,2.83,1.55,4.1,1.06,1.21,5.02,4.14,1.71,3.78,2.64,3.21,2.8,6.4,4.43,2.19,1.76,3.34,4.09,4.7,0.81,7.62,1.36,5.56,1.42,5.71,6.01,1.75,8.03,4.53,2.04,7.98,1.93,1.11,6.99,0.49,4.5,0.42,6.1,2.16,5.75,2.33,3.98,2.49,6.7,2.05,4.55,2.03,6.27,8.84,1.37,4.57,3.29,6.3,3.08,2.16,2.74,4.17,2.18,1.68,3.9,6.91,0.68,3.04
March,,,0.82,1,6.24,3.32,6.53,5.1,3.2,2.7,0.71,2.32,2.93,5.65,2.85,5.85,4.06,3.84,2.67,3.15,2.37,3.74,5.67,5.76,5.09,2.33,2.94,2.33,1.44,6.3,3.3,4.8,4.24,5.61,1.97,1.94,2.44,5.37,2.13,1.39,3.21,0.57,1.34,4.38,3.59,3.33,3.45,4.08,2.26,5.47,5.27,5.38,3.39,0.58,0.75,1.76,1.53,7.91,1.67,1.92,2.58,5.7,3.41,3.1,3.28,2.72,1.98,4.7,4.01,2.55,1.38
April,,,1.54,1.08,2.61,3.08,2.54,3.56,2.59,3.98,2.4,3.02,2.98,3.68,3.46,2.23,1.02,2.65,3.12,4.42,3.7,2.49,2.3,5.77,2.94,1.98,3.24,2.38,2.35,2.83,6.67,2.04,3.07,3.44,2.51,3.04,2.02,5.73,1.7,0.9,3.3,3.43,6.48,1.65,2.21,4.3,3.36,3.58,1.63,3.11,3.14,3.25,4.45,4.54,3.33,2.35,1.55,4.75,3.14,4.52,4.48,3.69,4.94,3.56,1.01,2.5,3.66,0.78,1.78,6.05,2.72
May,,,5.02,2.25,2.31,1.74,0.73,0.6,3.1,3.57,1.56,1.18,2.42,3.88,2.16,2.29,5.32,4.43,3.28,2.06,2.67,2.17,3.17,3.63,2.74,1.95,4.19,1.87,2.89,1.16,5.81,2.75,2.04,4.89,6.08,4.61,3.77,1.85,1.95,4.43,3.27,4.55,4.94,1.78,3.77,0.99,0.88,2.94,1.53,1.98,1.99,3.74,5.36,2.75,4.48,3.92,2.03,3.38,1.55,3.63,3.05,3.36,2.1,2.92,4.34,5.38,2.44,1.42,5.25,2.66,2.49
June,,,3.74,3.2,4.22,2.24,2.53,4.93,3.09,1.12,4.65,1.15,1.68,1.37,2.87,2.76,1.69,8.66,2.21,3.61,6.42,3.49,5.54,3.33,3.38,1.73,3.44,2.85,2.18,1.95,6.5,0.24,3.52,1.95,4,0.5,5.7,3.97,5.91,1.47,2.45,7.21,0.65,3.59,2.81,4.23,5.11,2.7,6.77,4.29,0.71,1.42,1.65,4.42,3.49,7.59,4.49,4.7,4.74,0.84,3.28,1.34,4.67,3.98,4.62,4.53,4.19,2.93,7.01,3.05,1.96
July,,,3.67,3.39,3.72,8.95,4.34,1.85,0.98,2.15,2.47,1.55,2.41,4.99,1.86,2.89,2.17,4.11,5.62,5.27,5.41,1.02,5.39,1.58,4.28,5.69,2.79,2.56,5.4,3.25,9.55,1.99,5.51,2.35,4.02,2.17,2.98,3.88,3,1.3,6.75,7.69,5.58,4.06,2.92,1.95,5.3,3.63,6.73,6.66,5.22,1.58,5.46,3.38,3.94,2.95,6.88,2.55,3.02,2.82,4.78,4.48,3.54,9.18,6.93,1.45,9.97,5.44,5.9,5.02,7.52
August,,,5.15,3.47,5.33,6.52,2.21,3.04,6.4,3.09,7.85,1.99,3.85,6.01,5.39,4.53,5.07,4.86,3.81,5.42,6.58,4.71,8.05,2.69,4.07,7.04,3.24,7.7,3.42,4.3,3.75,7.86,6.84,8.55,6.73,4.05,5.58,6.69,6.43,7.29,7.93,7.5,2.28,3.03,5.87,2.45,2.99,1.52,3.83,5.2,3.09,10.27,4.52,6.18,5.37,3.88,7.18,0.9,6.6,3.91,6.12,7.3,5.13,6.58,7.66,0.99,15.41,7.05,5.89,0.7,8.43
September,,,4.95,5.17,0.57,1.53,7.22,7.08,0.84,6.34,1.97,1.08,2.37,7.43,1.49,3.47,1.67,1.35,4.87,3.72,0.3,3.17,2.76,2,3.43,0.52,3.37,3.17,14.58,3.24,2.66,1.25,5.23,5.31,5.88,3.96,2.9,9.19,0.76,1.17,5.45,5.5,7.18,2.83,3.26,6.6,5.91,2.31,2.74,1.68,5.99,0.53,4.86,6.11,6.67,3.73,7.95,3.5,3.51,1.99,7.41,3.99,5.03,4.04,7.1,3.46,5.67,8.36,6.83,0.53,3.4
October,,7.29,8.25,3.22,4.03,2.83,5.53,3.26,3.36,3.24,6.04,3.55,6.38,10.6,3.06,4.17,7.2,6.93,1.71,7.01,2.51,3.22,5.45,3.3,2.63,1.57,6.43,9.05,4.96,2.95,0.55,3.12,1.41,4.88,7.6,7.37,5.98,5.49,4.29,5.6,7.28,3.23,8.31,5.7,5.75,8.25,5.95,2.92,11.8,2.6,4.49,7.14,7.55,3.91,5.05,7.95,1.4,1.97,3.09,4.65,4.05,1.57,6.16,1.98,9.46,3.29,4.34,7.67,5.6,5.57,6.05
November,,4.28,3.08,4.84,4.44,3.08,1.37,2.65,4.61,3.51,5.86,5.34,1.68,4.13,4,6.59,4.6,3.55,2.94,0.49,6.13,6.73,3.62,4.93,5.7,2.05,6.34,5,2.3,3.68,2.62,3.06,3.23,9.53,2.96,2.88,5.86,5.63,10.05,11.28,6.14,6.2,3.74,3.01,4.32,11.34,8.38,2.53,4.75,4.56,10.24,3.8,1.31,3.37,8.95,1.14,9.89,8.05,2.54,6.89,7.01,11.14,3.26,6.22,7.42,2.7,2.34,3.72,1.77,5.59,6.9
December,,8.82,2.35,4.86,3.68,3.27,5.85,7.2,5.11,1.87,5.84,4.34,5.21,3,3.52,1.4,2.92,4.63,3.45,8.67,4.92,6.09,6.53,3.68,8.01,7.15,3,2.5,9.98,8.33,4.75,7.52,4.83,3.37,4.33,2.38,2.65,1.5,2.63,7.82,2.71,3.38,3.65,0.19,5.52,4.1,4.65,4.11,7.2,9.5,4.77,3.23,4.6,4.83,4.5,3.35,3.9,4.93,4.08,9.17,3.13,8.62,4.65,2.18,8.3,7.32,5.29,5.68,5.67,8.01,4.36
Total,,,44.6,39.13,46,39.95,45.09,43.77,38.87,39.52,48.82,29.86,37.54,60.36,39.03,40.39,45.59,50.02,41.31,49.33,51.26,43.7,55.3,42.85,49.4,42.54,48.96,42.87,60.06,43.1,55.81,44.07,49.08,60.07,52.61,46.47,48.94,55.37,59.07,46.28,58.71,63.45,51.72,37.69,45.09,57.15,54.09,41.45,57.36,56.28,51.38,51.44,50.8,51.54,56.76,50.14,62,48.76,53.54,46.48,55.13,59.62,50.04,48.05,69.27,40.23,64.15,55.43,62.35,45.93,54.22
