DERBY (LITTLEOVER CRESCENT),,,,,,,,,,,,
Grid ref,SK337340,Long,-1.500430,Lat,52.902388,,,,,,,
Station no,2655/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.19,1.08,1.12,2.55,3.24,1.60,2.62,,,,
February,,0.61,1.69,1.93,1.66,0.72,2.09,4.26,,,,
March,,2.28,1.27,2.05,2.32,1.04,2.04,1.70,,,,
April,,1.64,2.27,0.26,1.24,1.58,0.18,0.72,,,,
May,,2.41,2.05,2.37,2.93,0.63,0.85,2.26,,,,
June,,2.57,2.50,2.79,4.25,2.57,1.19,4.41,,,,
July,,1.77,2.94,2.32,0.80,2.38,2.96,3.97,,,,
August,,1.68,2.28,3.98,0.56,4.35,2.67,1.83,,,,
September,,1.33,1.46,2.92,0.80,2.42,5.94,2.43,,,,
October,,2.71,2.14,3.10,1.82,1.22,1.43,2.43,,,,
November,5.35,1.55,1.63,4.19,1.87,0.84,2.23,,,,,
December,1.86,2.70,1.01,3.00,1.98,3.30,1.67,,,,,
Total,,23.44,22.32,30.03,22.78,24.29,24.85,,,,,
Calc annual,7.21,23.44,22.32,30.03,22.78,24.29,24.85,26.63,0.00,0.00,,
Difference,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
