"GLEN TARSAN ( NEW SITE )",,,,,,,,,,,,
Grid ref,NS070833,Long,-5.096891,Lat,56.003684,,,,,,,
Station no,5432/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,3.09,6.79,,
February,,,,,,,,,3.18,7.81,,
March,,,,,,,,,7.36,4.92,,
April,,,,,,,,,7.48,8.28,,
May,,,,,,,,,2.21,4.82,,
June,,,,,,,,,4.51,4.85,,
July,,,,,,,,,9.48,7.34,,
August,,,,,,,,,2.86,4.95,,
September,,,,,,,,,3.53,4.39,,
October,,,,,,,,,8.74,6.94,,
November,,,,,,,,,9.29,11.09,,
December,,,,,,,,,16.14,10.22,,
Total,,,,,,,,,77.87,82.40,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.87,82.40,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
