LOCH TREIG (FERSIT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN351782,Long,-4.706718,Lat,56.865827,Elevation,850,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,6.74,10.18,7.15,9.84,6.64,10.75,18.9,1.64,14.64,6.99,15.84,9.88,13.35,4.43,3.07,13.61,15.19,4.16,1.15,1.4,4.97,8.38,9.24,3.77,9.74,7.67,7.13,9.79,7.23,9.55,8.05,5,7.29,5.82,6.1,14.35,7.15,4.55,6.27
February,,,9.44,5.74,3.9,6.77,4.84,3.14,9.67,1.73,0.56,6.24,0.18,4.44,2.17,8.96,2.51,5.86,8.02,9.09,2.16,4,2.24,8.92,3.96,8.85,6.66,0.34,8.92,11.85,9.18,5.76,3.16,5.43,4.05,5.44,4.39,7.08,3.47,4.68,6.92
March,,,3.32,3.7,0.85,4.58,6.93,3.47,6.37,1.48,3.37,0.85,3.3,3.86,4.54,3.59,2.68,1.49,9.49,6.34,5.29,1.77,1.94,5.67,2.54,5.85,3.23,2.45,7.98,3.79,5.72,4.56,6.32,2.96,5.74,1.62,4.46,6.08,2.15,5.16,1.21
April,,,2.31,3.04,3.36,7.5,3.32,7,4.2,2.42,1.63,3.87,5.53,4.32,5.35,2.92,2.46,2.12,1.08,3.15,4.01,2.59,2.24,7.72,4.15,2.38,2.43,12.36,4.77,7.1,7.52,8.09,3.41,5.3,3.83,2.63,2.81,2.27,3.83,5.8,7.26
May,,,6.37,3.42,3.45,5.03,3.8,1.8,0.92,3.92,3.46,5.15,3.76,2.2,4.26,0.68,2.01,2.99,4.2,1.19,2.57,2.01,4.27,4.04,4.03,5.09,1.08,3.21,1.31,4.31,2.47,1.06,3.15,5.53,5.11,3.1,6.39,1.61,6.05,1.55,2.61
June,,,2.51,3.4,2.35,1.85,2.57,4.6,4.94,3.32,3.52,4.05,0.9,2.96,1.88,4.51,1.82,3.91,8.6,2.37,1.86,0.81,2.54,4,4.59,5.06,4.72,4.07,5.55,1.99,4.22,2.74,5.19,1.81,3.55,2.08,3.67,2.87,2.22,4.47,3.14
July,,,3.73,5.46,6.35,2.45,3.1,3.28,3.07,5.23,2.77,5.48,5.52,3.62,3.44,1.91,6.12,6.28,5.66,7.15,7.42,4.45,3.64,4.78,1.84,1.78,7.45,3.81,4.71,1.8,5.31,5.16,2.9,8.15,3.35,0.94,5.65,6.56,3.95,5.25,2.86
August,,,3.2,6.7,5.85,2.28,3.85,5.68,5.12,4.98,7.83,2.16,2.4,5.34,5.85,4.16,4.23,4.04,3.56,1.96,2.75,5.75,7.54,5.24,4.1,1.54,3.52,0,6.3,7.48,8.93,5.88,5.18,5.77,3.94,1.67,5.69,5.21,4.76,3.8,4.81
September,,,3.04,6.12,9.1,3.2,5.29,5.85,5.84,3.25,4.77,1.87,6.36,1.38,9.1,9.95,4.08,5.77,5.46,2.18,4.11,2.64,8.03,6.71,4.75,7.21,8.7,7.84,7.69,3.4,14.09,6.42,7.12,7.01,11.06,6.97,7.53,3.73,5.36,1.35,3.27
October,,,3.47,11.05,5.15,4.81,6.52,8.22,9.06,8.26,10.64,5.7,9.61,6.41,11.31,11.71,9.43,2.58,13.78,3.48,7.87,6.41,8.54,13.27,5.69,4.44,0.68,4.34,6.89,9.15,11.63,3.35,11.93,7.14,12.61,6.96,6.43,9.23,8.4,9.21,2.34
November,,,4.47,6.25,2.63,1.12,9.75,6,9.9,11.41,8.06,11.37,9.12,3.13,1.02,4.84,5.1,0.96,14.29,10.95,9.78,9.26,2.67,5.39,7.8,0.4,6.29,11.13,5.02,10.37,5.96,10.82,3.6,16.46,13.27,2.25,6.27,1.73,2.15,9.19,6.92
December,,,11.2,4.06,15.34,9.62,4.25,0.6,7.9,18.2,7.33,10.56,11.29,1.41,9.08,2.42,13.62,2.71,10.2,3.78,9.57,6.54,11.45,4.19,7.83,8.08,7.23,2.57,10.79,18.72,5.3,16.47,7.48,10.32,16.15,13.76,15.31,11.4,7.86,11.7,9.54
Total,,,59.8,69.12,65.48,59.05,60.86,60.39,85.89,65.84,68.58,64.29,73.81,48.95,71.35,60.08,57.13,52.32,99.53,55.8,58.54,47.63,60.07,78.31,60.52,54.45,61.73,59.79,77.06,89.75,87.56,79.86,67.49,80.88,89.95,53.24,74.7,72.12,57.35,66.71,57.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,14025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd stn,695547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
