"DUNS, NISBET HOUSE GARDENS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT795512,Long,-2.32818,Lat,55.753726,Elevation,290,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.6,1.93,0.99,2.45,1.58,3.9,1.91,1.81,2.16,2.04,1.07,1.37,1.72,4.11,2.93,2.69,5.36,1.57,3.54,4.06,2.56,1.01,6.69,1.93,,,1.64,1.35,3.82,1.98,,,,,,,,
February,,,,3.2,1.19,3.8,2.66,0.74,1.95,1.77,1.63,1.94,0.58,2.57,0.23,2.21,2.78,3.75,0.78,1.67,1.8,4.23,2.5,1.29,2.13,,0.8,,,0.95,2.07,1.75,0.59,,,,,,,,
March,,,,1.01,0.63,2.54,1.06,1.78,3.82,0.12,2.1,1.6,3.15,0.87,3.6,2.21,2.24,4.82,0.68,2.9,3.15,2.31,1.36,1.17,0.52,,1.91,,,1.39,2.14,3.88,1.7,,,,,,,,
April,,,,1.57,0.99,2.03,2.02,1.39,1.55,1.19,1.39,2.69,2.64,1.64,3.93,3.05,1.47,1.37,0.26,1.36,1.56,1.4,0.91,0.96,1.69,,0.33,3.94,2.17,0.9,2.38,3.15,1.62,,,,,,,,
May,,,,1.96,4.47,3,1.98,2.31,0.98,1.21,0.86,2.94,2.58,0.99,1.71,0.95,1.78,3.15,2.3,0.93,1.2,1.69,2.2,4.91,2.4,,1.41,2.59,1.77,,1.45,3.14,2.14,,,,,,,,
June,,,,0.96,1.69,0.19,2.55,3.74,4.76,1.69,1.37,4.14,1.52,0.86,2.33,3.73,1.44,1.62,3.71,1.78,0.55,1.08,0.68,2.11,2.47,,,2.54,3.69,,2.61,1.12,2.68,,,,,,,,
July,,,,1.81,4.57,1.88,3.29,4.05,1.63,3.52,3.09,4.67,2.39,3.28,2.47,1.35,3.43,2.69,2.96,2.82,6.49,1.81,2.03,1.88,3.14,2.65,,,2.33,,2.98,2.28,1.38,,,,,,,,
August,,,,3.9,2.41,2.63,2.26,7.2,4.04,4.17,4.17,3.82,0.72,1.81,4.1,3.46,1.62,3.13,1.52,2.5,0.8,3.23,1.83,4.25,3,2.19,,,11.88,,3.07,3.6,2.13,,,,,,,,
September,,,,1.55,2.46,3.9,3.62,5.2,1.9,0.24,3.74,1.95,4.06,0.94,2.57,3.12,3.86,1.42,2.69,1.61,1.99,0.58,2.68,1.97,4.66,2.75,,,2.86,,4.34,1.28,3.08,,,,,,,,
October,,,,2.48,2.75,1.28,3.6,2.26,3.12,2.99,2.92,1.31,6.29,3.44,4.2,4.56,2,2.87,4.5,3.38,3.47,4.07,2.71,2.1,2.46,4.04,,,3.2,5.53,1.75,0.58,2.94,,,,,,,,
November,,,,3.68,1.01,1.75,2.94,3.2,3.57,3.25,4.18,4.08,1.21,2.84,3.4,3.76,3.75,0.75,3.79,3.01,4.26,2.85,0.41,2.14,5.86,0.75,,,2.07,3.46,5.88,6,,,,,,,,,
December,,,,2.81,2.23,3.45,0.36,2.97,1.88,3.06,2.32,1.1,1.52,1.59,3.89,1.86,1.71,5.82,3.38,1.45,2.27,0.63,1.87,1.26,1.94,1.97,,,2.32,2.7,2.43,1.42,,,,,,,,,
Total,,,,26.53,26.33,27.44,28.79,36.42,33.1,25.12,29.58,32.4,28.7,21.9,33.8,31.98,30.19,34.32,29.26,28.77,29.11,27.42,23.24,26.6,31.28,,,,,,32.45,32.02,,,,,,,,,
