"HAWKESHEAD ESTHWAITE LODGE",,,,,,,,,,,,
Grid ref,SD354967,Long,-2.995644,Lat,54.361710,,,,,,,
Station no,RR1196,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,9.86,5.56,,,,,,,,,,
February,7.58,2.05,,,,,,,,,,
March,0.63,5.15,,,,,,,,,,
April,5.06,4.13,,,,,,,,,,
May,3.52,1.73,,,,,,,,,,
June,5.28,3.38,,,,,,,,,,
July,2.50,1.77,,,,,,,,,,
August,6.41,6.88,,,,,,,,,,
September,4.79,4.03,,,,,,,,,,
October,9.98,7.20,,,,,,,,,,
November,7.41,10.38,,,,,,,,,,
December,13.37,8.97,,,,,,,,,,
Total,76.39,61.23,,,,,,,,,,
Calc annual,76.39,61.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
