HAWKSHEAD ESTHWAITE LODGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD354967,Long,-2.995644,Lat,54.36171,Elevation,232,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,5.32,2.5,7.44,10.14,5.24,4.82,9.09,6.89,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,3.81,5.8,10.7,5.21,7.6,2.88,9.11,3.85,6.19,1.63,6.56,11.2,9.86,5.56,,,,,,,,,,,,,,,11.06,4.53,10.01,10.24,10.87,15.74,9.98,,,,,,,,
February,,,,,,,,8.38,2.1,7.85,5.67,4.61,4.17,2.21,5.94,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,1.27,5.13,1.07,1.24,2.9,11.34,12.21,1.67,5.72,6,7.45,4.88,7.58,2.05,,,,,,,,,,,,,,,7.76,1.93,9.4,2.1,8.59,0.43,7.71,,,,,,,,
March,,,,,,,,2.78,6,8.06,0.58,6.93,8.47,3.15,8.18,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,3.74,5.25,6.11,3.3,2.32,2.92,5.03,7.1,9.35,10.36,2.99,4.86,0.63,5.15,,,,,,,,,,,,,,,2.1,3.96,3.27,7,9.96,10.93,4.65,,,,,,,,
April,,,,,,,,3.24,4.54,1.5,2.25,3.1,0.45,9.06,3.64,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.71,3.08,2.49,3.27,2.29,1.04,2.39,4.18,2.44,3.49,5.96,7.29,5.06,4.13,,,,,,,,,,,,,,,4.95,2.76,1.53,3.68,8.13,2.25,2.97,,,,,,,,
May,,,,,,,,1.13,4.1,1.79,3.76,6.51,3.74,3.82,0.12,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,3.2,4.04,3.97,2.39,6.62,3.74,5.2,0.71,0.52,3.05,3.64,6.39,3.52,1.73,,,,,,,,,,,,,,,5.02,4.34,2.38,2.12,9.26,5.46,4.09,,,,,,,,
June,,,,,,,10.82,6.6,7.93,4.89,5.43,3.24,5.35,6.14,4.79,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,2.12,0.93,5.75,2.34,3.59,2.06,4.02,2.25,3.62,5.78,4.6,2,5.28,3.38,,,,,,,,,,,,,,,4.74,3.58,3.09,2.79,3.59,0.4,3.1,,,,,,,,
July,,,,,,,10.6,5.72,6.73,12.14,9.83,4.1,7.14,7.33,3.46,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,8.82,3.82,5.51,3.15,4.67,4.38,5.37,8.33,6.81,3.08,1.47,3.68,2.5,1.77,,,,,,,,,,,,,,,3.85,2.29,7.48,2.38,9.55,3.9,,,,,,,,,
August,,,,,,,7.12,3.41,8.38,8.84,7.35,8.44,4.74,5.28,5.82,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,5.52,6.7,5.73,13.3,10.28,7.01,5.68,6.41,4.95,9.15,10.61,1.88,6.41,6.88,,,,,,,,,,,,,,,3.99,10.54,5.87,5.3,4.21,10.48,,,,,,,,,
September,,,,,,,7.7,5.18,2.8,13.49,8.54,6.2,2.21,0.76,7.37,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,2.91,3.9,7.44,9.14,12.17,7.61,0.33,2.39,9.12,6.15,4.57,7.6,4.79,4.03,,,,,,,,,,,,,,1.34,3.97,7.39,16.61,7.53,5.82,2.61,,,,,,,,,
October,,,,,,,6.62,8.53,12.39,6.45,3.8,8.86,4.86,11.39,6.79,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,3.49,7.71,7.77,5.08,7.97,7.38,8.83,7.35,6.66,7.66,4.69,6.2,5.4,9.98,7.2,,,,,,,,,,,,,,2.34,13.54,12.86,10.75,2.64,3.79,4.65,,,,,,,,,
November,,,,,,,11.5,9.66,6.32,6.78,7.15,6.36,9.89,11.41,4.58,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,4.62,9.98,4.07,12.7,7.89,6.48,4.65,9.93,6.84,2.33,10.5,7.98,7.46,7.41,10.38,,,,,,,,,,,,,,4.16,9.46,8.12,5.04,5.85,5.06,4.65,,,,,,,,,
December,,,,,,,13.18,9.2,6.68,7.06,1.86,10.67,10.38,3.61,1.01,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,6.09,8.45,7.23,0.67,13.25,5.26,9.22,9.59,8.15,10.32,11.13,10.38,5.08,13.37,8.97,,,,,,,,,,,,,,12.23,6.39,4.8,13.48,12.33,8.17,12.6,,,,,,,,,
Total,,,,,,,,69.15,70.47,86.29,66.36,74.26,66.22,73.25,58.59,79.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.83,60.24,57.72,67.22,72.45,71.56,65.68,76.21,58.54,69.03,75.01,72.41,67.72,76.39,61.23,,,,,,,,,,,,,,,76.83,67.1,88.91,63.96,87,74.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 1844=1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
