"DAYBROOK (RED HILL RESERVOIR)",,,,,,,,,,,,
Grid ref,SK581470,Long,-1.135385,Lat,53.017156,,,,,,,
Station no,2615,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.74,1.83,0.85,1.20,1.92,3.11,1.61,2.78,,,,
February,3.13,0.55,1.51,2.29,1.69,0.52,2.69,3.39,,,,
March,3.18,2.33,0.91,1.78,2.40,0.74,2.44,1.48,,,,
April,1.83,1.83,2.20,0.36,1.22,1.55,0.24,0.83,,,,
May,3.11,2.36,2.11,3.02,3.56,0.65,1.08,2.21,,,,
June,1.71,2.98,2.40,3.18,3.65,3.45,1.83,4.32,,,,
July,0.71,1.51,2.19,1.94,0.99,3.19,2.76,3.89,,,,
August,5.11,2.81,1.71,5.03,0.41,6.56,3.74,3.03,,,,
September,1.22,1.55,1.25,2.77,0.71,2.17,6.06,2.17,,,,
October,0.81,2.94,2.43,3.47,1.53,1.33,1.07,2.02,,,,
November,5.89,1.55,1.46,4.74,1.61,0.70,2.26,1.08,,,,
December,1.74,2.15,0.79,2.11,2.00,2.37,2.26,3.40,,,,
Total,30.18,24.39,19.81,31.89,21.69,26.34,28.04,30.60,,,,
Calc annual,30.18,24.39,19.81,31.89,21.69,26.34,28.04,30.60,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
