DAYBROOK-RED-HILL-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK581470,Long,-1.135385,Lat,53.017156,Elevation,403,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.39,0.95,2.52,1.86,3.78,2.69,2.1,3.26,1.28,2.09,2.02,2.91,1.93,4.35,1.22,3.56,1.63,1.15,2,2.09,1.16,3.5,3.82,2.53,4.94,2.78,2.72,2.14,3.93,2.64,1.12,2.33,1.89,4.98,1.19,1.07,1.74,1.83,0.85,1.2,1.92,3.11,1.61,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,3.19,5.27,0.74,2.14,2.74,2.22,0.3,2.52,3.74,0.87,2.5,1.69,1.69,1.76,0.67,0.63,2.42,0.47,2.03,0.55,2.58,1.76,3.74,0.77,1.27,2.64,2.16,1.49,0.77,1.38,2.38,2.18,1.83,1.42,0.69,4.65,3.13,0.55,1.51,2.29,1.69,0.52,2.69,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.66,4.15,1.66,1.04,4.51,1.95,1.04,1.87,1.17,1.39,0.85,0.55,2.3,2.47,0.19,2.47,0.19,1.83,2.91,2.19,0.99,1.68,1.95,0.19,1.74,2.13,2.93,1.73,0.88,0.46,0.85,0.94,4.71,0.52,1.25,0.88,3.18,2.33,0.91,1.78,2.4,0.74,2.44,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,0.71,1.34,1.17,1.79,1.68,4.58,0.99,3.1,2.45,2.01,1.81,1.39,1.89,0.95,1.48,3.54,3.25,2.57,1.16,2.15,3.41,1.87,2.18,0.1,1.8,2.22,1.55,1.11,0.85,2.28,1.87,1.26,2.14,1.06,2.08,2.54,1.83,1.83,2.2,0.36,1.22,1.55,0.24,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.75,2.79,2.13,2.24,1.48,2.51,1.8,0.93,2.66,3.76,3.61,1.97,1.31,1.63,1.6,1.72,3.3,6.28,2.3,0.99,0.37,0.57,2.91,2.77,1.21,1.19,2.48,3.37,2.78,0.95,2.09,2.14,1.51,2.15,2.18,1.55,3.11,2.36,2.11,3.02,3.56,0.65,1.08,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.27,2.03,2.06,0.48,0.88,3.65,0.7,0.92,0.63,1.63,0.06,2.07,3.87,2.43,1.19,1.58,2.76,0.89,2.06,0.73,2.66,3.03,0.63,1.35,2.13,1.12,0.52,0.65,1.89,1.93,2.43,2.95,1.9,2.32,0.52,1.39,1.71,2.98,2.4,3.18,3.65,3.45,1.83,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,7.15,2.76,1.85,2.84,2.66,4.92,0.45,4.2,3.63,2.36,1.33,1.24,2.49,1.25,1.41,5.08,3.42,5.69,2.35,1.41,0.63,5.95,2.41,3.04,4.55,3.02,3.46,2.84,1.04,2.63,2.63,2.1,2.29,1.01,3.55,2.15,0.71,1.51,2.19,1.94,0.99,3.19,2.76,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.67,2.09,4.62,1.96,2.7,0.95,3.95,6.42,2.79,3.19,1.47,2.18,3.5,2.51,2.41,3.31,4.31,1.73,0.64,1.81,2.21,0.98,0.23,1.85,3.05,0.28,4.05,2.68,1.86,4.52,2.53,5.67,0.25,3.36,1.95,3.2,5.11,2.81,1.71,5.03,0.41,6.56,3.74,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.87,1.38,1.63,4.45,1.68,1.75,1.07,2.2,2.39,2.94,3.82,0.89,4.38,0.5,0.48,4.17,2.72,1.65,1.45,1.96,4.99,2.62,1.14,2.05,0.79,0.72,0.59,1.02,2.17,3.69,1.89,3,1.23,2.31,0.97,2.93,1.22,1.55,1.25,2.77,0.71,2.17,6.06,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.76,2.09,3.31,1.6,2.74,1.54,2.57,0.88,1.71,4.61,3.84,1.82,2.57,4.59,3.03,2.68,0.82,2.97,3.59,1.22,3.41,1.62,3.78,2.53,2.74,4.14,2.69,2,2.01,2.82,3.39,,0.41,2.05,4.23,0.84,0.81,2.94,2.43,3.47,1.53,1.33,1.07,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
