GARSTANG CALDER INTAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD544484,Long,-2.695959,Lat,53.929707,Elevation,632,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.95,2.95,4.57,4.27,2.58,5.95,2.65,4.35,2.6,5.45,1.41,3.94,4.25,4.38,6,4,3.03,3.68,5.4,5.23,7.58,3.74,4.23,4.18,3.6,5.7,5.3,11.74,2.29,6.18,5.36,4.9,3.69,4.6,2.55,4,3.05,5.8,5.3,1.65,1.6,4.85,7.45,5.8,3.8,5.6,3.46,8.35,2.95,3,5.2,4.4,2.5,5.4,2.7,4.1,4.85,4.6,3.37,5.2
February,,2.26,2.13,4.55,3.93,2.31,3.8,2,3.2,2.65,5.17,5.05,1.98,1.98,3.52,5.38,4.73,1.55,4.95,1.53,2.86,0.31,5.85,5.61,0.95,5.73,5.4,2.97,5.28,1.4,0.35,4.9,0.09,3.24,0.2,5.9,2.5,6.5,1.95,4,1.55,6.32,1.3,2.8,1.72,5.15,4.75,0.35,2.65,2.25,5.05,4.1,1.4,1.99,3.75,1.9,0.72,3.85,5.85,1.25,3.55
March,,3.75,3.41,4.4,3.4,3.4,4.12,5.08,3.24,3.48,0.96,2.03,7.42,4.86,5.27,2.75,2.08,2.44,2.1,6.05,4.9,4.7,2.29,1.4,1.67,1.78,1.51,4.2,3.7,1.47,3.16,0.41,2.96,2.68,2.71,1.24,3.06,1.5,1.3,2.5,4,2.7,2.5,1.05,0.83,2.61,1.25,6.8,3.25,2.25,2.25,5.81,3.2,0.95,2.8,1.8,1.1,3.7,2.1,2.5,1.7
April,,2.73,1.74,2.08,3.25,3.48,1.93,1.92,3.03,4.03,3,3.24,0.47,5.28,0.81,3.12,3.21,2.08,1.11,2.24,5.65,1.92,2.34,3.55,1.73,2.98,1.82,2.15,1.75,2.2,2.71,3.05,3.22,2.5,2.95,3,0.87,3.25,0.53,2.75,2.85,1.85,1.9,2.25,3.5,2.3,1.55,3.75,1.85,4.75,2.8,2.8,3.8,3.5,1.4,3.2,2.3,0.55,1.9,3.75,3.01
May,,1.15,3.74,3.67,3,1.05,5.59,4.04,3.08,2.7,2.5,1.4,2.64,3.31,2.88,2.51,3.68,2.08,2.2,1.75,6.76,3.35,2.1,3.8,5.56,4.95,3.33,1.76,0.95,2.5,1.98,2.86,5.52,2.64,4.45,1.3,1.54,2.38,3.95,1.65,1.55,3.35,3.59,3.8,2.9,3.63,1.7,2.55,1.75,2.35,1.33,2.15,2.5,2.7,3.2,4.2,2.9,2.8,5.95,2.2,2.4
June,3.1,2.09,1.08,1.98,1.87,2.3,3.55,8.74,2.81,3.05,1.67,4.73,8.3,2.82,2.28,1.3,3.19,3.35,2.24,2.08,2.68,0.55,3.24,1.36,3.57,0.74,4,4.76,9.29,2.05,2.01,7.63,1.51,2.86,2.57,6.25,4.6,2.95,7.5,4,0.9,0.5,1.33,3.63,4.65,5.07,3.45,3.15,6.1,1.4,3.75,1.65,4.8,3.5,6.12,3.95,3.15,2.1,4.24,4.29,1.65
July,3.59,1.14,5.05,4.87,4.03,3.53,2.8,4.41,5.29,8.4,7.63,0.96,5.68,1.5,5.43,4.82,4.55,2.54,4.9,2.09,6.4,1.85,7.28,5.45,4.21,3.75,5.24,5.45,5.1,5.07,4.55,6.1,5.52,3.55,2.7,1.56,5.02,2.4,5.55,7.28,5.35,2.1,5.25,4.75,4.3,3.46,6.75,5.3,3.62,4.6,5.15,4.65,2.48,6.6,8.3,1.45,3.8,5.7,3.8,5.55,8.35
August,7.08,3.87,3.37,7.13,4.32,5.88,3.97,6.74,5.75,4.57,6.85,4.64,7.1,2.03,2.92,6.3,4.7,8.48,4.61,5.05,2.73,7.67,5.78,7.56,8.55,5.82,3.9,9,7.71,7.2,8.48,5.23,1.67,2.75,6.6,3.35,4.1,3,4.07,2.3,2.53,5.6,5.1,8.45,2.74,1.85,7.5,0.25,4,4.2,8.8,4.57,8.6,5.35,7.85,0.95,14.6,5.48,3.9,0.56,6.63
September,2.42,1.78,1.72,6.72,2.08,4.07,1.63,1.28,6.77,3.36,0.98,4.74,2.77,3.33,3.59,1.25,3.46,5.03,9.1,3.8,4.05,2.04,6.45,5.81,6.72,5.48,5.37,9.63,2.52,2.92,2.35,3.75,7.6,1.25,4.7,8.3,5.11,3.6,3.35,1.8,5.65,1.65,4.95,5.75,7.4,4.2,7.35,5.45,5.6,1.52,8.32,4.01,3.85,6.04,9.2,2.9,4,8.7,6.25,0.5,3.8
October,6.99,5,5.1,9.5,3.71,3.99,8.07,5.2,2.26,6.6,3.46,5,5.5,2.47,2.09,1.96,9.3,8.26,5,3.15,1.4,2.68,0.94,6.74,5.4,6.82,4.75,4.87,6.82,7.4,7.84,3.85,8.78,6.57,7.95,7.95,4.05,2.8,10.6,1.92,4.75,5.63,6.38,4.6,5.95,6.15,0.4,0.6,4.45,6.52,4.1,2.15,4.45,2.12,10.8,2.4,3.95,6.85,4.75,4.7,3.1
