BRINDLE WHITEHOLME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD603259,Long,-2.603196,Lat,53.727978,Elevation,315,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,0.74,2.79,3.46,2.71,5.17,2.52,2.52,2.44,3.15,3.55,6.69,2.46,3.22,3.19,2.32,4.04,4,9.61,2.06,6,5,4,3.52,3.18,,4.01,2.71,4.5,4.15,2.21,1.42,3.92,4.69,5,3.23,4.27,3.19,6.49,1.98,2.49,3.85,3.74,1.62,4.17,2.15,4.13,,,,
February,,3.5,1.71,1.19,2.38,4.59,3.49,0.91,4.31,1.08,3.23,0.27,3.91,5.28,0.7,5.53,4.05,2,4.4,0.86,0.31,4.09,0.05,3.93,0.29,,2.14,4.82,1.57,3.67,2.33,4.76,1.31,2.34,1.65,4.57,5.1,0.8,2.28,2.23,4.36,3.08,1.17,1.18,2.74,2.28,0.46,,,,
March,,1.56,4.2,4.37,3.59,1.59,1.87,1.8,1.33,5.05,3.73,3.02,1.43,0.97,1.59,1.75,1.34,3.45,2.62,1.45,2.86,0.52,2.73,2.73,2.73,,2.59,1.92,1.07,1.97,2.55,3.23,2.82,1.05,1.4,1.59,0.89,5.86,2.12,1.93,1.67,4.41,1.84,1.38,2.58,1.52,1.34,,,,
April,,3.06,0.47,4.56,0.96,2.1,3.38,1.57,1.29,2.01,4.14,1.86,2.11,2.81,1.62,2.16,1.77,2.23,1.07,1.21,2.15,3.02,2.87,1.64,2.5,3.22,1.25,2.43,0.49,2.28,2.25,1.45,1.8,2.19,2.25,2.16,1.37,3.26,1.9,4.03,2.69,2.39,4.17,2.9,1.01,2.12,2.02,,,,
May,,1.64,1.79,3.37,1.66,1.45,2.44,1.49,2.08,1.47,7.17,2.33,2.04,3.3,4.94,4.36,3.08,1.38,1.24,2.82,1.31,1.9,4.49,1.59,3.53,1.6,0.61,2.25,3.92,1.27,1.7,2.63,3.03,2.64,4.42,3.49,1.68,2.57,1.68,2.75,1.77,2.49,1.88,2.65,4.3,2.6,1.81,,,,
June,,3.1,4.23,2.51,1.4,3.03,3.28,2.98,2.14,1.97,2.73,0.77,2.99,0.71,2.8,0.02,1.7,4.69,5.62,1.74,2.59,6.81,1.04,2,2.17,2.88,5.5,1.92,4.45,4.25,0.79,0.65,0.85,3.36,3.49,4.19,3.15,3.09,5.14,1.28,2.24,1.42,3.33,2.33,3,3,,,,,
July,,0.59,5.05,1.35,4.16,4.02,3.76,1.54,4.78,1.57,5.55,2.46,5.74,3.67,4.71,2.47,4.16,4.11,2.8,3.45,6,5.22,4.4,2.73,1.6,1.54,3.59,1.43,4.02,6.63,4.24,2.01,4.84,3.12,3.51,2.47,4.82,2.71,2.4,3.85,4.08,2.84,2.6,4.18,5.69,0.74,,,,,
August,,1.6,5.86,2.56,2.63,5.33,3.12,5.33,4.38,3.62,2.01,5.74,4.76,5.49,6.55,3.55,3.85,8.93,6.95,5.78,6.55,4.87,1.42,2.3,4.39,2.52,2.16,1.97,2.64,2.72,2.04,5.73,4.58,5.27,3.49,2.28,6.79,0.12,4.17,2.79,7.31,4.11,5.48,4.06,5.14,0.89,,,,,
September,,4.32,1.75,1.65,3.95,0.9,2.93,2.5,12.36,2.62,2.87,1.61,3.72,3.92,4.46,4.42,5.18,7.61,1.33,2.17,2.48,3.31,6.86,1.59,3.35,7.84,3.66,2.05,2.01,1.36,4.35,1.15,2.9,4.86,5.82,3.03,7.16,3.48,3.15,1.62,6.13,3.36,4.27,3.98,5.7,3.21,,,,,
October,,2.58,3.64,2.2,2.06,0.93,7.21,7.87,3.57,3.26,1.26,3.23,1.02,5,4.57,4.69,4.53,3.94,5.07,6.12,6.32,3.12,7.22,4.56,6.12,7.46,3.82,2.08,7.96,1.83,4.2,4.5,5.98,4.33,4.55,5.35,1.29,0.84,2.53,4.6,3.78,2.09,3.16,1.97,7.92,2.31,,,,,
November,,2.67,3.24,3.65,5.21,1.5,2.55,4.75,2.57,2.6,1.68,2.22,2.74,5.06,2.35,3.33,5.18,3.41,5.85,6.45,5.55,7.04,3.05,1.98,2.72,4.51,5.09,1.89,5.45,5.77,6.29,2.2,1.2,3.34,6.94,0.31,5.28,4.55,2.82,4.7,6.06,7.47,2.25,5.36,5.88,1.98,,,,,
December,,3.66,3.59,2.74,5.32,5.62,3.07,2.42,7.89,6.36,2.22,5.5,4.99,3.83,4.32,2.59,1.14,1.65,3.34,7.69,4.18,2.03,1.99,0.65,5.06,2.78,4.46,1.75,4.4,2.94,3.97,2.17,3.73,2.25,3.34,2.47,4.39,3.3,3.28,5.92,2.43,9.13,3.64,1.8,4.91,4.18,,,,,
Total,,29.02,38.32,33.61,36.03,36.23,39.62,35.68,49.14,34.76,40.14,35.7,37.91,43.26,41.8,37.19,40.02,47.4,49.9,41.8,46.3,46.93,40.12,29.22,37.64,,38.88,27.22,42.48,38.84,36.92,31.9,36.96,39.44,45.86,35.14,46.19,33.77,37.96,37.68,45.01,46.64,37.53,33.41,53.04,26.98,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1935 Jan 2.25, Feb 5.0, Mar 1 and total 42.60 estimated from surrounding stations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
