SHEPTON MALLET CHARLTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST630433,Long,-2.5308,Lat,51.18772,Elevation,481,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.21,3.82,1.46,1.76,1.24,6.32,5.97,3.57,1.86,4.06,3.7,1.3,5.76,1.32,2.51,1.65,4.51,1.67,4.94,6.09,1.58,4.35,2.12,1.47,3.63,5.46,5.32,4.52,4.53,2.62,4.92,3.23,5.09,4.43,7.35,2.11,5.53,3.14,4.06,2.62,3.02,0.74,4.28,5.67,4.18,6,2.76,3.38,4.78,6.44,3.43,2.3,2.83,2.88,6.61,1.19,0.74,3.95,3.64,1.03,2.22,3.29,4.18,3.36,2.81,3.14,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,4.24,0.47,1.09,5.01,3.47,3.65,5.03,1.49,1.5,2.34,4.23,1.37,3,2.25,2.06,0.86,5.29,3.2,3.04,1.01,3.77,5.72,5.84,1.26,2.47,3.11,1.46,0.25,4.23,7.92,0.55,4.69,2.89,4.9,3.59,1.32,0.9,3.24,0.1,4.52,0.3,3.48,2.54,6.92,1.46,2.34,3.41,3.75,0.64,1.6,1.44,3.47,3,0.84,1.89,1.99,6.47,4.66,1.75,2.34,3.53,2.25,0.32,3.68,3.67,0.28,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.71,3.73,4.8,4.88,0.8,0.98,2.01,2.97,2.71,4.03,1.78,4.96,2.85,1.19,3.34,4.04,1.06,2.87,6.92,3.39,7.28,1.3,3.66,3.27,1.47,5.23,2.98,2.66,3.16,1.8,1.76,0.66,1.03,4.22,3.19,0.26,1.72,0.99,2.1,3.87,2.8,1.33,3.94,3.99,0.49,1.61,2.83,3.91,2.52,1.01,0.75,1.16,1.09,5.49,1.52,2.17,1.55,3.95,4.42,1.16,3.93,1.25,1.51,2.68,1.08,3.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.4,3,1.18,3.86,2.35,4.13,2.54,2.73,1.45,3.99,2.33,2.98,1.64,5.7,2.77,2.81,2.87,2.64,0.22,3.59,1.86,1.66,2.02,2.29,2.81,2.82,5.65,1.15,3.09,2.66,3.54,3.11,3.6,2.32,1.54,0.88,3.17,3.01,4.04,1.76,2.57,5.08,2.55,2.67,0.24,4.18,2.37,1.87,1.31,1.19,2.03,0.94,2.47,2.71,2.19,1.77,3.22,3.82,2.1,2.81,0.65,1.77,0.82,0.21,0.85,1.6,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.9,1.12,0.16,1.64,5.06,3.12,2.49,1.5,3.26,2.97,3.74,0.23,5.38,2.56,2.39,1.51,2.24,1.37,1.98,3.17,1.95,2.85,3.87,2.09,1.97,0.84,2.65,2.32,1.18,2.06,6.61,4.44,3.65,1.58,1.41,2.62,2.61,3.99,5.9,2.07,1.45,1.3,0.85,3.08,2.44,1.06,2.6,1.38,6.01,2.61,1.74,3.43,5.09,2.68,5.04,4.02,1.81,2.69,4.74,2.07,2.45,3.52,0.56,2.63,2.03,1.28,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.79,1.19,2.01,2.01,3.53,1.56,3.83,1.23,4.62,4.25,1.35,3.34,1.92,2.82,0.69,2.6,6.3,2.9,4.36,1.64,2.19,1.01,2.74,5.6,1.92,0.9,3.06,0.62,1.6,0.83,3.08,0,3.56,4.04,3.08,1.72,0.58,3.04,1.57,2.31,1.76,4.27,3.19,1.74,2.14,4.01,0.81,1.73,0.35,4.24,2.78,5.22,3.74,2.23,2.97,0.48,2.31,0.86,3.2,2.52,4.32,3.58,2.58,2.37,3.14,1.21,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,5.39,4.2,1.53,2.44,0.68,0.8,1.43,2.04,2,4.17,3.11,0.87,1.62,2.96,3.66,4.35,3.57,0.01,3.46,1.23,4.75,5.38,1.81,3.63,6.35,3.19,6.35,0.65,4.53,2.45,4.64,4.62,4.08,5.66,2.68,2.47,3.02,5.32,5.11,3.72,2,0.8,7.11,4.71,4.12,5.6,4.56,2.11,2.22,3.07,3.79,1.42,1.69,2.74,2.32,2.01,5.29,1.58,0.86,5,4.72,0.33,3.15,6.06,2.52,1.92,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.92,4.84,2.64,5.72,2.16,0.97,3.4,2.75,4.3,5.57,3.7,5.4,3.01,4.13,5.92,2.47,5.3,1.5,9.56,1.5,3.78,3.79,7.32,8.84,3.37,4.22,2.14,1.89,4.69,5.33,5.69,4.59,3.24,4.71,3.42,3.78,4.68,5.91,2.02,1.52,4.41,1.94,1.03,1.24,4.04,4.82,0.27,7.39,4.35,4.67,2.76,3.22,4.74,1.18,4.99,2.8,6.61,7.3,7.6,3.95,5.32,1.59,3.52,3.5,4.59,1.18,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.56,1.29,8.15,4.62,1.44,4.45,0.98,2.72,1.62,3.09,2.76,2.04,1.05,0.91,3.16,4.76,0.19,1.31,0.84,3.4,2.05,1.74,3.65,2.81,6.79,2.01,2.04,2.07,3.03,3.76,3.86,5.28,2.06,7.22,1.3,0.36,4.65,2.53,4.66,2.14,3.5,5.76,4.28,3.45,2.55,0.92,2.34,0.7,2.22,2.82,2.69,2.78,5.24,2.04,2.58,1.89,5.39,3.8,4.61,4.02,4.89,1.88,4.56,4.27,5.05,0.26,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,4.08,4.52,3.32,1.31,5.32,2.97,3.25,2.67,2.76,7.96,2.44,2.21,7.05,6.01,2.59,7.13,5.29,3.75,5.31,3.05,2.8,5.1,7.94,5.98,2.21,2.7,3.16,1.31,1.82,6.31,6.73,3.82,4.64,3.13,6.94,6.94,4.02,0.93,7.15,3.47,3.63,5.15,2.92,3.55,5.33,4.58,4.09,1.86,3.94,4.06,6.38,4.82,1.42,0.98,4.66,7.02,1.85,0.75,5.01,2.78,3.96,2.5,2.74,3.25,2.18,1.88,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
