"HUNGERFORD KINTBURY BARTON GROVE",,,,,,,,,,,,
Grid ref,SU387677,Long,-1.445000,Lat,51.407011,,,,,,,
Station no,RR4743,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.01,1.46,1.09,,,,,,,,,
February,4.50,1.17,1.28,,,,,,,,,
March,1.08,2.41,2.16,,,,,,,,,
April,1.06,2.15,1.45,,,,,,,,,
May,1.63,1.15,2.53,,,,,,,,,
June,3.63,1.09,3.41,,,,,,,,,
July,0.79,3.47,0.93,,,,,,,,,
August,4.01,2.02,3.16,,,,,,,,,
September,0.53,2.38,1.21,,,,,,,,,
October,2.42,1.43,1.66,,,,,,,,,
November,2.96,0.77,3.78,,,,,,,,,
December,4.09,5.06,1.69,,,,,,,,,
Total,29.71,24.56,24.35,,,,,,,,,
Calc annual,29.71,24.56,24.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
