BLAXHALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM366565,Long,1.457478,Lat,52.156044,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,1.96,1.85,0.97,0.96,1.66,2.68,3.74,5.03,2.75,5.35,1.81,2.56,2.62,3.54,1.67,2.1,2.18,2.19,3.89,1.26,1.4,1.88,3.01,0.74,1.73,2.28,4.42,1.36,2.41,2.06,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.77,2.65,0.4,1.58,0.45,2.85,2.92,3.62,0.67,0.88,1.36,1.72,0.65,0.59,1.48,2.02,1.68,2.46,1.09,1.09,2.71,3.64,0.8,1.3,2.33,2.16,1.3,2.35,3.16,0.16,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.15,0.23,2.06,1.84,2.27,0.63,0.64,2.52,0.4,2.3,2.79,2.7,2.55,0.49,0.31,0.89,1.9,4.28,0.73,0.82,0.56,3.04,2.82,0.32,2.41,1.45,0.77,1.36,1.44,1.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.61,3.15,2.66,1.45,2.22,2.33,1.2,2.61,0.62,2.93,1.25,1.25,0.78,0.73,1.88,1.69,1,1.41,1.32,1.34,1.62,3.28,0.61,1.75,0.35,0.24,0.85,0.2,1.26,1.43,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.15,2.36,3.05,1.57,1.88,1.92,0.68,4.07,2.61,0.9,0.2,2.19,2.23,1.15,0.69,2.14,1.62,0.43,1.24,2.25,1.52,1.78,1.38,1.17,1.38,2.51,0.53,1.6,2.87,0.24,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,1.06,1.34,0.57,1.91,0.89,2.74,3.55,1.41,0.53,1.61,0.61,1.08,0.33,1.76,1.83,2.01,4.27,2.17,3.24,0.63,1.26,1.34,1.47,1.7,2.59,2.9,1.91,1.85,3.5,0.49,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.77,4.16,2.81,0.84,1.51,1.06,3.92,1.53,2.01,2.72,4.69,2.3,2.95,0.96,1.81,1.45,3.29,2.06,1.29,0.93,2.55,2.93,1.31,2.47,2.23,0.29,2.34,3.15,2.15,2.09,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,4.56,2.71,1.51,1.13,2.55,1.62,0.84,1.32,0.76,1.5,0.54,3.74,1.64,1.16,1.3,2.25,5.89,0.91,3.11,0.88,2.22,3.62,3.24,1.92,4.78,3.45,4.15,2.34,6.16,2.66,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,5.61,1.45,1.51,3.71,1.95,4.43,2.67,3.03,2.41,1.07,0.91,0.26,2.09,2.34,2.86,1.19,2.05,0.88,1.88,1.51,3.36,2.75,4.54,1.66,1.54,1.76,1.98,3.33,2.9,0,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,0.81,0.85,4.84,1.98,1.69,3.36,2.7,1.95,3.36,8.5,2.42,2.59,4.19,1.69,4.41,1.28,1.06,0.37,1.6,3.81,0.58,0.58,1.7,2.25,1.62,4.64,2.11,1.6,2.44,1.96,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
