"RETFORD",,,,,,,,,,,,
Grid ref,SK701803,Long,-0.949254,Lat,53.315003,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.49,0.79,0.75,1.72,1.88,0.45,2.59,0.66,0.76,1.14,,
February,3.43,1.13,1.59,0.73,3.12,0.58,1.77,1.28,1.29,0.54,,
March,0.57,1.71,1.50,2.43,1.97,1.90,1.35,1.29,2.41,2.99,,
April,0.87,0.99,1.96,1.13,1.11,1.87,0.53,1.59,1.88,1.22,,
May,1.49,0.56,2.47,2.26,2.35,0.48,1.33,2.80,1.73,1.02,,
June,1.36,1.57,1.28,1.46,0.48,2.31,1.48,2.89,1.50,3.08,,
July,1.95,3.70,1.41,2.49,2.28,1.10,0.39,1.53,2.46,3.43,,
August,4.35,1.01,2.63,4.29,2.58,2.72,1.19,1.43,2.39,3.76,,
September,0.92,1.10,0.80,2.65,1.07,1.09,0.80,0.51,1.49,2.15,,
October,2.00,1.31,2.04,5.34,0.31,1.05,4.52,4.86,0.58,2.49,,
November,2.04,2.15,1.61,1.52,0.75,2.62,2.40,1.74,0.94,0.12,,
December,2.67,4.32,1.65,0.72,1.10,0.49,2.09,2.06,1.14,4.52,,
Total,24.14,20.34,19.69,26.74,19.00,16.66,20.44,22.64,18.57,26.46,,
Calc annual,24.14,20.34,19.69,26.74,19.00,16.66,20.44,22.64,18.57,26.46,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
