MAYBOLE (CULZEAN CASTLE GDNS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS232103,Long,-4.790375,Lat,55.354807,Elevation,138,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.5,2.55,4.5,2.4,2.7,1.2,4.1,1.6,2.3,1.65,2.25,4.9,4.9,2.6,5.05,6.5,3.4,2.4,4,2.2,4.3,4.1,2.75,2.9,3,2.89,3.23,3.36,,,,,4.64,7.88,4.15,3.84,5.11,3.53,3.91,5.73,9.25,2.47,5.34,3.83,6.06,3.53,5.2,3.02,3.89,5.2,6.1,2.9,2.87,0.47,5.44,5.04,5.52,4.11,5.99,3.51,8.03,5.63,3.06,4.76,5.88,,,,2.93,4.1,4.74,1.51,
February,,,,,,,,,1,3.2,0.9,0.3,1.7,2.7,5.8,0.1,1.4,2.15,4.65,1.6,2.75,1.4,0.7,4.75,2.95,3.35,2.3,2.5,2.75,4.4,5.55,5.3,2.4,2.1,4.24,5.47,,,,,4.33,0.59,4.55,4.97,0.64,4.31,3.21,1.65,3.49,2.16,0.25,4.2,0.03,3.39,0.63,5.28,1.86,4.79,2.36,5.14,1.95,2.96,1.52,4.97,2.27,5.24,3.3,0.06,2.93,4.17,3.06,3.49,2.4,,,,0.7,2.66,4.01,2.19,
March,,,,,,,,,2.25,2,2.5,2.6,0.8,1.9,2.3,4.05,3.95,4.55,1.95,3.05,0.25,1.9,3.2,5.75,2,3.4,4,3.75,3.8,3.25,1.5,1.25,4.05,2.93,3.17,1.34,,,,,4.63,5.53,1.47,1.41,1.5,1.63,2.72,3.43,3.03,0.96,2.52,0.97,2.12,3.59,2.94,1.7,1.76,0.85,2.13,3.72,6.28,2.52,2.49,2.51,0.57,2.36,1.98,3.47,3.95,2.5,2.5,3.67,1.52,,,,1.39,4.26,0.95,2.69,
April,,,,,,,,,1.4,1.9,1.6,0.7,0.8,1.25,1.2,2.3,2.25,2.15,2.15,2.75,2.5,3.25,0.9,1.05,3.35,2.1,1.6,2.45,1.35,2.1,2.7,3.35,1.55,2.65,2.41,2.32,,,,,2.04,1.17,2.02,2.69,2.27,3.23,1.81,3.14,1.12,1.91,1.33,1.46,2.96,1.87,2.82,2.36,0.74,2.03,0.43,2.06,2.19,1.76,1.3,4.01,3.36,1.34,2.07,4.87,1.99,5.01,3.82,2,1.38,,,,1.2,2.89,1.6,2.47,
May,,,,,,,,,2.4,2.8,2.65,1.5,4.05,2.5,3.5,0.35,0.8,1.25,2.75,3.5,2.5,1.3,2.8,4.45,1.8,1.7,3.75,3.75,2.4,1.5,2.35,2.05,0.93,2.5,1.41,0.92,,,,,4.63,1.92,3.58,1.28,3.92,6.48,2.26,2.32,1.7,2.91,1.83,2.39,2.43,2.72,3.93,0.8,3.67,0.95,2.62,0.51,1.88,2.99,2.01,2.89,2.96,3.14,0.52,5.1,0.87,2.11,1.72,1.64,1.28,,,,1.78,1.58,3.05,1.4,
June,,,,,,,,,2,0.55,3.8,0.65,2.9,1.7,3.5,1.7,3.3,4.95,2.2,1.35,1.5,3.3,1.4,2.5,1.3,1.9,1.6,4.05,2.3,2.15,2.25,3.15,5.75,2.33,0.74,2.31,,,,,2.19,0.58,3.17,1.93,2.27,0.55,1.57,4.34,4.13,2.7,2.61,6.31,1.74,1.53,2.16,3.3,2.29,3.27,4.77,1.82,1.33,1.16,1.77,4.06,3.33,4.2,1.88,4.01,5.06,0.87,2.71,1.96,2.89,,,,2.56,2.96,2.8,2.89,
July,,,,,,,,,3.35,3.1,3.4,1,2.5,3.9,2.2,4.1,4.95,1.8,1,4.2,3.4,1,2.1,2.75,2.9,2.6,2.75,2.5,3.7,5.15,4.6,2.45,1.38,0.6,1.42,2.67,,,,,4.52,4.51,2.48,3.86,2.55,2.09,2.93,2.31,2.62,4.15,2.8,3.53,3.83,3.02,1.77,1.71,6.17,3.99,6.62,3.31,4.82,3.75,3.04,1.51,2.3,2.21,3.93,2.97,3.38,1.46,4.26,2.48,3.26,,,,6.22,4.18,4.16,3.58,
August,,,,,,,,,3.15,4.55,2.9,5.8,7.55,3.1,3.4,5.57,2.7,4.65,4.2,1.75,5.4,5,3.15,5.05,5.2,4.8,4.15,3.3,2.95,2.7,4.45,1.95,2.85,1.07,2.94,1.93,,,,,3.9,4.76,2.72,6.48,3.82,2.46,3.15,4.13,3.17,5.47,6.16,1.89,2.02,3.82,4.88,1.77,3.6,2.48,1.44,2.64,2.4,4.43,5.06,4.57,2.57,3.22,1.81,0.5,4.48,3.53,3.51,5.32,6.08,4.09,5.04,,6.01,4.46,4.39,0.65,
September,,,,,,,,,2.25,2.85,3.5,6.17,5.65,3,0.2,1,4.15,3.9,3.4,4.45,3.4,3.15,4.35,2.7,3.4,3.5,1.65,0.85,4.95,2.15,1.47,2.1,2.6,2.42,2.01,0.73,,,,3.82,2.56,1.66,1.78,6.05,6.06,2.41,4.57,5.85,4.97,1.27,3.49,1.24,4.74,0.71,4.39,4.51,4.62,1.12,3.2,2.02,7.65,1.92,4.87,3.41,4.35,4.43,5.89,4.86,5.48,1.44,9.38,2.97,2.43,3.84,5.31,,3.52,3.99,3.07,2.02,
October,,,,,,,,,1.55,3,2.9,4.35,2.9,5.8,1.9,3.65,3.2,1.5,2.35,3.4,5.15,5,2.05,7.5,2.1,3.45,6.3,6.4,1.3,6.2,1.75,2.8,3.5,2.15,1.19,1.56,,,,1.04,3.18,4.35,1.94,4.81,2.59,3.71,5.01,5.08,6.95,5.63,6.9,3.53,5.94,2.56,7.01,7.64,5.27,3,9.09,1.36,3.98,3.98,6.93,6.36,4.33,3.54,0.59,1.83,6.48,7.18,4.33,1.54,4.8,4.14,8.47,,3.04,4.97,3,5.56,
