SOUTHAMPTON TATCHBURY MANOR,,,,,,,,,,,,
Grid ref,SU327142,Long,-1.536107,Lat,50.926333,,,,,,,
Station no,RR7964,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.09,1.61,1.29,2.64,4.80,0.85,7.97,,,,,
February,5.53,1.17,1.70,2.48,4.53,0.86,3.49,,,,,
March,1.42,2.84,2.52,4.25,1.36,-999.00,1.16,,,,,
April,1.39,2.71,1.82,2.74,1.53,1.65,1.19,,,,,
May,2.24,1.25,2.60,3.15,3.42,0.99,1.92,,,,,
June,2.48,0.66,3.27,2.86,1.04,3.22,1.86,,,,,
July,0.38,3.26,1.42,2.63,2.07,0.45,0.73,,,,,
August,3.32,2.48,3.65,4.36,2.67,3.21,2.30,,,,,
September,1.17,2.41,1.41,2.17,2.60,2.23,0.90,,,,,
October,2.66,2.55,2.29,9.92,2.64,1.58,6.33,,,,,
November,3.74,0.63,3.42,2.34,1.17,4.27,4.40,,,,,
December,5.05,5.03,2.02,3.65,4.50,1.02,2.13,,,,,
Total,33.47,26.60,27.41,43.19,32.33,26.06,34.38,,,,,
Calc annual,33.47,26.60,27.41,43.19,32.33,20.33,34.38,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,-0.00,5.73,0.00,NaN,NaN,NaN,,
