KILSYTH (CURRYMIRE UNTIL VII.13) INNSBRIDGE (1914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS727786,Long,-4.041923,Lat,55.983437,Elevation,197,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,4.01,3.45,7.26,3.31,7.07,6.38,7.77,8.81,5.05,5.45,4.61,5.35,6.07,5.79,10.26,2.43,5.95,4.56,8.1,4.29,6.32,2.29,6.16,4.67,8.01,6.75,2.78,2.01,7.96,6.27,7.23,3.79,6.74,5.04,9.91,6.5,4.94,7.29,5.1,2.88,6.31,3.53,,,,,
February,,,,,4.07,5.06,5.16,1.09,6.85,1,7.85,1.75,4.15,5.27,1.01,3.6,5.82,3.46,7.31,2.07,0.79,4.69,0.16,5.05,0.68,4.76,3.14,6.59,1.95,7.43,2.18,5.04,2.28,6.26,2.86,7.81,4.96,2.35,6.28,6.26,5.5,3.46,1.96,2.68,4.74,2.92,,,,,
March,,,,,5.25,2.32,2.64,3.38,2.66,4.32,5.57,7.46,2.23,1.62,0.82,3.29,4.06,4.15,4.39,1.34,3.14,1.73,3.05,3.94,4.53,1.88,3.75,2.03,3.63,4.66,5.56,3.81,3.01,3.4,0.83,4.64,4.03,4.45,5.72,3.14,4.57,5.36,3.98,1.45,3.46,2.42,,,,,
April,,,,,2.47,3.2,4.42,1.84,0.89,3.06,3.14,1.62,2.42,4.43,2.65,5.03,2.32,3.06,2.25,2.24,1.46,2.82,4.27,1.86,5.27,3.14,1.52,2.15,0.95,2.22,3.72,2.08,3.4,4.18,3.25,2.37,2.15,6.35,4.18,6.48,3.89,2.52,1.97,3.02,2.66,2.67,,,,,
May,,,,,2.01,1.26,5.71,3.46,2.96,1.41,6.52,2.48,4.91,2.69,7,6.25,3.57,2.71,1.97,3.09,2.13,5.69,4.25,2.46,3.33,0.51,1,2.23,5,1.22,1.16,3.5,4.4,5.31,4.59,5.91,2.26,4.38,2.3,2.27,1.84,2.38,2.02,2.87,4.77,4.33,,,,,
June,,,,,0.85,2.08,2.74,3.47,1.21,3.11,1.98,0.44,2.36,1.66,2.71,0.94,2.55,5.07,5.16,3.54,3.47,5.94,1.15,1.2,2.62,4.6,2.82,4.05,6.7,2.51,0.89,1.15,2.46,4.85,4.03,6.04,3.61,5.34,7.02,1.87,2.88,3.49,4.38,2.26,4.7,2.06,,,,,
July,,,,1.23,2.98,5.35,3.98,2.74,4.58,1.99,5.23,4.43,4.3,5.16,5.14,2.54,4.65,3.76,3.58,3.68,3.06,6.74,4.24,4.48,2.9,2.1,5.22,4.13,5.41,6.2,4.6,4.15,3.79,3.18,3.56,3.67,5.01,3.96,4.5,3.12,7.1,6.48,3.08,7.01,2.94,1.61,,,,,
August,,,,2.1,5.01,4.23,4.31,6.6,4.84,3.39,5.79,7.74,3.03,8.09,4.36,4.4,4.01,8.06,5.69,8.13,6.28,3.92,2.78,3.81,4.81,2.53,4.4,4.52,2.57,1.69,2.67,6.16,5.32,8.83,4.28,3.13,5.28,0.04,10.12,5.36,5.79,5.38,5.58,3.57,6.6,1.54,,,,,
September,,,,2.54,2.3,2.66,1.25,4.19,6.57,5.28,4.27,2.24,3.02,8.82,5.31,4.15,4.55,6.97,4.75,2.15,4.43,1.94,5.65,1.42,5.7,6.88,4.5,3.39,5.21,2.98,4.77,1.91,6.44,3.41,5.32,7.4,8.15,6.14,9.05,2.29,11.07,3.86,3.93,5.13,7.53,4.41,,,,,
October,,,,2.4,1.96,3.28,8.28,7.54,6.31,1.21,2.22,6.33,2.7,6.26,3.95,3.54,6.72,6.32,7.11,6.74,7.51,4.55,7.17,3.05,6.8,10.88,6.69,4.4,9.89,3.3,5.54,5.7,8.25,10.09,4.98,6.88,0.67,2.48,8.37,8.25,4.25,1.47,3.7,3.35,11.92,4.7,,,,,
November,,,,7.28,6.4,2.46,4.23,9.38,5.29,5.34,5.72,3.02,3.16,4.36,3.93,1.14,6.54,5.2,7.28,7.23,6.64,7.89,5.39,2.01,1.7,5.61,4.23,0.96,9.32,9.92,6.35,3.69,1.16,3.12,10.39,0.97,6.8,7.33,4.81,4.55,4.17,7.08,2.65,7.98,7.69,2.45,,,,,
December,,,,4.81,7.22,6.74,7.85,2.07,5.53,9.23,4.9,8.13,5.27,4.01,6.43,3.94,2.95,1.39,4.22,10.32,4.92,5.47,8.35,1.33,4.84,2.67,5.85,3.54,3.56,2.64,4.99,3.29,5.8,2.36,7.38,4.07,4.66,3.51,6.43,10.46,2.76,7.11,5.36,5.75,8.05,8.15,,,,,
Total,,,,,44.53,42.09,57.83,49.07,54.76,45.72,60.96,54.45,42.6,57.82,47.92,44.17,53.81,55.94,63.97,52.96,49.78,55.94,54.56,34.9,49.5,47.85,49.28,42.66,62.2,51.52,45.21,42.49,54.27,61.26,58.7,56.68,54.32,51.37,78.69,60.55,58.76,55.88,43.71,47.95,71.37,40.79,,,,,
