"KILSYTH CURRYMIRE",,,,,,,,,,,,
Grid ref,NS736781,Long,-4.027274,Lat,55.979186,,,,,,,
Station no,5381,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.22,4.90,8.57,4.22,2.75,5.05,3.76,6.34,6.56,,
February,,1.29,1.68,9.46,3.62,2.94,4.09,3.75,3.56,3.25,,
March,,2.26,3.23,9.25,2.35,4.97,4.90,5.89,5.28,4.71,,
April,,3.40,0.85,1.66,5.52,3.41,2.24,1.99,1.74,4.99,,
May,,2.36,1.79,2.29,4.54,3.01,5.30,3.20,3.59,3.99,,
June,,4.01,2.44,4.13,2.00,0.98,2.00,4.80,2.69,2.79,,
July,,2.69,3.45,5.00,2.60,3.35,2.78,3.31,5.25,4.54,,
August,,5.08,2.74,6.70,5.25,4.63,5.56,7.04,4.88,4.37,,
September,,2.22,3.02,3.62,3.84,3.14,2.84,2.00,8.13,2.48,,
October,,4.85,2.50,10.25,2.24,3.20,7.21,8.28,2.12,6.18,,
November,,3.75,2.06,3.11,2.71,4.44,5.07,2.87,4.80,3.24,,
December,,5.05,4.27,3.58,5.58,4.55,4.67,8.19,3.95,7.00,,
Total,,39.18,32.93,67.62,44.47,41.37,51.71,55.08,52.33,54.10,,
Calc annual,0.00,39.18,32.93,67.62,44.47,41.37,51.71,55.08,52.33,54.10,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
