WINSLOW BOTOLPH HOUSE,,,,,,,,,,,,
Grid ref,SP733248,Long,-0.935670,Lat,51.916913,,,,,,,
Station no,RR8147,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.20,1.05,0.54,,,,,,,,,
February,4.50,0.92,1.11,,,,,,,,,
March,0.66,1.74,1.36,,,,,,,,,
April,0.72,2.10,1.00,,,,,,,,,
May,1.40,1.99,1.91,,,,,,,,,
June,3.05,0.99,2.25,,,,,,,,,
July,1.29,1.77,1.10,,,,,,,,,
August,3.51,2.14,2.10,,,,,,,,,
September,0.50,1.65,1.86,,,,,,,,,
October,2.26,1.58,1.57,,,,,,,,,
November,2.02,0.64,1.69,,,,,,,,,
December,3.20,2.64,1.21,,,,,,,,,
Total,26.31,19.21,17.70,,,,,,,,,
Calc annual,26.31,19.21,17.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
