NEATH-BRYNTEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS743983,Long,-3.819067,Lat,51.66937,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,4.19,8.73,5.61,12.08,2.8,8.33,5.4,7.12,3.53,6.39,1.38,6.5,5.8,7.24,6.82,3.96,3.26,5.73,7.09,5.35,4.38,5.57,4.28,11.43,2.53,1.88,8.09,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,0.69,8.66,5.21,4.33,5.89,1.34,0.61,5.67,0.05,5.44,0.72,5.28,1.96,7.7,2.84,4.19,4.94,4.34,0.45,3.16,1.95,6.66,3.75,0.87,2.87,2.51,8.68,5.93,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.34,1.46,1.15,5.35,3.91,1.82,2.64,1.14,2.55,3.43,3.92,1.07,3.25,2.51,1.2,1.97,3.95,3.19,3.89,1.29,0.48,2.95,1.2,9.02,2.71,2.93,3.22,6.08,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,4.03,2.91,2.49,2.18,1.33,0.8,3.38,3.56,3.7,2.75,3.91,5.93,3.48,3.41,0.98,3.84,3.48,1.52,1.72,1.56,3.73,2.78,1.44,4.18,3.09,4.5,4.31,4.52,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.03,6.22,3.27,2.55,1.21,4.29,2.92,4.25,6.51,1.77,2.49,1.94,1.1,1.95,5.06,0.91,1.12,2.62,6.85,3.84,1.82,4.37,2.71,3.03,3.7,4.15,1.78,2.8,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.46,0,2.96,4.78,5.85,2.93,2.75,5.36,2.37,2.02,2.41,5.41,3.13,2.58,3.32,3.42,0.72,1.48,0.29,5.1,3.48,5.31,4.72,3.46,6.16,0.48,2.95,1.57,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,6.52,3.39,3.02,4.81,3.93,5.12,4.31,7.76,6.43,5.49,0.9,1.08,7.3,3.62,5,10.2,3.95,4.13,5.17,4.45,3.74,4.52,4.68,4.59,3.61,1.26,5.87,1.07,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,7.65,9.46,6.43,6.26,4.59,4.66,6.49,5.47,1.05,1.69,3.84,1.82,1.83,1.83,4.46,3.4,0.48,6.53,5.12,5.4,4.16,3.04,6.62,0.84,9.62,3.06,9.34,10.21,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,6.8,5.03,1.85,7.2,1.71,1.02,5.94,2.99,6.54,2.05,5.56,8.4,3.39,3.63,2.55,0.56,2.5,0.42,4.24,6.97,5.49,3.43,7.65,3.05,6.61,2.05,10.9,5.65,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,5.91,5.99,4.64,3.94,10.39,7.83,8.84,1.86,9.8,8.16,4.13,7.54,2.63,3.92,9.27,4.37,5.54,3.85,5.15,4.81,6.76,5.61,1.53,1.45,6.4,9.88,4.52,1.19,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,4.04,3.22,10.38,5.47,7.77,14.59,5.69,9.6,4.26,1.52,1.91,8.12,5.9,3.26,8.07,11.25,10.77,2.62,1.12,2.76,9.13,0.84,9.56,5.51,4.44,6.59,7.83,10.57,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,9.63,4.9,0.48,3.13,5.98,10.44,6.5,3.46,4.52,2.21,12.53,3.94,4.51,3.56,6.03,3.76,4.67,4.99,8.24,2.7,4.84,7,5.59,5.21,9.15,6.3,4.09,5.39,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,55.43,50.61,55.61,64.64,57.64,58.4,56.52,54.9,40.06,48.71,51.91,44.98,43.77,56.02,54.69,46.08,38.95,47.97,49.13,50.93,50.89,55.02,45.49,69.79,46.24,65.37,63.07,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
