HAY-GWERNYFED-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO173373,Long,-3.2067995,Lat,52.027923,Elevation,375,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4208/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,2.59,4.15,2.43,1.12,0.8,4.07,2.24,1.75,2.74,3.17,5.33,0.94,3.21,0.7,4.87,2.99,2.2,1.24,3.67,3.57,1.35,4.27,1.82,1.1,1.66,2.87,0.34,3.31,4.05,1.29,3.23,1.48,1.29,2.75,3.27,2.88,3.42,3.84,,,,,,,,,1.87,4.57,2.42,3.3,1.06,4.76,5.1,,,
February,,,,,,3.92,1.1,0.34,0.69,1.81,1.02,0.09,2.94,4.05,3.5,0.05,0.63,2.41,1.69,3.48,5.82,1.2,1.22,2.01,3.82,1.22,2.23,1.6,1.64,0.59,3.17,1.7,1.81,1.31,2.6,5.7,5.01,1,1.49,2.7,1.41,0.1,3.65,,,,,,,,,2.53,0.19,4.1,0.32,2.78,2.6,4.99,,,
March,,,,,,1.14,2.78,1.19,3.22,2.81,1.57,1.99,1.12,0.64,2.36,1.95,3.13,4.32,0.96,0.84,1.62,3.55,1.49,4.64,2.37,3.83,1.82,0.83,3.05,3.15,0.65,1.62,4.65,5.88,4.38,0.67,3.96,2.63,1.6,4.83,3.71,1.88,3.08,,,,,,,,,0.37,2.26,2.34,2.1,0.73,2.95,3.66,,,
April,,,,,,3.39,2.72,1.2,1.4,3.75,0.98,1.67,1.03,0.21,2.27,1.84,0.73,1.96,2.19,2.97,1.49,2.6,2.06,1.62,0.99,3.47,0.9,4.2,1.99,2.47,3,1.4,0.31,3.72,1.23,0.87,1.04,1.81,2.3,1.2,5.12,0.85,2.77,,,,,,,,,2.62,4.42,0.78,3.08,3.81,2.69,2.34,,,
May,,,,,1.07,2.29,5.66,1.52,1.07,2.93,1.76,3.08,1.98,2.91,2.65,0.57,0.27,1.19,4.47,1.97,2.64,0.85,2.47,4.52,1.73,0.26,1.61,3.16,2.85,1.03,1.84,1.15,1.36,2.07,1.68,2.93,3.47,4.3,2.69,0.31,1.5,0.71,0.79,,,,,,,,,3.35,5.12,1.56,1.61,1.3,2.09,1.01,,,
June,,,,,2.93,2.41,2.31,0.81,3.23,0.43,1.8,2.53,2.75,2.66,1.39,0.96,1.54,2.31,1.21,1.76,2.28,2.27,3.26,3.34,0.85,2.18,2.65,3.08,1.05,3.18,5.3,2.6,3.59,1.36,2.2,1.12,1.42,2.43,0.53,1.21,2.83,0.15,0.88,,,,,,,,,4.71,0.66,3.75,0.9,3.61,3.67,0.9,,,
July,,,,,2.37,0.36,2.32,1.29,4.08,4.45,1.53,1.56,1.8,3.41,4.57,3.62,1.18,2.31,1,0.96,2.25,2.25,1.15,4.28,2.5,0.76,0.75,2.95,3.34,2.6,2.53,0.77,3.74,0.44,4.02,4.98,0.81,1.99,3.55,1,3.22,0.82,3.17,,,,,,,,,3.39,2.49,1.91,0.76,0.57,5.08,3.82,,,
August,,,,,2.46,1.57,1.8,1.88,2.38,2.55,3.37,5.37,3,1.56,3.42,3.04,2.37,4.04,2.85,1.15,3.65,2.19,2.44,4.15,2.26,4.01,1.82,2.36,3.84,1.21,4.63,1.52,8.14,1.17,1.99,2.2,2.11,7.01,1.51,2.44,0.93,3.59,2.16,,,,,,,,,3.05,3.13,0.61,2.1,1.11,0.23,1.7,,,
September,,,,,2.25,4.55,3.12,2.71,0.42,2.09,1.7,2.9,1.93,1.37,2.1,1.01,5.84,3.46,0.75,2.59,0.86,2.12,2.15,4.15,1.8,1.59,0.84,0.69,2.12,3.16,0.7,1.78,0.97,2.51,1.35,0.55,1.63,2.36,6.53,1.63,3.34,1.44,1.42,,,,,,,,,1.56,2.91,1.94,2.11,4.04,2.07,2.17,,,
October,,,,,1.3,3.91,6.04,2.06,1.24,4.67,1.47,7.76,3.4,2.48,4.56,4.12,3.4,1.84,5.39,3.98,4.87,2.44,2.9,6.25,0.99,1.81,4.05,9.38,2.11,5.62,3.39,2.14,3.75,5.41,3.13,4.77,5.48,4.18,1.66,1.93,3.23,1.66,0.45,,,,,,,,,0.66,6.46,5.69,2.21,3.3,2.1,4.2,,,
