DUNGAVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS657372,Long,-4.133601,Lat,55.609811,Elevation,798,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,5.66,4.79,2.63,2.94,4.6,4.33,7.39,3.14,5.4,5.64,9.38,14.2,5.64,6.8,4.97,5.03,6.22,8.34,15.56,1.42,7.3,5.43,9.56,5.04,7.27,2.63,4.83,6.54,8.67,4.28,3.56,1.23,6.5,5.98,6.48,3.6,6.02,3.47,8.63,,
February,,,,,,,,,,,7.68,9.99,2.78,3.41,5.57,5.91,5.14,0.86,7.48,0.61,8.42,1.46,4.32,5.41,2.17,5.73,3.9,3.18,5.79,2.19,0.32,4.32,0.02,5.54,0.85,7.24,2.4,6.08,2.65,6.18,2.39,3.47,1.45,5.69,1.97,7.58,3.66,0.88,4.38,,
March,,,,,,,,,,,2.73,2.36,5.74,6.18,5.6,2.82,2.61,2.28,2.32,3.93,6.7,10.37,2.43,2.19,1.35,2.04,5.72,3.82,2.59,0.94,3.46,0.8,2.36,4.15,2.61,2.47,2.85,1.28,5.16,4.3,5.35,3.01,2.54,3.04,0.88,3.73,2.92,3.1,4.42,,
April,,,,,,,,,,,4.56,2.82,2,2.96,3.23,3.8,4.23,3.1,1.61,3.23,3.32,1.04,1.99,2.28,3.01,6.11,3.06,4.9,1.41,1.87,1.62,2.05,4.02,2.45,4.75,3.87,1.01,2.57,0.75,2.63,3.38,2.05,2.17,3.47,3.81,1.94,2.01,6.7,4.66,,
May,,,,,,,,,,,3.18,3.17,2.04,3.53,2.69,1.52,6.59,2.46,2.6,0.79,7.54,1.77,5.06,3.35,5.47,8.37,5.14,2.36,1.56,4.99,1.83,3.59,2.48,2.42,3.87,0.74,2.05,1.7,4.39,0.71,1.53,3.7,2.52,3.96,3.79,5.66,0.84,3.18,1.23,,
June,,,,,,,,,,,2.3,3.08,4.52,3.68,1.02,1.66,3.28,3.28,1.34,5.01,2.4,0.92,3.53,1.89,2.35,0.5,3.26,6.3,6.54,2.98,3.63,7.12,1.97,2.3,3.07,4.81,2.2,3.98,5.37,2.31,1.36,0.75,1.44,4.08,4.11,4.48,3.19,2.79,6.37,,
July,,,,,,,,,,,5.23,3.08,3.11,1.54,,6.36,4.03,1.81,2.56,0.75,5.59,3.97,4.85,5.53,3.84,3.07,4.33,6.55,4.85,4.61,3.35,4.73,4.29,5.56,3.05,2.68,6.2,4.8,6.73,4.15,4.74,3.92,2.77,2.84,3.32,2.96,3.17,2.54,3.84,,
August,,,,,,,,,,4.37,6.67,2.51,4.47,1.38,,3.38,5.58,5.79,5.55,4.44,7.36,8.07,3.37,8.9,4.75,2.78,4.2,6.36,4.78,9.61,6.54,1.64,2.12,4.25,4.65,2.48,3.4,4.56,3.74,1.83,2.3,7.78,2.69,5.47,3.79,2,2.91,0.16,6.9,,
September,,,,,,,,,,2.97,1.53,2.18,3.81,2.36,,1.04,1.99,3.72,6.93,6.55,2.61,2.57,2.39,6.72,6.31,3.54,5.01,8.08,5.68,2,3.57,1.44,8.06,1.51,5.37,7.52,3.7,3.57,4.23,1.71,4.99,1.6,3.37,3.41,5.92,6.73,6.28,4.94,6.71,,
October,,,,,,,,,,7.82,2.94,4.93,5.76,3.01,2.07,2.02,8.15,10.06,6.96,2.47,2.35,8.56,3.12,8.67,3.7,4.16,6.45,6.61,9.05,7.2,7.48,4.61,7.36,3.97,9.34,9.36,6.53,4.62,11.63,2.19,5,4.48,7.18,9.3,5.54,4.58,0.6,1.84,6.06,,
November,,,,,,,,,,2.69,3.39,7.1,4.95,6.54,7.43,2.47,6.8,11.5,5.28,5.58,5.08,2.81,3.38,5.78,4.11,1.11,7.79,8.39,5.52,8.18,7.22,7.48,5.09,1.35,1.97,7.03,4.51,1.05,9.54,8.64,6.54,3.09,1.59,3.48,9.17,0.77,6.78,8.39,,,
December,,,,,,,,,,5.88,6.15,7.24,13.83,5.9,6.41,6.24,6.13,3.61,5.99,12.46,4.75,13.03,5.93,6.17,6.26,4.64,2.72,2.18,4.94,13.49,3.1,7.25,9.53,1.57,6.48,3,6.95,3.13,3.02,2.79,7.32,3.26,6.38,3.35,5.51,2.96,4.52,2.91,,,
Total,,,,,,,,,,,52.02,53.25,55.64,43.43,,41.55,61.92,51.61,54.02,51.46,65.5,68.77,46.01,63.69,48.29,47.08,57.8,67.07,68.27,59.48,49.42,50.46,56.86,40.11,53.28,53.83,46.63,43.88,65.88,41.72,48.46,38.34,40.6,54.07,54.29,46.99,42.9,40.9,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 -999 deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
