SOUTHFLEET KENT WATERWORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ610724,Long,0.314481,Lat,51.427738,Elevation,82,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.06,2.61,0.58,0.5,1.93,2.72,0.92,3.36,1.17,1.09,0.97,1.9,0.89,4.64,2.86,0.55,3.35,0.95,0.91,3.11,3.17,2.45,1.45,2.42,1,2.34,1.47,2.01,1.99,2.29,0.83,2.34,1.47,1.55,1.42,1.57,1.14,4.19,4.58,2.23,3.97,2.42,2.85,1.93,4.4,1.33,2.06,1.19,1.71,2.77,0.98,1.3,1.95,1.7,0.84,1.35,2.19,3.22,0.8,2.29,1.75,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.78,4.08,1.1,0.96,1.44,2.79,0.77,1.7,1.17,0.99,0.71,3.56,0.94,1.39,0.69,2.92,3.66,4.21,0.68,0.63,2.27,0.5,0.38,1.58,3.14,0.75,3.01,2.49,3.89,1.16,0.38,0.94,1.75,0.19,1.69,0.34,2.76,1.39,3.73,0.75,1.31,1.65,1.73,0.61,1.04,0.83,0.98,2.46,1.63,1.51,0.98,3.97,5.64,1.07,1.18,1.75,1.56,0.15,2.57,1.74,0.04,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.56,0.9,1.71,1.62,1.78,1.54,2.74,0.99,0.76,2.06,3.27,1.2,1.84,2.63,2.28,4.02,0.65,4.2,1.4,0.89,3.12,0.68,1.52,1.31,1.87,0.77,0.87,0.2,2.51,1.82,0.03,1.09,0.28,1.17,2.05,2.27,0.33,0.88,3.39,0.42,1.38,3.41,2.71,2.36,0.28,0.06,1.43,1.34,4.5,0.74,0.64,0.79,2.63,2.35,0.29,1.55,0.88,1.02,0.88,1.14,1.26,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.66,0.75,1.46,0.44,1.61,0.75,2,0.58,2.38,2.4,1.41,1.48,1.8,0.05,2.14,0.78,1.3,1.23,1.89,2.51,3.24,2.74,1.27,2.48,1.77,3.29,1.72,4.72,1.46,1.76,1.18,1.47,3.98,1.27,0.72,1.93,2.44,1.53,2.17,0.37,2.03,1.64,1.72,1.13,1.1,1.43,1.03,1.94,1.51,1.78,1.26,2.47,2.95,0.76,2.32,0.31,0.2,1.37,0.17,1.69,1.55,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.16,1.61,1.06,2.39,2.08,1.65,0.8,1.48,2.23,1.46,1.17,2.43,0.57,0.78,1.12,1.12,3.62,1.58,2.08,1.95,0.38,0.37,0.87,1.01,2.02,2.04,1.48,1.06,0.82,2.25,0.87,3.34,2.76,3.24,1.64,0.44,1.21,0.47,2.93,1.73,1.69,1.64,1.47,2.76,2.65,0.36,2.32,3.59,0.78,1.42,1.37,1.44,2.02,1.3,1.46,1.93,3.6,0.49,0.95,1.88,0.7,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.12,2.29,0.68,2.47,5.28,0.87,4.47,2.15,2.62,1.34,2.8,2.01,1.75,3.11,0.3,1.08,1.02,1.6,1.53,1.07,1.32,1.46,0.18,0.87,0.8,2.42,0.21,2.74,2.56,2.59,0.71,0.6,1.04,0.79,1.41,1.45,2.92,3.24,3.11,0.49,1.13,0.44,1.78,0.19,1.4,1.37,1.29,2.11,1.8,1.77,0.97,1.77,1.12,1.16,1.67,3.17,1.43,1.52,0.76,3.97,0.55,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.23,1.29,1.76,1.5,6.1,1.41,0.46,0.9,1.08,3.03,3.38,2.67,0.93,0.99,2.19,0.97,3,1.05,5.93,4.99,1.91,3.5,0.14,2.35,0.89,2.62,3.65,1.77,2.66,2,1.3,1.56,2.77,1.31,2.55,1.34,0.53,2.36,0.91,1.18,2.71,4.39,2.12,2.35,1.38,1.68,3.21,1.76,2.3,0.85,0.83,2.4,2.76,0.6,3.47,2.44,0.06,4.48,3.46,2.34,1.28,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.89,2.21,1.6,2.7,3.32,1.6,2.25,0.59,1.81,2.92,2.37,1.37,0.98,3.69,1.5,1.11,2.32,2.11,4.3,1.47,2.11,1.61,1.63,1.98,1.5,1.93,2.58,1.35,3.54,2.98,2.3,2.49,3.25,0.88,0.31,1.71,1.95,0.59,0.71,1.22,2.85,0.23,3.54,1.83,1.08,3.94,1.46,4.09,0.27,4.33,1.26,1.74,2.71,2.1,1.15,2.69,0.47,2.47,2.86,3.86,0.58,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.54,0.72,0.99,0.77,2.17,1.14,1.52,1.96,0.34,1.34,2.45,0.7,0.66,2.73,1.68,0.54,1.98,1.03,1.14,3.08,1.06,4.29,1.33,2.19,1.41,2.38,1.88,0.83,3.8,0.49,0.03,3.21,1.6,1.46,2.62,1.23,2.91,2.22,1.39,2.8,1.07,0.98,0.34,2.54,2.23,2.47,0.69,2.4,1.32,1.16,0.93,2.15,3.04,3.1,2.39,1.22,2.66,2.1,2.44,6.03,0.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.07,1.4,2.34,1.45,5.12,1.69,1.12,4.7,3.28,1.39,3.7,2.19,2.89,2.09,4.04,1.61,1.8,3.16,2.23,1.63,0.72,0.9,0.73,1.33,4.75,2.85,3.19,2.74,1.07,3.38,2.65,1.01,0.44,4.71,1.33,1.77,2.6,1.63,1.93,2.37,6.67,2.64,0.95,2.9,1.98,3.58,3.36,1.18,0.17,1.65,6.01,0.34,0.64,1.98,2.62,1.53,3.88,1.19,1.19,2.41,1.85,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
