"DONCASTER WADWORTH HALL 8"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK566972,Long,-1.148839,Lat,53.468505,Elevation,190,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,1.57,2.53,1.28,0.9,1.52,1.59,3.49,0.55,2.84,0.51,2.58,2.89,1.45,0.88,2.1,2.22,0.51,2.9,0.81,1.2,1.27,2.15,1.03,3.73,3.4,1.17,2.46,0.67,,,
February,,,,,,,,,,1.6,0.9,0.03,2.12,2.87,2.93,0.21,0.81,3.24,0.67,1.81,4.33,1.21,1.54,1.36,3.69,0.91,2.64,1.28,2.23,0.5,2.12,0.95,1.55,0.79,1.3,2.57,3.56,,,
March,,,,,,,,,,4.05,1.67,1.52,0.97,0.36,0.74,1.86,2.09,2.72,1.09,0.95,0.61,1.67,1.5,2.77,1.82,2.12,1.25,1.21,3.21,3.52,0.5,1.18,3.13,2.53,1.74,0.96,3.9,,,
April,,,,,,,,,,2.77,0.39,1.5,1.23,0.39,3.11,2.31,1,1.79,2.78,2.01,0.88,1.3,2.23,1.31,1.35,2.29,0.77,2,2.23,1.65,2.13,0.88,0.2,2.65,0.77,0.87,1.65,,,
May,,,,,,,,,,4.65,2.48,3.36,2.5,1.78,1.34,0.81,0.81,0.96,2,2.67,1.37,1.05,2.66,2.88,2.24,0.52,1.42,3.92,2.47,1.69,2.22,0.86,3.99,1.87,1.85,1.53,3,,,
June,,,,,,,,,,0.27,2.06,2.72,3.67,1.49,2.55,2.75,3.55,2.49,0.93,1.73,2.26,1.43,1.31,1.72,0.54,2.96,2.09,3.3,1.4,3.66,2.89,3.42,4.59,0.88,1.82,0.75,1.33,,,
July,,,,,,,,,5.31,1.34,1.96,1.88,1.99,4,4.06,4.16,1.29,0.76,3.51,1.73,1.96,2.86,1.79,2.27,2.76,1.48,0.66,2.78,2.95,4.05,2.88,0.23,4.62,1,4.38,5.13,1.05,,,
August,,,,,,,,,2.21,3.55,2.56,3.52,1.89,1.38,1.66,1.5,1.67,2.69,3.74,0.78,4.2,1.01,3.35,3.27,3.3,3.21,1.43,2.08,2.22,2.88,2.59,2,4.98,1.38,2.54,2.57,1.35,,,
September,,,,,,,,,1.14,1.44,1.57,1.65,1.84,1.23,0.48,0.86,4.25,1.87,0.61,2.38,0.88,0.84,0.87,2.99,1.6,1.67,1.03,0.44,1.41,1.85,0.3,2.04,1.24,4.3,1,0.75,1.57,,,
October,,,,,,,,,0.67,3.43,1.05,3.14,4.93,1.41,3.57,2.81,3.52,1.08,2.78,3,3.26,1.95,2.87,5.55,0.41,1.31,5.13,4.84,0.76,2.5,1.76,2.49,2.46,3.08,2.28,1.06,1.82,,,
November,,,,,,,,,4.13,0.55,3.57,2.64,1.13,2.14,1.28,3.73,1.33,2.23,2.58,1.14,2.42,3.03,1.95,1.26,1.07,3.18,2.87,2.36,1.02,0.35,3.43,3.22,2.5,2.23,2.33,2.45,3.06,,,
December,,,,,,,,,1.84,1.28,0.52,3.62,0.43,2.64,1.3,2.52,2.78,2.13,1.69,2.67,3.09,5.22,2.05,1.02,1.38,0.45,2.6,2.65,1.6,4.98,3.67,4.34,2.6,1.3,4.49,5.93,2.25,,,
Total,,,,,,,,,,26.5,21.26,26.86,23.6,21.21,24.61,27.01,23.65,24.8,22.89,23.45,28.15,23.02,23,28.5,22.38,20.61,24.79,27.67,22.7,28.9,26.64,22.64,35.59,25.41,25.67,27.03,25.21,,,
