WILMSLOW-PARKSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ844807,Long,-2.2356595,Lat,53.32299,Elevation,255,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,1.88,2.99,3.79,1.98,1.93,2.69,2.39,1.6,3.93,1.12,1.26,1.55,2.48,,2.69,2.72,1.76,5.51,1.87,2.29,1.89,3.51,3.57,4.3,3.06,2.86,3.01,2.42,,,,,
February,,,,,,,,,2.15,1.3,3.61,1.34,1.05,2.26,2.66,1.9,3.28,1.84,1.79,1.17,2.26,,1.05,1.22,1.65,2.63,3.71,0.88,3.15,0.76,2.87,0.43,3.53,4.43,0.92,4.79,,,,,
March,,,,,,,,,0.92,1.77,0.85,1.99,1.61,3.5,1.57,3.41,2.57,2.44,3.13,2.45,0.62,,4.61,3.52,4.54,1.43,1.87,1.7,1.62,4.89,3.1,2.08,1.84,1.73,0.94,1.32,,,,,
April,,,,,,,,,1.88,3.12,1.84,2.14,2.11,2.01,1.76,2.37,2.29,1.28,1.54,2.19,2.61,2.23,0.41,3.94,1.06,1.28,,2.1,1.14,1.85,5.32,1.21,2.5,2.96,1.94,1.88,,,,,
May,,,,,,,,,3.26,2.24,1.38,1.01,3.54,2.78,2.06,0.68,3.26,3.28,2.13,1.57,3.02,0.57,2.48,2.54,1.95,1.46,,2.82,2.14,1.27,4.86,1.89,1.46,3.05,4.86,4.33,,,,,
June,,,,,,,,,2.6,1.9,3.98,1.79,1.46,1.28,0.76,2.42,1.3,4.55,2.1,2.81,2.15,3.22,4.06,1.97,1.63,1.74,,2.7,1.42,2.21,3.12,0.41,2.41,0.93,1.98,0.13,,,,,
July,,,,,,,,,0.67,1.39,2.42,3.51,2.19,3.39,1.17,2.28,1.11,2.7,3.55,4.54,3.76,0.54,3.27,1.64,4.24,3.9,1.7,1.45,4.28,2.07,5.62,0.97,4.36,4.18,3.17,2.45,,,,,
August,,,,,,,,,5.06,1.54,5.05,2.13,4.14,3.71,4.09,4.07,2.59,4.03,2.89,3.08,5.65,2.21,5.86,1.86,3.4,3.54,2.41,4.9,3.2,3.25,2.07,4.57,3.72,4.22,5.06,3.3,,,,,
September,,,,,,,,,0.86,3.52,1.25,0.56,1.4,5.17,1.42,2.1,1.98,0.56,2.69,1.71,0.25,3.47,1.67,0.97,2.9,0.53,2.31,1.71,7.9,2.34,2.33,0.99,2.8,4.66,3.86,4.67,,,,,
October,,,,,,,,,3.43,2.84,3.97,2.88,3.82,6.56,1.11,2.86,5.21,3.06,1.41,4.28,1.49,2.55,2.99,1.71,1.67,1.29,3.59,4.48,2.1,2.68,1.8,2.14,0.4,3.76,4.01,3.82,,,,,
November,,,,,,,,,1.73,1.21,2.08,3.61,1.43,3.09,2.37,3.38,1.99,2.58,2.67,1.19,4.76,2.9,2.36,2.65,3.3,1.72,2.21,3.23,1.63,2.66,0.86,1.93,2.03,3.44,1.24,2.01,,,,,
December,,,,,,,,,3.65,2.43,3.52,4.15,2.45,1.33,1.93,0.43,3.54,2.32,2.59,6.69,2.09,5.14,3.45,2.01,4.83,4.8,2.94,1.52,5.79,5.81,2.15,4.24,4.92,4.47,3.46,1.84,,,,,
Total,,,,,,,,,28.09,26.25,33.74,27.09,27.13,37.77,23.29,27.5,33.05,29.76,27.75,33.23,31.14,,34.9,26.75,32.93,29.83,,29.78,36.26,33.3,37.67,25.16,33.03,40.69,34.45,32.96,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is on Alderley Road at the stated relationship to church and station and also the stated altitude. Cannot find Parksyde but it is on Alderley Road. NGR could be+/-100m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The readings for Jan to May 1898 inclusive are the same as Wilmslow Southside. The inspector has commented on the Southside record and states that the observer denies any contact, no comments on this record. Readings left in this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
