"WELSHPOOL POOL QUAY VIC",,,,,,,,,,,,
Grid ref,SJ257119,Long,-3.100939,Lat,52.699656,,,,,,,
Station no,RR2106,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.32,1.97,1.47,3.19,2.57,0.64,,,,,,
February,3.58,0.77,1.04,1.84,3.31,1.20,,,,,,
March,0.87,3.26,1.67,4.88,1.25,4.52,,,,,,
April,1.09,2.40,1.57,1.26,1.02,1.42,,,,,,
May,2.02,1.43,2.74,3.19,2.15,1.24,,,,,,
June,2.24,2.79,2.47,1.66,1.18,2.76,,,,,,
July,1.79,4.54,1.40,3.24,1.98,1.21,,,,,,
August,3.75,1.48,3.15,5.34,3.91,3.79,,,,,,
September,0.62,1.20,1.63,4.70,1.47,1.30,,,,,,
October,3.16,2.65,2.81,8.00,0.69,1.63,,,,,,
November,2.84,1.86,1.85,2.16,1.25,2.69,,,,,,
December,3.49,4.78,2.74,2.33,1.92,0.78,,,,,,
Total,28.77,29.13,24.54,41.79,22.70,23.18,,,,,,
Calc annual,28.77,29.13,24.54,41.79,22.70,23.18,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
