"WANDSWORTH STREATHAM HILL RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,7,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.95,1.52,2.06,1.36,3.00,1.85,2.15,1.81,3.32,0.86,2.40,
February,0.57,0.13,1.68,2.84,0.61,2.98,2.61,3.35,1.44,0.59,0.57,
March,1.37,0.95,1.44,1.90,0.60,0.70,0.17,2.38,1.68,0.06,1.42,
April,2.23,1.17,2.47,1.17,3.44,1.61,3.84,2.15,1.27,1.01,1.40,
May,0.64,1.71,0.74,2.17,2.84,1.79,1.38,1.09,2.67,1.34,3.04,
June,2.10,0.18,1.23,0.45,2.30,0.08,2.92,2.85,2.35,1.04,1.79,
July,3.30,0.09,3.63,2.46,3.21,3.62,1.56,2.56,2.13,1.57,1.89,
August,1.74,0.48,2.31,2.23,2.53,2.41,1.70,4.09,3.23,1.91,2.82,
September,3.45,1.73,1.70,1.10,2.73,2.14,1.43,4.33,0.80,0.12,3.64,
October,0.55,0.78,1.06,5.15,3.51,2.68,2.29,1.49,3.43,2.71,0.95,
November,0.88,1.76,1.29,1.78,2.98,1.52,4.93,2.48,1.57,5.30,4.25,
December,1.78,1.06,3.13,2.14,2.90,2.40,0.41,3.10,2.37,4.61,1.63,
Total,20.56,11.56,22.74,24.75,30.65,23.78,25.39,31.68,26.26,21.12,25.80,
Calc annual,20.56,11.56,22.74,24.75,30.65,23.78,25.39,31.68,26.26,21.12,25.80,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
