PENRITH NUNWICK HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY553358,Long,-2.69538,Lat,54.715207,Elevation,258,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.39,1.84,1.8,1.45,3.98,1.64,1.38,1.02,2.05,5.76,2.17,2.67,1.88,4.29,3.88,1.49,5.33,1.26,2.59,2.83,3.58,1.22,2.64,3,2.64,3.65,2.98,2.06,3.1,3.43,3.93,4.87,3.32,2.09,2.62,3.85,3.56,3.79,5.33,0.98,5.19,2.92,4.23,3.04,3.83,2.24,3.72,3.32,4.18,4.99,1.65,0.68,2.36,4.26,2.03,2.72,2.26,2.24,5.57,1.87,2.22,2.8,3.65,0.89,3.13,1.82,2.65,3.03,2.7,1.89,3.88
February,0.65,0.19,1.9,3.24,5.27,0.35,1.47,1.75,2.74,2.46,4.27,1.47,0.92,4.86,3,2.9,2.51,1.81,2.91,2.23,5.02,2.76,1.92,1.6,4.8,4.82,3.58,1.12,3.28,0.61,2.11,0.15,2.89,4.45,1.17,5.58,3.13,1.34,3.56,0.46,0.21,2.66,0.13,2.32,0.18,3.91,2.16,4.08,0.93,2.27,0.69,4.08,1.91,2.62,1.17,2.28,1.9,0.49,2.24,2.11,3.46,3.51,0.72,1.04,2.04,1.09,0.96,2.43,3.45,0.49,2.79
March,2.07,1.39,0.91,0.92,1.92,3.22,4.04,4.81,0.96,1.69,0.48,2.33,2.51,4.79,1.6,3.11,2.05,2.93,3.8,3.13,1.36,1.45,3.45,4.8,2.89,1.54,1.87,1.78,0.92,3.07,4.8,3.53,1.85,1.53,0.99,1.41,1.52,3.13,3.63,0.13,2.49,1.41,3.06,2.08,1.91,1.32,1.53,1.53,1.62,3.07,3.27,2.3,1.21,0.76,0.41,1.02,0.78,3.06,2.21,1.12,1.59,2.52,0.99,0.35,2.44,0.92,1.19,1.51,0.73,1.41,0.8
April,0.99,0.93,1.14,0.54,1.45,0.91,2.01,1.67,3.08,2.27,2.28,1.98,2.21,1.21,2.77,3.09,0.73,2.42,2.01,2.66,2.67,1.79,0.4,4.52,0.85,1.63,2.4,2.61,1.08,1.75,2.74,0.75,2.24,2.72,1.84,3.19,1.77,2.52,0.92,1.45,1.71,2.14,2.67,1.03,3.3,2.88,0.71,2.32,0.21,1.22,1.48,0.6,1.61,1.79,1.14,1.44,1.11,2.98,2.2,2.79,2.23,2.03,2.17,2.56,0.7,0.65,1.1,0.56,0.95,2.62,2.37
May,2.42,1.36,3.55,2.01,3.46,0.53,0.57,1.29,2.66,2.51,1.56,1.39,2.47,2.49,2.18,0.36,5.11,4.4,2.68,1.4,1.99,1.71,1.67,1.42,1.63,1.4,2.34,2.31,1.54,1.28,4.52,1.76,1.4,2.06,3.37,3.82,2.18,2.33,1.58,1.31,1.22,2.49,2.42,2.64,2.86,1,0.83,2.43,2.62,0.84,1.44,2.8,2.2,3.04,1.24,3.64,1.23,2.16,1.31,2,1.56,1.41,1.77,1.76,2.78,2.5,1.35,1.78,3.5,1.36,2.17
June,3.64,1.31,4.32,1.98,2.22,1.88,3.44,2.86,2.28,0.94,3.55,2.17,2.04,1.43,1.81,0.94,0.88,3.75,1.23,2.15,1.77,3.01,5.01,1.56,1.67,0.49,2.79,1.81,1.09,1.44,1.52,0.29,2.3,0.83,1.26,0.17,2.99,2.93,4.53,1.46,2.16,4.56,1.76,2.75,2.11,3,3.3,1.59,3.47,2.54,0.47,0.27,0.64,3.12,2,2.82,1.96,2.13,4.9,0.45,1.51,0.82,2.08,1.75,2.35,1.82,3.15,1.33,2.56,3.91,0.78
July,1.69,4.25,1.78,3.22,3.29,5.72,3.5,1.39,1.08,4.21,2.13,1.25,3.84,4.49,1.22,1.95,1.45,1.45,3.12,4.71,3.84,0.32,3.65,1.11,4.02,2.76,3.28,1.27,3.66,1.23,3.96,2.35,3.54,2.19,3.87,1.31,3.75,5.06,3.33,3.74,4.91,3.4,4.65,2.05,2.07,1.11,5.34,2.47,3.83,4.13,4.21,0.67,2.72,3.11,2.64,1.48,2.95,5.94,1.01,2.07,3.64,2.17,2.17,2.75,2.57,1.61,3.42,3.08,3.13,2.24,4.02
August,4.75,6.01,6.32,3.18,3.16,3.65,1.74,4.06,4.46,1.16,4.97,3.21,1.35,4.09,2.93,2.95,3.96,3.72,4.08,3.01,5.48,2.39,4.63,1.4,1.59,3.04,2.58,5.31,4.16,2.61,1.51,4.86,2.16,6.42,2.32,2.78,4.04,7.42,7.68,3.58,7.2,3.11,1.63,2.08,2.76,1.93,1.46,1.83,2.28,2.43,1.47,4.32,2.15,4.81,2.09,2.11,4.89,0.09,3.71,2.07,5.4,3.5,4.12,3.56,3.91,2.53,8.29,4.72,4.43,0.34,3.25
September,2.87,4.36,4.72,2.93,0.5,1.28,3.77,3.61,0.73,5.18,1.99,1.07,1.38,4.59,0.83,2.32,1.37,0.46,3.12,2.33,0.46,3.46,1.63,1.98,2.3,0.86,1.74,3.02,8.01,1.22,2.29,1.3,3.19,2.94,3.91,3.58,4.19,7.33,1.6,1.52,2.36,1.22,4.31,1.33,3.5,5.42,4.64,2.62,1.93,1.15,3.32,1.19,2.82,4.31,4.65,2.15,3.98,2.17,3.38,0.82,6.03,2.55,2.36,3.84,4.82,2.26,2.34,3.17,4.37,1.03,1.57
October,2.1,3.71,5.08,2.75,2.91,4.72,5.09,2.08,2.37,2.31,5.53,2.64,2.69,8.73,1.26,2.48,5.91,4.88,1.3,4.82,2.58,2.87,3.12,2.69,1,0.47,5.53,4.37,3.51,2.28,1.75,2.3,0.87,5.32,2.75,3.79,2.88,3.07,5.19,4.8,5.13,2.28,5.82,3.37,4.51,5.5,3.19,1.66,7.39,2.04,3.67,4.12,2.07,4.65,2.78,4.58,0.67,0.32,2.11,4.71,2.72,1.03,3.84,1.56,8.16,2.28,1.9,3.44,3.68,3.3,3.57
November,4.61,3.15,2.19,1.87,3.15,4.38,0.98,2.14,2.19,3.77,2.75,3.66,2.43,2.45,2.75,2.86,2.89,2.48,2.46,1.72,3.04,3.8,2.76,3.21,4.41,1.23,5.05,2.83,2.25,2.56,2.34,1.56,1.3,4.57,1.92,1.49,4.25,2.41,4.77,5.32,3.94,4.68,2.16,1.91,0.68,3.2,3.71,0.24,5.2,4.71,2.88,2.02,0.84,1.89,4.96,0.2,3.2,3.43,2.21,5.37,4.13,8.44,1.93,3.14,6.44,1.69,1.31,0.78,1.15,4.38,6.09
