OXSHOTT,,,,,,,,,,,,
Grid ref,TQ145606,Long,-0.357833,Lat,51.332976,,,,,,,
Station no,RR8293,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.78,1.05,0.81,2.34,3.42,1.05,4.00,,,,,
February,4.12,1.44,0.69,1.40,2.92,0.63,1.74,,,,,
March,0.94,2.08,1.53,2.44,1.31,3.43,1.24,,,,,
April,0.90,1.76,0.82,1.91,1.16,1.39,0.50,,,,,
May,1.17,0.27,2.11,2.92,2.60,0.40,1.33,,,,,
June,2.09,1.40,3.98,6.50,1.14,4.31,2.34,,,,,
July,1.11,1.60,1.52,3.92,1.49,0.44,1.10,,,,,
August,2.61,1.98,3.61,5.01,1.74,2.56,1.12,,,,,
September,0.74,1.42,0.62,3.60,1.44,1.83,1.55,,,,,
October,1.89,1.81,1.51,5.84,1.78,1.34,3.75,,,,,
November,1.96,0.57,2.03,1.95,1.52,3.36,,,,,,
December,2.16,3.66,1.09,1.80,2.38,0.56,,,,,,
Total,22.47,19.04,20.32,39.63,22.90,21.30,,,,,,
Calc annual,22.47,19.04,20.32,39.63,22.90,21.30,18.67,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
