"EAST GRINSTEAD HALSFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1673,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.49,1.91,1.40,2.52,3.41,2.57,4.38,2.65,1.10,1.30,,
February,3.64,3.36,1.82,4.99,2.28,3.79,0.58,0.79,2.54,3.18,,
March,0.91,2.64,0.93,1.60,2.41,2.08,2.73,2.17,4.79,2.85,,
April,2.04,0.56,3.52,1.95,1.63,1.68,1.99,1.74,1.85,2.53,,
May,0.27,1.31,1.24,2.34,0.39,4.07,4.69,1.74,1.61,1.98,,
June,2.29,2.39,2.49,1.92,2.41,0.95,1.45,0.51,3.64,0.73,,
July,5.50,1.44,3.56,2.18,1.55,0.30,2.44,0.96,6.16,2.92,,
August,1.26,4.63,1.95,1.16,0.92,1.39,3.16,2.55,2.52,2.48,,
September,5.64,3.06,3.15,3.86,3.37,4.81,1.64,3.21,1.20,1.03,,
October,8.21,3.00,6.44,2.87,1.46,3.97,3.47,1.52,1.70,6.55,,
November,3.45,4.85,2.89,4.90,1.29,3.44,4.43,6.67,5.24,1.57,,
December,3.24,3.46,2.89,0.78,3.49,1.28,5.19,2.36,2.28,2.02,,
Total,36.94,32.61,32.28,31.07,24.61,30.33,36.15,26.87,34.63,29.14,,
Calc annual,36.94,32.61,32.28,31.07,24.61,30.33,36.15,26.87,34.63,29.14,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
