"CHELTENHAM HIGH STREET",,,,,,,,,,,,
Grid ref,SO944229,Long,-2.082804,Lat,51.904610,,,,,,,
Station no,2177,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,3.07,2.41,1.12,4.19,1.09,1.08,0.65,,
February,,,,1.21,3.67,0.91,1.39,0.98,0.75,0.44,,
March,,,,3.06,1.29,3.42,1.01,0.42,2.96,3.15,,
April,,,,1.86,1.00,2.37,0.58,3.14,2.00,1.83,,
May,,,,4.51,2.52,0.20,1.85,2.62,1.60,0.89,,
June,,,,3.80,0.94,4.13,3.22,2.11,0.83,2.99,,
July,,,,4.58,2.63,0.70,1.13,4.61,1.83,2.19,,
August,,,,2.59,2.13,4.68,1.22,1.99,3.42,1.95,,
September,,,,2.30,2.10,1.41,0.77,0.49,1.48,3.33,,
October,,,,6.00,0.40,1.38,4.01,6.23,1.17,3.49,,
November,,,,1.61,1.56,2.91,3.27,1.53,0.84,0.87,,
December,,,,1.24,1.76,0.56,1.84,3.79,2.20,3.38,,
Total,,,,35.83,22.41,23.79,24.48,29.00,20.16,25.16,,
Calc annual,0.00,0.00,0.00,35.83,22.41,23.79,24.48,29.00,20.16,25.16,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
